snapshot_date,store_id,product_id,quantity_on_hand,quantity_on_order,reorder_point
2025-03-14,STR-014,SKU-0391,34,1,24
2025-03-14,STR-014,SKU-0151,40,7,24
2025-03-14,STR-014,SKU-0301,6,6,12
2025-03-14,STR-014,SKU-0116,125,38,14
2025-03-14,STR-014,SKU-0233,32,39,25
2025-03-14,STR-014,SKU-0062,133,50,17
2025-03-14,STR-014,SKU-0090,177,1,18
2025-03-14,STR-014,SKU-0067,132,0,10
2025-03-14,STR-014,SKU-0424,112,26,20
2025-03-14,STR-014,SKU-0371,101,15,15
2025-03-14,STR-014,SKU-0347,166,16,15
2025-03-14,STR-014,SKU-0479,46,32,30
2025-03-14,STR-014,SKU-0128,102,33,20
2025-03-14,STR-014,SKU-0284,78,27,24
2025-03-14,STR-014,SKU-0025,177,29,18
2025-03-14,STR-014,SKU-0102,83,27,13
2025-03-14,STR-014,SKU-0477,28,32,27
2025-03-14,STR-014,SKU-0068,21,14,14
2025-03-14,STR-014,SKU-0516,29,34,30
2025-03-14,STR-014,SKU-0096,42,13,30
2025-03-14,STR-014,SKU-0445,190,11,14
2025-03-14,STR-014,SKU-0264,61,29,23
2025-03-14,STR-014,SKU-0267,24,31,30
2025-03-14,STR-014,SKU-0194,22,4,15
2025-03-14,STR-014,SKU-0366,99,14,16
2025-03-14,STR-014,SKU-0109,33,42,17
2025-03-14,STR-014,SKU-0294,162,49,20
2025-03-14,STR-014,SKU-0426,87,44,30
2025-03-14,STR-014,SKU-0272,162,8,29
2025-03-14,STR-014,SKU-0526,66,42,17
2025-03-14,STR-014,SKU-0286,118,4,10
2025-03-14,STR-014,SKU-0323,61,36,23
2025-03-14,STR-014,SKU-0142,94,50,24
2025-03-14,STR-015,SKU-0466,155,40,14
2025-03-14,STR-015,SKU-0487,75,35,13
2025-03-14,STR-015,SKU-0201,71,5,13
2025-03-14,STR-015,SKU-0538,107,32,12
2025-03-14,STR-015,SKU-0068,132,23,24
2025-03-14,STR-015,SKU-0079,65,7,28
2025-03-14,STR-015,SKU-0287,186,32,20
2025-03-14,STR-015,SKU-0334,87,21,23
2025-03-14,STR-015,SKU-0407,169,0,29
2025-03-14,STR-015,SKU-0354,31,45,23
2025-03-14,STR-015,SKU-0188,65,13,20
2025-03-14,STR-015,SKU-0017,116,28,30
2025-03-14,STR-015,SKU-0043,86,42,16
2025-03-14,STR-015,SKU-0005,31,3,15
2025-03-14,STR-015,SKU-0351,52,6,11
2025-03-14,STR-015,SKU-0120,26,36,29
2025-03-14,STR-015,SKU-0067,174,47,17
2025-03-14,STR-015,SKU-0241,140,9,11
2025-03-14,STR-015,SKU-0050,93,14,10
2025-03-14,STR-015,SKU-0103,50,6,14
2025-03-14,STR-015,SKU-0192,118,29,17
2025-03-14,STR-015,SKU-0158,82,13,15
2025-03-14,STR-015,SKU-0508,18,42,24
2025-03-14,STR-015,SKU-0377,45,38,30
2025-03-14,STR-015,SKU-0339,31,18,28
2025-03-14,STR-015,SKU-0096,38,26,13
2025-03-14,STR-015,SKU-0221,84,1,20
2025-03-14,STR-015,SKU-0485,71,3,19
2025-03-14,STR-015,SKU-0539,21,17,22
2025-03-14,STR-015,SKU-0460,4,1,27
2025-03-14,STR-015,SKU-0044,108,40,19
2025-03-14,STR-015,SKU-0333,26,9,18
2025-03-14,STR-015,SKU-0332,181,24,18
2025-03-14,STR-015,SKU-0285,131,14,24
2025-03-14,STR-015,SKU-0378,168,47,19
2025-03-14,STR-016,SKU-0302,173,31,21
2025-03-14,STR-016,SKU-0387,45,19,25
2025-03-14,STR-016,SKU-0275,108,48,22
2025-03-14,STR-016,SKU-0445,92,30,21
2025-03-14,STR-016,SKU-0329,179,37,30
2025-03-14,STR-016,SKU-0519,109,50,20
2025-03-14,STR-016,SKU-0072,171,15,19
2025-03-14,STR-016,SKU-0190,151,26,22
2025-03-14,STR-016,SKU-0462,156,29,27
2025-03-14,STR-016,SKU-0239,187,12,20
2025-03-14,STR-016,SKU-0382,60,24,28
2025-03-14,STR-016,SKU-0166,124,33,26
2025-03-14,STR-016,SKU-0538,48,50,12
2025-03-14,STR-016,SKU-0357,18,18,17
2025-03-14,STR-016,SKU-0132,110,50,21
2025-03-14,STR-016,SKU-0169,113,3,29
2025-03-14,STR-016,SKU-0405,107,40,25
2025-03-14,STR-016,SKU-0350,184,16,24
2025-03-14,STR-016,SKU-0033,20,32,20
2025-03-14,STR-016,SKU-0478,69,3,20
2025-03-14,STR-016,SKU-0294,14,31,14
2025-03-14,STR-016,SKU-0051,93,24,21
2025-03-14,STR-016,SKU-0160,165,13,29
2025-03-14,STR-016,SKU-0131,106,5,30
2025-03-14,STR-016,SKU-0291,3,33,29
2025-03-14,STR-016,SKU-0339,104,30,11
2025-03-14,STR-016,SKU-0359,48,13,22
2025-03-14,STR-016,SKU-0005,144,12,30
2025-03-14,STR-016,SKU-0055,17,11,17
2025-03-14,STR-016,SKU-0316,138,22,21
2025-03-14,STR-016,SKU-0461,126,11,27
2025-03-14,STR-016,SKU-0513,61,40,18
2025-03-14,STR-016,SKU-0183,111,4,17
2025-03-14,STR-016,SKU-0475,159,46,29
2025-03-14,STR-016,SKU-0167,88,1,16
2025-03-14,STR-017,SKU-0057,6,14,13
2025-03-14,STR-017,SKU-0280,177,34,21
2025-03-14,STR-017,SKU-0538,159,25,10
2025-03-14,STR-017,SKU-0252,164,44,27
2025-03-14,STR-017,SKU-0285,8,46,18
2025-03-14,STR-017,SKU-0375,18,42,14
2025-03-14,STR-017,SKU-0199,47,47,18
2025-03-14,STR-017,SKU-0383,16,34,10
2025-03-14,STR-017,SKU-0532,188,11,17
2025-03-14,STR-017,SKU-0046,16,42,14
2025-03-14,STR-017,SKU-0183,60,24,25
2025-03-14,STR-017,SKU-0028,54,15,29
2025-03-14,STR-017,SKU-0181,155,34,23
2025-03-14,STR-017,SKU-0264,149,8,29
2025-03-14,STR-017,SKU-0249,44,28,23
2025-03-14,STR-017,SKU-0112,164,6,16
2025-03-14,STR-017,SKU-0486,156,14,20
2025-03-14,STR-017,SKU-0096,86,7,10
2025-03-14,STR-017,SKU-0032,134,17,23
2025-03-14,STR-017,SKU-0311,15,45,19
2025-03-14,STR-017,SKU-0223,42,22,23
2025-03-14,STR-017,SKU-0295,53,24,10
2025-03-14,STR-017,SKU-0212,196,30,13
2025-03-14,STR-017,SKU-0143,24,36,10
2025-03-14,STR-017,SKU-0200,125,41,30
2025-03-14,STR-017,SKU-0409,137,45,23
2025-03-14,STR-017,SKU-0127,90,46,11
2025-03-14,STR-017,SKU-0231,115,17,13
2025-03-14,STR-017,SKU-0077,7,47,17
2025-03-14,STR-017,SKU-0182,156,44,23
2025-03-14,STR-017,SKU-0144,199,34,13
2025-03-14,STR-017,SKU-0160,187,48,27
2025-03-14,STR-017,SKU-0116,38,34,21
2025-03-14,STR-017,SKU-0008,61,3,22
2025-03-14,STR-017,SKU-0226,129,39,18
2025-03-14,STR-018,SKU-0500,154,48,17
2025-03-14,STR-018,SKU-0059,33,42,27
2025-03-14,STR-018,SKU-0309,18,35,29
2025-03-14,STR-018,SKU-0229,127,41,19
2025-03-14,STR-018,SKU-0108,57,3,23
2025-03-14,STR-018,SKU-0307,8,2,22
2025-03-14,STR-018,SKU-0023,51,19,21
2025-03-14,STR-018,SKU-0301,44,21,25
2025-03-14,STR-018,SKU-0440,70,20,22
2025-03-14,STR-018,SKU-0458,32,29,22
2025-03-14,STR-018,SKU-0247,132,20,21
2025-03-14,STR-018,SKU-0386,150,4,13
2025-03-14,STR-018,SKU-0508,90,47,20
2025-03-14,STR-018,SKU-0201,67,40,22
2025-03-14,STR-018,SKU-0163,101,4,25
2025-03-14,STR-018,SKU-0273,156,19,18
2025-03-14,STR-018,SKU-0049,128,19,10
2025-03-14,STR-018,SKU-0089,61,39,16
2025-03-14,STR-018,SKU-0215,183,19,15
2025-03-14,STR-018,SKU-0205,104,36,20
2025-03-14,STR-018,SKU-0193,139,10,28
2025-03-14,STR-018,SKU-0087,158,16,22
2025-03-14,STR-018,SKU-0040,132,41,29
2025-03-14,STR-018,SKU-0523,57,27,14
2025-03-14,STR-018,SKU-0172,183,23,14
2025-03-14,STR-018,SKU-0262,126,41,25
2025-03-14,STR-018,SKU-0484,47,11,28
2025-03-14,STR-018,SKU-0236,69,46,12
2025-03-14,STR-018,SKU-0349,133,20,26
2025-03-14,STR-018,SKU-0269,191,13,13
2025-03-14,STR-018,SKU-0351,179,25,27
2025-03-14,STR-018,SKU-0150,74,28,28
2025-03-14,STR-018,SKU-0502,93,41,27
2025-03-14,STR-018,SKU-0485,76,40,27
2025-03-14,STR-018,SKU-0072,63,12,19
2025-03-14,STR-019,SKU-0294,9,50,15
2025-03-14,STR-019,SKU-0242,142,20,18
2025-03-14,STR-019,SKU-0254,171,25,21
2025-03-14,STR-019,SKU-0403,32,22,19
2025-03-14,STR-019,SKU-0157,1,22,15
2025-03-14,STR-019,SKU-0501,133,28,14
2025-03-14,STR-019,SKU-0377,31,33,11
2025-03-14,STR-019,SKU-0178,56,8,18
2025-03-14,STR-019,SKU-0203,15,30,27
2025-03-14,STR-019,SKU-0536,156,20,20
2025-03-14,STR-019,SKU-0076,153,3,30
2025-03-14,STR-019,SKU-0422,86,18,17
2025-03-14,STR-019,SKU-0450,63,33,30
2025-03-14,STR-019,SKU-0420,111,18,24
2025-03-14,STR-019,SKU-0030,51,3,25
2025-03-14,STR-019,SKU-0124,3,48,22
2025-03-14,STR-019,SKU-0006,91,35,17
2025-03-14,STR-019,SKU-0111,128,1,21
2025-03-14,STR-019,SKU-0040,139,27,21
2025-03-14,STR-019,SKU-0481,184,28,11
2025-03-14,STR-019,SKU-0535,57,14,27
2025-03-14,STR-019,SKU-0495,31,21,23
2025-03-14,STR-019,SKU-0187,67,25,16
2025-03-14,STR-019,SKU-0129,31,39,28
2025-03-14,STR-019,SKU-0236,137,13,23
2025-03-14,STR-019,SKU-0044,3,7,10
2025-03-14,STR-019,SKU-0104,155,29,10
2025-03-14,STR-019,SKU-0452,88,19,19
2025-03-14,STR-019,SKU-0326,148,42,13
2025-03-14,STR-019,SKU-0042,49,42,14
2025-03-14,STR-019,SKU-0231,118,38,26
2025-03-14,STR-019,SKU-0002,159,30,14
2025-03-14,STR-019,SKU-0143,139,49,23
2025-03-14,STR-019,SKU-0477,124,9,11
2025-03-14,STR-019,SKU-0527,37,30,17
2025-03-14,STR-020,SKU-0239,66,35,25
2025-03-14,STR-020,SKU-0346,184,12,19
2025-03-14,STR-020,SKU-0399,22,25,12
2025-03-14,STR-020,SKU-0323,189,30,27
2025-03-14,STR-020,SKU-0005,199,45,18
2025-03-14,STR-020,SKU-0406,125,31,30
2025-03-14,STR-020,SKU-0085,127,28,18
2025-03-14,STR-020,SKU-0241,167,24,20
2025-03-14,STR-020,SKU-0494,111,2,14
2025-03-14,STR-020,SKU-0049,105,18,22
2025-03-14,STR-020,SKU-0487,40,26,21
2025-03-14,STR-020,SKU-0396,49,1,13
2025-03-14,STR-020,SKU-0004,100,41,12
2025-03-14,STR-020,SKU-0059,182,4,14
2025-03-14,STR-020,SKU-0351,165,12,10
2025-03-14,STR-020,SKU-0429,105,46,28
2025-03-14,STR-020,SKU-0318,127,6,19
2025-03-14,STR-020,SKU-0090,151,14,29
2025-03-14,STR-020,SKU-0386,80,33,15
2025-03-14,STR-020,SKU-0529,46,5,20
2025-03-14,STR-020,SKU-0138,75,7,12
2025-03-14,STR-020,SKU-0281,28,38,20
2025-03-14,STR-020,SKU-0091,187,12,28
2025-03-14,STR-020,SKU-0012,142,48,15
2025-03-14,STR-020,SKU-0040,140,3,12
2025-03-14,STR-020,SKU-0028,114,27,21
2025-03-14,STR-020,SKU-0142,84,41,26
2025-03-14,STR-020,SKU-0376,74,19,29
2025-03-14,STR-020,SKU-0329,177,22,18
2025-03-14,STR-020,SKU-0238,25,16,17
2025-03-14,STR-020,SKU-0213,25,32,20
2025-03-14,STR-020,SKU-0485,194,16,15
2025-03-14,STR-020,SKU-0505,36,13,23
2025-03-14,STR-020,SKU-0430,162,13,23
2025-03-14,STR-020,SKU-0184,118,15,17
2025-03-14,STR-021,SKU-0493,33,22,15
2025-03-14,STR-021,SKU-0210,41,17,10
2025-03-14,STR-021,SKU-0161,34,3,21
2025-03-14,STR-021,SKU-0268,20,13,16
2025-03-14,STR-021,SKU-0317,49,48,19
2025-03-14,STR-021,SKU-0468,70,29,28
2025-03-14,STR-021,SKU-0335,96,1,17
2025-03-14,STR-021,SKU-0460,112,43,23
2025-03-14,STR-021,SKU-0137,179,19,25
2025-03-14,STR-021,SKU-0081,106,43,17
2025-03-14,STR-021,SKU-0187,26,27,24
2025-03-14,STR-021,SKU-0196,104,28,22
2025-03-14,STR-021,SKU-0071,129,0,14
2025-03-14,STR-021,SKU-0532,70,1,30
2025-03-14,STR-021,SKU-0245,148,12,20
2025-03-14,STR-021,SKU-0159,67,27,22
2025-03-14,STR-021,SKU-0069,99,28,15
2025-03-14,STR-021,SKU-0328,103,22,28
2025-03-14,STR-021,SKU-0319,156,46,13
2025-03-14,STR-021,SKU-0134,187,30,12
2025-03-14,STR-021,SKU-0420,103,45,11
2025-03-14,STR-021,SKU-0443,50,18,21
2025-03-14,STR-021,SKU-0019,63,37,25
2025-03-14,STR-021,SKU-0023,155,41,16
2025-03-14,STR-021,SKU-0165,117,23,14
2025-03-14,STR-021,SKU-0347,72,49,19
2025-03-14,STR-021,SKU-0176,17,4,21
2025-03-14,STR-021,SKU-0057,86,47,30
2025-03-14,STR-021,SKU-0476,59,16,11
2025-03-14,STR-021,SKU-0052,102,12,19
2025-03-14,STR-021,SKU-0117,182,13,18
2025-03-14,STR-021,SKU-0051,102,24,19
2025-03-14,STR-021,SKU-0032,118,7,22
2025-03-14,STR-021,SKU-0169,140,40,30
2025-03-14,STR-021,SKU-0282,124,10,28
2025-03-14,STR-022,SKU-0252,95,27,21
2025-03-14,STR-022,SKU-0440,46,34,28
2025-03-14,STR-022,SKU-0537,136,20,17
2025-03-14,STR-022,SKU-0409,146,11,15
2025-03-14,STR-022,SKU-0062,85,32,25
2025-03-14,STR-022,SKU-0145,160,38,29
2025-03-14,STR-022,SKU-0248,97,37,20
2025-03-14,STR-022,SKU-0308,179,45,30
2025-03-14,STR-022,SKU-0402,169,20,11
2025-03-14,STR-022,SKU-0531,116,23,30
2025-03-14,STR-022,SKU-0385,165,37,29
2025-03-14,STR-022,SKU-0525,151,35,19
2025-03-14,STR-022,SKU-0222,33,4,25
2025-03-14,STR-022,SKU-0111,128,30,19
2025-03-14,STR-022,SKU-0488,114,26,17
2025-03-14,STR-022,SKU-0380,161,27,26
2025-03-14,STR-022,SKU-0305,35,13,22
2025-03-14,STR-022,SKU-0465,131,40,18
2025-03-14,STR-022,SKU-0508,158,36,22
2025-03-14,STR-022,SKU-0403,109,39,11
2025-03-14,STR-022,SKU-0210,154,9,14
2025-03-14,STR-022,SKU-0285,88,32,28
2025-03-14,STR-022,SKU-0460,116,48,21
2025-03-14,STR-022,SKU-0092,188,23,26
2025-03-14,STR-022,SKU-0524,35,44,29
2025-03-14,STR-022,SKU-0381,42,25,21
2025-03-14,STR-022,SKU-0003,118,47,29
2025-03-14,STR-022,SKU-0500,176,13,14
2025-03-14,STR-022,SKU-0331,161,6,20
2025-03-14,STR-022,SKU-0013,32,17,12
2025-03-14,STR-022,SKU-0015,37,44,12
2025-03-14,STR-022,SKU-0418,121,11,20
2025-03-14,STR-022,SKU-0484,184,23,30
2025-03-14,STR-022,SKU-0272,149,49,19
2025-03-14,STR-022,SKU-0434,97,10,14
2025-03-14,STR-023,SKU-0344,62,0,21
2025-03-14,STR-023,SKU-0227,44,10,21
2025-03-14,STR-023,SKU-0363,65,37,13
2025-03-14,STR-023,SKU-0056,91,18,19
2025-03-14,STR-023,SKU-0230,130,11,10
2025-03-14,STR-023,SKU-0525,71,15,17
2025-03-14,STR-023,SKU-0090,45,46,29
2025-03-14,STR-023,SKU-0297,76,36,27
2025-03-14,STR-023,SKU-0467,45,32,13
2025-03-14,STR-023,SKU-0238,68,49,12
2025-03-14,STR-023,SKU-0378,181,21,17
2025-03-14,STR-023,SKU-0105,121,8,15
2025-03-14,STR-023,SKU-0277,84,36,11
2025-03-14,STR-023,SKU-0019,130,48,11
2025-03-14,STR-023,SKU-0072,12,40,29
2025-03-14,STR-023,SKU-0356,170,47,20
2025-03-14,STR-023,SKU-0003,120,1,27
2025-03-14,STR-023,SKU-0429,143,40,21
2025-03-14,STR-023,SKU-0046,42,29,17
2025-03-14,STR-023,SKU-0135,85,6,19
2025-03-14,STR-023,SKU-0088,165,26,28
2025-03-14,STR-023,SKU-0188,187,14,11
2025-03-14,STR-023,SKU-0202,11,32,25
2025-03-14,STR-023,SKU-0360,148,46,20
2025-03-14,STR-023,SKU-0449,77,32,23
2025-03-14,STR-023,SKU-0145,60,13,24
2025-03-14,STR-023,SKU-0440,107,42,20
2025-03-14,STR-023,SKU-0521,109,37,19
2025-03-14,STR-023,SKU-0375,23,31,17
2025-03-14,STR-023,SKU-0332,198,0,18
2025-03-14,STR-023,SKU-0512,121,41,27
2025-03-14,STR-023,SKU-0011,29,5,16
2025-03-14,STR-023,SKU-0154,186,12,24
2025-03-14,STR-023,SKU-0537,112,17,23
2025-03-14,STR-023,SKU-0528,177,22,12
2025-03-14,STR-024,SKU-0094,150,13,16
2025-03-14,STR-024,SKU-0174,17,9,30
2025-03-14,STR-024,SKU-0133,88,14,23
2025-03-14,STR-024,SKU-0413,129,41,22
2025-03-14,STR-024,SKU-0465,47,1,20
2025-03-14,STR-024,SKU-0245,9,3,21
2025-03-14,STR-024,SKU-0339,193,6,28
2025-03-14,STR-024,SKU-0387,39,27,23
2025-03-14,STR-024,SKU-0233,22,27,15
2025-03-14,STR-024,SKU-0049,140,16,18
2025-03-14,STR-024,SKU-0257,179,33,19
2025-03-14,STR-024,SKU-0469,135,17,11
2025-03-14,STR-024,SKU-0010,143,30,25
2025-03-14,STR-024,SKU-0022,192,27,20
2025-03-14,STR-024,SKU-0480,189,41,25
2025-03-14,STR-024,SKU-0357,68,46,22
2025-03-14,STR-024,SKU-0471,145,4,27
2025-03-14,STR-024,SKU-0146,54,9,17
2025-03-14,STR-024,SKU-0356,154,12,18
2025-03-14,STR-024,SKU-0391,15,50,20
2025-03-14,STR-024,SKU-0138,116,11,26
2025-03-14,STR-024,SKU-0029,17,35,26
2025-03-14,STR-024,SKU-0170,28,24,26
2025-03-14,STR-024,SKU-0151,139,32,21
2025-03-14,STR-024,SKU-0052,180,1,29
2025-03-14,STR-024,SKU-0098,191,24,19
2025-03-14,STR-024,SKU-0236,137,32,22
2025-03-14,STR-024,SKU-0326,17,17,11
2025-03-14,STR-024,SKU-0378,165,8,14
2025-03-14,STR-024,SKU-0224,121,44,29
2025-03-14,STR-024,SKU-0409,74,44,21
2025-03-14,STR-024,SKU-0367,14,33,17
2025-03-14,STR-024,SKU-0525,63,45,11
2025-03-14,STR-024,SKU-0091,189,45,10
2025-03-14,STR-024,SKU-0141,6,43,13
2025-03-14,STR-025,SKU-0517,180,35,28
2025-03-14,STR-025,SKU-0184,189,47,26
2025-03-14,STR-025,SKU-0149,138,16,27
2025-03-14,STR-025,SKU-0322,163,48,29
2025-03-14,STR-025,SKU-0219,138,28,17
2025-03-14,STR-025,SKU-0460,58,44,18
2025-03-14,STR-025,SKU-0422,97,50,16
2025-03-14,STR-025,SKU-0452,17,40,29
2025-03-14,STR-025,SKU-0370,8,7,11
2025-03-14,STR-025,SKU-0065,182,1,23
2025-03-14,STR-025,SKU-0381,44,43,10
2025-03-14,STR-025,SKU-0351,103,43,17
2025-03-14,STR-025,SKU-0048,65,46,23
2025-03-14,STR-025,SKU-0152,81,37,12
2025-03-14,STR-025,SKU-0216,104,20,18
2025-03-14,STR-025,SKU-0310,186,17,15
2025-03-14,STR-025,SKU-0009,131,10,24
2025-03-14,STR-025,SKU-0007,74,5,30
2025-03-14,STR-025,SKU-0540,14,9,28
2025-03-14,STR-025,SKU-0390,150,13,26
2025-03-14,STR-025,SKU-0441,41,48,28
2025-03-14,STR-025,SKU-0075,133,37,25
2025-03-14,STR-025,SKU-0246,122,10,27
2025-03-14,STR-025,SKU-0029,26,40,17
2025-03-14,STR-025,SKU-0041,145,31,13
2025-03-14,STR-025,SKU-0179,190,3,25
2025-03-14,STR-025,SKU-0236,21,48,30
2025-03-14,STR-025,SKU-0035,18,0,27
2025-03-14,STR-025,SKU-0320,85,15,21
2025-03-14,STR-025,SKU-0217,45,24,26
2025-03-14,STR-025,SKU-0220,41,49,19
2025-03-14,STR-025,SKU-0487,91,49,22
2025-03-14,STR-025,SKU-0431,129,7,24
2025-03-14,STR-025,SKU-0013,137,32,10
2025-03-14,STR-025,SKU-0126,143,8,18
2025-03-14,STR-026,SKU-0500,29,3,27
2025-03-14,STR-026,SKU-0098,4,45,19
2025-03-14,STR-026,SKU-0405,26,6,23
2025-03-14,STR-026,SKU-0509,166,25,12
2025-03-14,STR-026,SKU-0046,85,15,14
2025-03-14,STR-026,SKU-0041,90,38,21
2025-03-14,STR-026,SKU-0207,52,12,19
2025-03-14,STR-026,SKU-0453,97,13,16
2025-03-14,STR-026,SKU-0068,190,27,27
2025-03-14,STR-026,SKU-0504,185,25,12
2025-03-14,STR-026,SKU-0125,48,40,27
2025-03-14,STR-026,SKU-0301,151,6,12
2025-03-14,STR-026,SKU-0536,167,8,24
2025-03-14,STR-026,SKU-0363,4,8,11
2025-03-14,STR-026,SKU-0418,96,36,23
2025-03-14,STR-026,SKU-0397,23,25,22
2025-03-14,STR-026,SKU-0537,24,8,24
2025-03-14,STR-026,SKU-0477,47,46,19
2025-03-14,STR-026,SKU-0256,38,26,21
2025-03-14,STR-026,SKU-0288,109,44,26
2025-03-14,STR-026,SKU-0266,153,7,25
2025-03-14,STR-026,SKU-0095,37,3,19
2025-03-14,STR-026,SKU-0223,64,1,21
2025-03-14,STR-026,SKU-0183,98,39,12
2025-03-14,STR-026,SKU-0083,194,20,18
2025-03-14,STR-026,SKU-0362,135,2,29
2025-03-14,STR-026,SKU-0197,115,23,10
2025-03-14,STR-026,SKU-0089,192,41,26
2025-03-14,STR-026,SKU-0367,2,41,13
2025-03-14,STR-026,SKU-0317,136,23,20
2025-03-14,STR-026,SKU-0475,138,34,19
2025-03-14,STR-026,SKU-0387,97,9,13
2025-03-14,STR-026,SKU-0411,130,2,12
2025-03-14,STR-026,SKU-0119,174,0,10
2025-03-14,STR-026,SKU-0313,171,0,28
2025-03-14,STR-027,SKU-0030,57,42,15
2025-03-14,STR-027,SKU-0328,111,9,30
2025-03-14,STR-027,SKU-0125,47,4,30
2025-03-14,STR-027,SKU-0337,41,4,24
2025-03-14,STR-027,SKU-0403,177,31,15
2025-03-14,STR-027,SKU-0067,116,6,26
2025-03-14,STR-027,SKU-0151,154,31,27
2025-03-14,STR-027,SKU-0380,19,21,20
2025-03-14,STR-027,SKU-0241,168,41,29
2025-03-14,STR-027,SKU-0499,150,49,21
2025-03-14,STR-027,SKU-0059,166,15,27
2025-03-14,STR-027,SKU-0152,180,19,28
2025-03-14,STR-027,SKU-0249,60,19,16
2025-03-14,STR-027,SKU-0171,180,20,22
2025-03-14,STR-027,SKU-0230,82,48,29
2025-03-14,STR-027,SKU-0531,97,42,15
2025-03-14,STR-027,SKU-0019,166,17,29
2025-03-14,STR-027,SKU-0069,30,5,11
2025-03-14,STR-027,SKU-0256,43,23,12
2025-03-14,STR-027,SKU-0042,131,1,14
2025-03-14,STR-027,SKU-0178,137,34,26
2025-03-14,STR-027,SKU-0250,95,47,19
2025-03-14,STR-027,SKU-0117,5,23,17
2025-03-14,STR-027,SKU-0527,134,35,22
2025-03-14,STR-027,SKU-0428,75,47,17
2025-03-14,STR-027,SKU-0254,62,47,13
2025-03-14,STR-027,SKU-0134,189,21,15
2025-03-14,STR-027,SKU-0255,72,28,25
2025-03-14,STR-027,SKU-0240,24,4,29
2025-03-14,STR-027,SKU-0189,173,31,20
2025-03-14,STR-027,SKU-0188,40,29,18
2025-03-14,STR-027,SKU-0454,103,21,11
2025-03-14,STR-027,SKU-0459,65,23,23
2025-03-14,STR-027,SKU-0296,69,26,16
2025-03-14,STR-027,SKU-0321,182,46,12
2025-03-14,STR-028,SKU-0334,45,2,12
2025-03-14,STR-028,SKU-0465,1,21,20
2025-03-14,STR-028,SKU-0533,89,25,21
2025-03-14,STR-028,SKU-0021,143,27,17
2025-03-14,STR-028,SKU-0264,66,12,27
2025-03-14,STR-028,SKU-0379,101,29,14
2025-03-14,STR-028,SKU-0091,149,4,22
2025-03-14,STR-028,SKU-0039,169,6,24
2025-03-14,STR-028,SKU-0112,10,44,28
2025-03-14,STR-028,SKU-0234,81,42,24
2025-03-14,STR-028,SKU-0312,50,33,10
2025-03-14,STR-028,SKU-0278,181,1,28
2025-03-14,STR-028,SKU-0252,130,46,10
2025-03-14,STR-028,SKU-0471,97,31,21
2025-03-14,STR-028,SKU-0061,48,41,22
2025-03-14,STR-028,SKU-0492,37,37,29
2025-03-14,STR-028,SKU-0226,155,38,25
2025-03-14,STR-028,SKU-0220,37,45,21
2025-03-14,STR-028,SKU-0092,112,26,17
2025-03-14,STR-028,SKU-0518,178,39,27
2025-03-14,STR-028,SKU-0217,114,43,20
2025-03-14,STR-028,SKU-0497,2,29,25
2025-03-14,STR-028,SKU-0243,11,2,17
2025-03-14,STR-028,SKU-0429,137,2,20
2025-03-14,STR-028,SKU-0352,74,48,30
2025-03-14,STR-028,SKU-0104,44,38,15
2025-03-14,STR-028,SKU-0072,84,50,26
2025-03-14,STR-028,SKU-0287,8,23,17
2025-03-14,STR-028,SKU-0382,78,1,26
2025-03-14,STR-028,SKU-0003,11,48,28
2025-03-14,STR-028,SKU-0154,157,31,27
2025-03-14,STR-028,SKU-0200,4,37,20
2025-03-14,STR-028,SKU-0229,151,11,18
2025-03-14,STR-028,SKU-0433,64,11,17
2025-03-14,STR-028,SKU-0065,197,27,28
2025-03-14,STR-029,SKU-0344,90,7,12
2025-03-14,STR-029,SKU-0445,70,31,20
2025-03-14,STR-029,SKU-0004,108,35,21
2025-03-14,STR-029,SKU-0222,135,1,25
2025-03-14,STR-029,SKU-0400,111,29,24
2025-03-14,STR-029,SKU-0406,128,32,24
2025-03-14,STR-029,SKU-0319,165,35,19
2025-03-14,STR-029,SKU-0046,75,30,29
2025-03-14,STR-029,SKU-0351,96,22,25
2025-03-14,STR-029,SKU-0202,48,24,10
2025-03-14,STR-029,SKU-0257,92,21,29
2025-03-14,STR-029,SKU-0348,142,45,26
2025-03-14,STR-029,SKU-0256,58,35,28
2025-03-14,STR-029,SKU-0363,104,5,15
2025-03-14,STR-029,SKU-0410,136,43,21
2025-03-14,STR-029,SKU-0050,165,25,30
2025-03-14,STR-029,SKU-0089,74,35,15
2025-03-14,STR-029,SKU-0509,139,12,14
2025-03-14,STR-029,SKU-0137,32,39,12
2025-03-14,STR-029,SKU-0158,81,5,16
2025-03-14,STR-029,SKU-0424,17,50,29
2025-03-14,STR-029,SKU-0485,156,37,28
2025-03-14,STR-029,SKU-0173,109,31,17
2025-03-14,STR-029,SKU-0135,87,30,28
2025-03-14,STR-029,SKU-0464,158,26,21
2025-03-14,STR-029,SKU-0321,196,30,27
2025-03-14,STR-029,SKU-0343,140,43,14
2025-03-14,STR-029,SKU-0310,17,6,29
2025-03-14,STR-029,SKU-0422,134,18,13
2025-03-14,STR-029,SKU-0263,142,34,17
2025-03-14,STR-029,SKU-0125,118,26,23
2025-03-14,STR-029,SKU-0144,86,31,21
2025-03-14,STR-029,SKU-0527,131,18,17
2025-03-14,STR-029,SKU-0457,109,15,24
2025-03-14,STR-029,SKU-0523,126,5,27
