review_id,booking_id,property_id,guest_id,review_date,overall_score,cleanliness_score,service_score,value_score,food_score,sentiment,platform
REV-013730,BK-0004295,PROP-023,GST-03575,2025-01-19,9,10,9,8,10,Positive,Direct
REV-013731,BK-0015676,PROP-050,GST-02445,2025-02-10,7,9,8,5,10,Neutral,Google
REV-013732,BK-0006595,PROP-050,GST-04012,2025-04-13,8,10,9,7,8,Positive,Direct
REV-013733,BK-0018349,PROP-045,GST-01507,2025-05-04,6,6,6,6,6,Neutral,TripAdvisor
REV-013734,BK-0044437,PROP-027,GST-03745,2025-02-28,8,8,8,9,8,Positive,Google
REV-013735,BK-0013368,PROP-044,GST-02005,2025-04-09,7,8,8,7,7,Neutral,Direct
REV-013736,BK-0022641,PROP-018,GST-03227,2025-01-12,7,7,6,8,10,Neutral,Booking.com
REV-013737,BK-0029946,PROP-050,GST-03124,2025-03-19,9,8,10,7,7,Positive,Direct
REV-013738,BK-0017769,PROP-042,GST-03885,2025-02-03,10,10,10,9,10,Positive,Direct
REV-013739,BK-0005943,PROP-004,GST-04773,2025-02-25,9,9,9,9,9,Positive,Booking.com
REV-013740,BK-0008414,PROP-018,GST-03957,2025-03-26,5,4,5,5,6,Negative,TripAdvisor
REV-013741,BK-0030333,PROP-008,GST-03966,2025-03-12,10,10,9,10,10,Positive,Google
REV-013742,BK-0049253,PROP-040,GST-02062,2025-02-23,7,8,7,7,5,Neutral,Google
REV-013743,BK-0048887,PROP-013,GST-04420,2025-03-02,7,4,7,8,7,Neutral,TripAdvisor
REV-013744,BK-0016381,PROP-019,GST-01609,2025-04-09,8,9,9,7,8,Positive,Booking.com
REV-013745,BK-0049585,PROP-046,GST-00188,2025-01-16,7,8,7,8,8,Neutral,Google
REV-013746,BK-0043276,PROP-046,GST-04313,2025-04-27,5,4,7,7,5,Negative,Google
REV-013747,BK-0047167,PROP-048,GST-03443,2025-01-28,7,7,7,8,6,Neutral,Google
REV-013748,BK-0010329,PROP-026,GST-03555,2025-03-16,6,6,6,5,7,Neutral,Booking.com
REV-013749,BK-0047734,PROP-017,GST-02353,2025-05-01,9,10,8,9,10,Positive,Google
REV-013750,BK-0049999,PROP-023,GST-02069,2025-03-02,9,10,9,9,9,Positive,Booking.com
REV-013751,BK-0017580,PROP-002,GST-02160,2025-02-03,6,6,6,7,5,Neutral,Google
REV-013752,BK-0026551,PROP-003,GST-00354,2025-02-04,8,7,8,6,7,Positive,TripAdvisor
REV-013753,BK-0016551,PROP-026,GST-04278,2025-01-31,8,7,8,10,8,Positive,Booking.com
REV-013754,BK-0013724,PROP-013,GST-04209,2025-02-17,8,8,10,7,8,Positive,Google
REV-013755,BK-0004174,PROP-043,GST-02789,2025-03-03,10,10,10,10,10,Positive,Google
REV-013756,BK-0034604,PROP-046,GST-02229,2025-02-04,9,9,10,8,8,Positive,Google
REV-013757,BK-0024905,PROP-038,GST-00706,2025-03-08,10,9,8,10,10,Positive,Booking.com
REV-013758,BK-0014010,PROP-010,GST-03745,2025-01-27,10,10,9,10,10,Positive,Direct
REV-013759,BK-0004263,PROP-032,GST-04937,2025-04-09,6,8,7,6,7,Neutral,Direct
REV-013760,BK-0048323,PROP-012,GST-03612,2025-03-22,8,8,8,9,10,Positive,Booking.com
REV-013761,BK-0028902,PROP-017,GST-03178,2025-03-26,10,10,10,8,10,Positive,Booking.com
REV-013762,BK-0040019,PROP-042,GST-02613,2025-04-15,8,9,6,8,8,Positive,Booking.com
REV-013763,BK-0022882,PROP-046,GST-03585,2025-05-04,10,9,10,9,10,Positive,TripAdvisor
REV-013764,BK-0013238,PROP-011,GST-04916,2025-02-21,7,7,8,7,7,Neutral,Direct
REV-013765,BK-0044821,PROP-027,GST-01378,2025-02-14,7,8,8,7,8,Neutral,Booking.com
REV-013766,BK-0021452,PROP-026,GST-00242,2025-02-21,7,7,5,7,8,Neutral,Google
REV-013767,BK-0036740,PROP-033,GST-01394,2025-05-05,10,9,9,10,10,Positive,TripAdvisor
REV-013768,BK-0027057,PROP-021,GST-02618,2025-04-01,6,6,6,7,6,Neutral,Google
REV-013769,BK-0028148,PROP-023,GST-02880,2025-01-15,7,3,9,8,8,Neutral,TripAdvisor
REV-013770,BK-0044792,PROP-020,GST-02148,2025-01-24,10,10,10,10,9,Positive,TripAdvisor
REV-013771,BK-0001138,PROP-012,GST-00351,2025-05-02,9,8,9,8,9,Positive,Google
REV-013772,BK-0026353,PROP-030,GST-01375,2025-04-27,10,10,10,10,9,Positive,TripAdvisor
REV-013773,BK-0035410,PROP-033,GST-03004,2025-02-13,10,10,10,9,10,Positive,TripAdvisor
REV-013774,BK-0017731,PROP-038,GST-03635,2025-01-21,6,5,7,5,8,Neutral,Booking.com
REV-013775,BK-0048456,PROP-010,GST-01200,2025-03-20,7,8,8,7,6,Neutral,TripAdvisor
REV-013776,BK-0003143,PROP-043,GST-01245,2025-03-23,4,5,3,4,4,Negative,Direct
REV-013777,BK-0043922,PROP-010,GST-01721,2025-02-01,9,9,9,7,9,Positive,Google
REV-013778,BK-0030334,PROP-003,GST-03255,2025-04-18,5,5,5,6,5,Negative,Direct
REV-013779,BK-0009287,PROP-012,GST-02865,2025-02-21,10,10,10,10,9,Positive,Direct
REV-013780,BK-0035255,PROP-006,GST-02994,2025-04-11,10,10,9,8,10,Positive,TripAdvisor
REV-013781,BK-0002297,PROP-033,GST-01318,2025-04-10,7,7,7,6,7,Neutral,Google
REV-013782,BK-0041001,PROP-029,GST-03487,2025-02-16,9,9,10,8,10,Positive,TripAdvisor
REV-013783,BK-0027404,PROP-043,GST-00770,2025-03-08,7,7,6,6,6,Neutral,Direct
REV-013784,BK-0013242,PROP-042,GST-02853,2025-03-05,7,8,8,8,8,Neutral,Direct
REV-013785,BK-0008014,PROP-018,GST-00504,2025-02-01,5,6,4,4,5,Negative,Google
REV-013786,BK-0013267,PROP-016,GST-03315,2025-01-26,8,8,8,9,6,Positive,Direct
REV-013787,BK-0004465,PROP-022,GST-01912,2025-01-31,9,10,8,9,9,Positive,Direct
REV-013788,BK-0041169,PROP-022,GST-01221,2025-05-15,8,9,8,7,8,Positive,Direct
REV-013789,BK-0019855,PROP-008,GST-00997,2025-03-18,7,7,8,7,8,Neutral,Direct
REV-013790,BK-0032250,PROP-046,GST-01477,2025-04-10,9,10,8,10,10,Positive,Google
REV-013791,BK-0002534,PROP-045,GST-04039,2025-01-28,9,10,9,8,9,Positive,Direct
REV-013792,BK-0003503,PROP-028,GST-00322,2025-04-23,10,10,8,10,10,Positive,Google
REV-013793,BK-0046015,PROP-029,GST-00712,2025-01-10,8,9,6,8,9,Positive,Booking.com
REV-013794,BK-0029283,PROP-022,GST-02103,2025-04-25,8,9,8,9,8,Positive,Google
REV-013795,BK-0040633,PROP-007,GST-01512,2025-02-19,7,6,8,7,7,Neutral,Google
REV-013796,BK-0014426,PROP-003,GST-00254,2025-03-25,10,10,10,8,10,Positive,Google
REV-013797,BK-0018326,PROP-018,GST-03412,2025-03-02,5,5,4,4,5,Negative,TripAdvisor
REV-013798,BK-0035820,PROP-043,GST-01242,2025-05-02,8,8,7,8,8,Positive,Google
REV-013799,BK-0012002,PROP-008,GST-01534,2025-04-19,9,9,10,10,8,Positive,TripAdvisor
REV-013800,BK-0012494,PROP-006,GST-00598,2025-04-04,10,9,10,9,10,Positive,Booking.com
REV-013801,BK-0044750,PROP-037,GST-01060,2025-03-25,10,10,9,10,10,Positive,Booking.com
REV-013802,BK-0017671,PROP-025,GST-04565,2025-04-18,7,8,6,5,6,Neutral,Direct
REV-013803,BK-0037572,PROP-028,GST-04195,2025-03-18,9,9,9,9,9,Positive,Direct
REV-013804,BK-0004046,PROP-028,GST-04783,2025-04-29,9,10,9,9,9,Positive,TripAdvisor
REV-013805,BK-0048962,PROP-036,GST-02104,2025-03-05,8,8,7,8,8,Positive,Direct
REV-013806,BK-0022430,PROP-018,GST-02668,2025-04-05,6,6,7,9,7,Neutral,Booking.com
REV-013807,BK-0003748,PROP-006,GST-04967,2025-03-31,10,10,9,10,10,Positive,TripAdvisor
REV-013808,BK-0033016,PROP-012,GST-03253,2025-04-24,8,8,7,10,8,Positive,Direct
REV-013809,BK-0030115,PROP-001,GST-02962,2025-03-17,9,9,9,10,7,Positive,Direct
REV-013810,BK-0039284,PROP-017,GST-01438,2025-02-12,8,8,9,5,9,Positive,Direct
REV-013811,BK-0018605,PROP-018,GST-00623,2025-03-26,10,10,10,9,10,Positive,Booking.com
REV-013812,BK-0042509,PROP-010,GST-00971,2025-04-30,4,7,3,3,3,Negative,Direct
REV-013813,BK-0027293,PROP-038,GST-00320,2025-04-16,7,7,7,7,6,Neutral,Booking.com
REV-013814,BK-0033789,PROP-031,GST-03874,2025-05-10,6,5,6,5,7,Neutral,Direct
REV-013815,BK-0046319,PROP-012,GST-00011,2025-02-25,10,10,10,9,10,Positive,Google
REV-013816,BK-0022762,PROP-003,GST-00813,2025-03-08,10,8,10,9,9,Positive,Google
REV-013817,BK-0048097,PROP-038,GST-03228,2025-01-06,10,10,9,10,9,Positive,TripAdvisor
REV-013818,BK-0038475,PROP-013,GST-03467,2025-02-04,10,9,9,10,10,Positive,Direct
REV-013819,BK-0024225,PROP-049,GST-01093,2025-05-09,10,10,9,9,10,Positive,Booking.com
REV-013820,BK-0041201,PROP-045,GST-00603,2025-01-07,7,5,7,8,7,Neutral,TripAdvisor
REV-013821,BK-0016401,PROP-002,GST-04575,2025-02-26,8,7,8,7,7,Positive,TripAdvisor
REV-013822,BK-0014394,PROP-013,GST-01661,2025-02-22,9,8,8,7,10,Positive,Direct
REV-013823,BK-0027186,PROP-034,GST-03550,2025-02-05,7,10,8,7,8,Neutral,Direct
REV-013824,BK-0001905,PROP-025,GST-01821,2025-01-21,7,7,6,6,9,Neutral,Direct
REV-013825,BK-0002233,PROP-045,GST-00005,2025-04-24,9,8,9,10,8,Positive,Booking.com
REV-013826,BK-0009611,PROP-045,GST-03117,2025-03-17,10,8,10,10,10,Positive,Direct
REV-013827,BK-0044554,PROP-011,GST-04025,2025-01-07,10,10,10,9,10,Positive,Google
REV-013828,BK-0036999,PROP-043,GST-00784,2025-01-28,9,10,9,7,10,Positive,Google
REV-013829,BK-0037110,PROP-003,GST-04450,2025-05-03,9,10,8,9,9,Positive,TripAdvisor
REV-013830,BK-0018899,PROP-049,GST-04961,2025-02-18,9,10,9,8,10,Positive,TripAdvisor
REV-013831,BK-0024363,PROP-031,GST-01410,2025-04-22,10,10,10,9,10,Positive,Booking.com
REV-013832,BK-0010436,PROP-008,GST-01844,2025-02-26,9,8,9,10,9,Positive,Booking.com
REV-013833,BK-0046753,PROP-034,GST-03517,2025-03-11,7,8,6,5,5,Neutral,Google
REV-013834,BK-0004416,PROP-046,GST-02331,2025-05-15,8,8,10,8,8,Positive,Google
REV-013835,BK-0010932,PROP-012,GST-02552,2025-02-14,5,5,7,6,5,Negative,Google
REV-013836,BK-0002511,PROP-020,GST-03591,2025-03-01,8,8,7,9,8,Positive,TripAdvisor
REV-013837,BK-0039494,PROP-027,GST-04741,2025-04-21,6,7,6,5,6,Neutral,Direct
REV-013838,BK-0021326,PROP-050,GST-01913,2025-02-13,7,6,8,7,7,Neutral,TripAdvisor
REV-013839,BK-0013360,PROP-029,GST-00877,2025-03-25,6,6,5,6,5,Neutral,Booking.com
REV-013840,BK-0037947,PROP-012,GST-02753,2025-02-17,10,10,9,9,10,Positive,Booking.com
REV-013841,BK-0033058,PROP-035,GST-00444,2025-01-24,10,10,10,9,8,Positive,Booking.com
REV-013842,BK-0023481,PROP-011,GST-03836,2025-04-29,9,9,10,8,9,Positive,Google
REV-013843,BK-0011833,PROP-007,GST-03353,2025-01-22,5,7,5,3,5,Negative,Booking.com
REV-013844,BK-0046020,PROP-008,GST-00151,2025-03-23,7,8,7,7,7,Neutral,TripAdvisor
REV-013845,BK-0005523,PROP-022,GST-01266,2025-04-26,10,10,9,10,10,Positive,Google
REV-013846,BK-0049610,PROP-047,GST-01979,2025-01-31,9,7,8,10,9,Positive,Google
REV-013847,BK-0041184,PROP-044,GST-00136,2025-01-31,9,9,9,8,9,Positive,Direct
REV-013848,BK-0010992,PROP-003,GST-01959,2025-03-07,10,10,10,10,10,Positive,Direct
REV-013849,BK-0040339,PROP-031,GST-03493,2025-04-18,8,8,8,9,7,Positive,Google
REV-013850,BK-0014064,PROP-019,GST-01272,2025-04-09,7,8,8,8,6,Neutral,Google
REV-013851,BK-0044551,PROP-040,GST-04040,2025-01-30,9,10,8,10,10,Positive,Direct
REV-013852,BK-0030563,PROP-036,GST-03115,2025-02-27,9,8,9,9,9,Positive,Direct
REV-013853,BK-0025170,PROP-023,GST-00982,2025-02-19,9,7,9,9,9,Positive,Google
REV-013854,BK-0040413,PROP-022,GST-02568,2025-01-28,6,8,6,6,6,Neutral,TripAdvisor
REV-013855,BK-0014179,PROP-043,GST-00638,2025-01-10,10,10,10,10,9,Positive,Booking.com
REV-013856,BK-0037607,PROP-042,GST-02688,2025-03-16,8,7,7,7,9,Positive,Direct
REV-013857,BK-0039462,PROP-029,GST-03900,2025-03-25,8,8,8,8,8,Positive,Booking.com
REV-013858,BK-0008034,PROP-031,GST-03045,2025-05-06,10,10,10,9,9,Positive,TripAdvisor
REV-013859,BK-0015549,PROP-036,GST-02075,2025-02-23,7,8,6,6,7,Neutral,Google
REV-013860,BK-0025822,PROP-006,GST-04010,2025-04-28,7,7,5,7,7,Neutral,Google
REV-013861,BK-0011062,PROP-047,GST-01199,2025-03-01,3,4,4,2,2,Negative,Booking.com
REV-013862,BK-0038255,PROP-023,GST-01252,2025-02-27,7,5,5,7,8,Neutral,TripAdvisor
REV-013863,BK-0034246,PROP-014,GST-03662,2025-04-09,8,8,9,10,8,Positive,TripAdvisor
REV-013864,BK-0048122,PROP-047,GST-01576,2025-03-29,9,10,10,10,10,Positive,Direct
REV-013865,BK-0011103,PROP-015,GST-04607,2025-01-28,9,6,8,9,7,Positive,Direct
REV-013866,BK-0010851,PROP-034,GST-00240,2025-01-25,10,10,10,9,10,Positive,Booking.com
REV-013867,BK-0016855,PROP-001,GST-04659,2025-04-25,8,9,9,7,7,Positive,Booking.com
REV-013868,BK-0001411,PROP-008,GST-02975,2025-01-31,10,10,10,10,9,Positive,Google
REV-013869,BK-0004887,PROP-009,GST-03704,2025-05-08,7,6,7,7,5,Neutral,Direct
REV-013870,BK-0033841,PROP-042,GST-04114,2025-03-09,8,9,9,7,6,Positive,Booking.com
REV-013871,BK-0024120,PROP-046,GST-01187,2025-03-15,7,6,7,7,8,Neutral,Direct
REV-013872,BK-0034291,PROP-039,GST-00690,2025-01-22,9,9,8,10,8,Positive,Google
REV-013873,BK-0046669,PROP-014,GST-04673,2025-04-27,8,6,9,9,7,Positive,Google
REV-013874,BK-0017657,PROP-012,GST-02996,2025-02-08,7,5,8,7,6,Neutral,Booking.com
REV-013875,BK-0017541,PROP-026,GST-04005,2025-04-02,9,9,9,9,9,Positive,Direct
REV-013876,BK-0023677,PROP-040,GST-01390,2025-05-11,10,10,10,10,10,Positive,Google
REV-013877,BK-0011680,PROP-009,GST-02385,2025-02-27,7,7,7,6,8,Neutral,Booking.com
REV-013878,BK-0003621,PROP-015,GST-03468,2025-01-08,8,9,9,9,10,Positive,Direct
REV-013879,BK-0008735,PROP-036,GST-01433,2025-03-02,8,9,9,7,8,Positive,Direct
REV-013880,BK-0017866,PROP-041,GST-02115,2025-03-25,7,8,6,7,8,Neutral,TripAdvisor
REV-013881,BK-0025872,PROP-020,GST-02216,2025-05-05,7,9,7,8,8,Neutral,Direct
REV-013882,BK-0035482,PROP-018,GST-00167,2025-05-01,8,6,7,8,7,Positive,Booking.com
REV-013883,BK-0019738,PROP-049,GST-03871,2025-04-23,7,8,5,7,5,Neutral,Direct
REV-013884,BK-0019610,PROP-021,GST-00032,2025-02-24,8,7,6,7,10,Positive,Direct
REV-013885,BK-0037073,PROP-044,GST-03472,2025-03-25,7,4,6,7,7,Neutral,Booking.com
REV-013886,BK-0026340,PROP-041,GST-04907,2025-03-26,9,9,9,8,8,Positive,TripAdvisor
REV-013887,BK-0019967,PROP-043,GST-03210,2025-05-10,7,6,7,7,6,Neutral,Google
REV-013888,BK-0022936,PROP-036,GST-02916,2025-03-27,8,8,8,8,7,Positive,TripAdvisor
REV-013889,BK-0013673,PROP-007,GST-04672,2025-01-16,5,5,3,3,5,Negative,Google
REV-013890,BK-0049664,PROP-031,GST-01665,2025-02-08,10,10,10,10,10,Positive,Direct
REV-013891,BK-0031817,PROP-007,GST-01827,2025-02-02,7,7,6,7,8,Neutral,Direct
REV-013892,BK-0023644,PROP-002,GST-01328,2025-04-11,7,6,6,7,7,Neutral,Direct
REV-013893,BK-0022631,PROP-026,GST-03665,2025-04-30,8,10,8,7,8,Positive,Direct
REV-013894,BK-0004868,PROP-008,GST-03356,2025-03-15,8,9,9,10,8,Positive,TripAdvisor
REV-013895,BK-0040188,PROP-029,GST-01890,2025-03-04,6,3,5,6,6,Neutral,Google
REV-013896,BK-0043520,PROP-027,GST-04843,2025-03-09,7,7,7,6,6,Neutral,Google
REV-013897,BK-0048366,PROP-023,GST-04728,2025-04-29,9,9,9,10,8,Positive,Google
REV-013898,BK-0049054,PROP-024,GST-01255,2025-04-26,7,8,6,6,8,Neutral,TripAdvisor
REV-013899,BK-0040822,PROP-050,GST-00262,2025-04-28,7,9,9,7,6,Neutral,Booking.com
REV-013900,BK-0022887,PROP-034,GST-03313,2025-03-06,7,6,8,5,9,Neutral,Google
REV-013901,BK-0043030,PROP-042,GST-03503,2025-05-01,9,10,10,9,9,Positive,Direct
REV-013902,BK-0043928,PROP-002,GST-04526,2025-01-28,10,10,9,10,9,Positive,TripAdvisor
REV-013903,BK-0020800,PROP-035,GST-00659,2025-03-21,8,7,9,7,7,Positive,TripAdvisor
REV-013904,BK-0009674,PROP-044,GST-04135,2025-03-21,8,8,8,7,8,Positive,TripAdvisor
REV-013905,BK-0035765,PROP-016,GST-01601,2025-02-16,9,8,9,10,9,Positive,Direct
REV-013906,BK-0007292,PROP-001,GST-04987,2025-01-14,7,7,6,7,6,Neutral,Booking.com
REV-013907,BK-0029303,PROP-046,GST-02339,2025-03-04,7,9,7,5,7,Neutral,TripAdvisor
REV-013908,BK-0048398,PROP-037,GST-01787,2025-04-16,7,8,7,7,8,Neutral,Google
REV-013909,BK-0024127,PROP-024,GST-02414,2025-04-19,9,10,9,9,9,Positive,Google
REV-013910,BK-0030954,PROP-023,GST-00961,2025-02-14,10,10,9,10,10,Positive,Google
REV-013911,BK-0023901,PROP-028,GST-01661,2025-02-13,9,8,10,8,10,Positive,Google
REV-013912,BK-0029641,PROP-041,GST-01763,2025-04-03,9,8,10,9,7,Positive,Direct
REV-013913,BK-0029475,PROP-050,GST-00487,2025-01-29,8,8,9,9,9,Positive,TripAdvisor
REV-013914,BK-0048236,PROP-044,GST-04234,2025-02-25,6,5,5,7,6,Neutral,Google
REV-013915,BK-0008486,PROP-035,GST-04321,2025-02-22,7,6,8,8,7,Neutral,TripAdvisor
REV-013916,BK-0004891,PROP-025,GST-03086,2025-03-07,8,8,8,10,8,Positive,Google
REV-013917,BK-0015136,PROP-047,GST-02939,2025-03-15,7,7,7,6,7,Neutral,TripAdvisor
REV-013918,BK-0006669,PROP-032,GST-04412,2025-01-25,6,6,5,6,6,Neutral,Direct
REV-013919,BK-0005565,PROP-032,GST-04585,2025-02-07,9,9,9,10,8,Positive,Google
REV-013920,BK-0012481,PROP-001,GST-02166,2025-04-27,8,7,9,8,8,Positive,Direct
REV-013921,BK-0002327,PROP-039,GST-00554,2025-01-13,8,10,8,7,7,Positive,Google
REV-013922,BK-0005718,PROP-047,GST-04000,2025-02-22,10,10,10,10,10,Positive,TripAdvisor
REV-013923,BK-0014128,PROP-011,GST-03610,2025-03-03,10,10,9,10,9,Positive,Google
REV-013924,BK-0005838,PROP-038,GST-02843,2025-02-15,9,9,9,9,7,Positive,Booking.com
REV-013925,BK-0023816,PROP-048,GST-03642,2025-03-25,9,8,10,8,8,Positive,Google
REV-013926,BK-0045120,PROP-007,GST-02562,2025-05-04,6,5,7,7,7,Neutral,Booking.com
REV-013927,BK-0034667,PROP-033,GST-02074,2025-02-02,9,10,10,10,9,Positive,Direct
REV-013928,BK-0008174,PROP-038,GST-00548,2025-03-30,10,9,10,10,10,Positive,TripAdvisor
REV-013929,BK-0005264,PROP-014,GST-01803,2025-03-28,9,10,8,10,7,Positive,Booking.com
REV-013930,BK-0032943,PROP-026,GST-01928,2025-05-01,7,6,7,8,8,Neutral,TripAdvisor
REV-013931,BK-0022905,PROP-002,GST-02957,2025-03-29,7,8,6,6,7,Neutral,Direct
REV-013932,BK-0019913,PROP-016,GST-04497,2025-02-02,7,7,8,7,6,Neutral,Direct
REV-013933,BK-0040381,PROP-020,GST-02852,2025-01-23,8,9,7,9,8,Positive,Booking.com
REV-013934,BK-0042481,PROP-025,GST-03740,2025-03-09,6,6,6,7,5,Neutral,Booking.com
REV-013935,BK-0013600,PROP-040,GST-00403,2025-03-11,7,7,8,7,7,Neutral,Google
REV-013936,BK-0021901,PROP-043,GST-00770,2025-02-22,6,4,6,8,7,Neutral,Direct
REV-013937,BK-0044730,PROP-001,GST-00476,2025-02-25,9,8,8,10,9,Positive,Google
REV-013938,BK-0014613,PROP-041,GST-04300,2025-01-11,7,7,8,6,5,Neutral,Direct
REV-013939,BK-0004832,PROP-012,GST-02302,2025-03-30,8,9,8,7,8,Positive,Booking.com
REV-013940,BK-0021505,PROP-044,GST-00585,2025-04-29,8,7,9,7,9,Positive,Booking.com
REV-013941,BK-0020467,PROP-021,GST-02725,2025-02-17,6,7,5,7,6,Neutral,Direct
REV-013942,BK-0017733,PROP-041,GST-04459,2025-02-13,9,10,9,8,8,Positive,TripAdvisor
REV-013943,BK-0024104,PROP-006,GST-04296,2025-02-27,10,9,10,10,10,Positive,Booking.com
REV-013944,BK-0004055,PROP-019,GST-04601,2025-01-28,9,8,9,9,9,Positive,Direct
REV-013945,BK-0048052,PROP-025,GST-00124,2025-01-30,10,10,10,8,10,Positive,Google
REV-013946,BK-0008280,PROP-005,GST-04333,2025-03-11,8,8,9,6,8,Positive,TripAdvisor
REV-013947,BK-0034808,PROP-049,GST-03543,2025-03-31,7,6,7,6,6,Neutral,Direct
REV-013948,BK-0023968,PROP-007,GST-03302,2025-02-14,7,7,6,7,7,Neutral,TripAdvisor
REV-013949,BK-0045664,PROP-040,GST-02035,2025-03-26,10,9,10,9,10,Positive,Google
REV-013950,BK-0049021,PROP-044,GST-03197,2025-05-02,8,7,7,8,8,Positive,TripAdvisor
REV-013951,BK-0048221,PROP-008,GST-03793,2025-01-13,8,9,9,7,8,Positive,TripAdvisor
REV-013952,BK-0038070,PROP-007,GST-04857,2025-01-21,8,6,7,8,8,Positive,Direct
REV-013953,BK-0008835,PROP-038,GST-02952,2025-04-07,10,10,10,10,9,Positive,Direct
REV-013954,BK-0006130,PROP-046,GST-00680,2025-02-26,10,10,10,10,10,Positive,TripAdvisor
REV-013955,BK-0035641,PROP-047,GST-02744,2025-04-07,4,5,3,6,4,Negative,Booking.com
REV-013956,BK-0026999,PROP-024,GST-02087,2025-02-03,8,8,8,7,6,Positive,Direct
REV-013957,BK-0017184,PROP-016,GST-02659,2025-02-04,7,7,7,6,5,Neutral,Google
REV-013958,BK-0002989,PROP-006,GST-01260,2025-01-15,10,10,10,10,10,Positive,Booking.com
REV-013959,BK-0005600,PROP-001,GST-04853,2025-05-02,7,7,5,7,6,Neutral,Google
REV-013960,BK-0000513,PROP-015,GST-00825,2025-03-27,7,7,7,8,7,Neutral,Direct
REV-013961,BK-0017570,PROP-025,GST-04352,2025-04-15,7,7,8,7,7,Neutral,Google
REV-013962,BK-0046554,PROP-020,GST-01997,2025-04-23,6,6,5,6,4,Neutral,Booking.com
REV-013963,BK-0014875,PROP-047,GST-03535,2025-04-13,6,6,5,7,6,Neutral,Booking.com
REV-013964,BK-0011413,PROP-025,GST-00953,2025-04-10,9,9,10,7,8,Positive,TripAdvisor
REV-013965,BK-0009579,PROP-023,GST-02889,2025-03-02,8,9,8,7,8,Positive,Google
REV-013966,BK-0047664,PROP-026,GST-04026,2025-01-21,7,7,7,5,6,Neutral,Google
REV-013967,BK-0009683,PROP-033,GST-02428,2025-01-29,9,9,8,10,10,Positive,TripAdvisor
REV-013968,BK-0017333,PROP-034,GST-02510,2025-02-20,7,4,7,7,7,Neutral,Booking.com
REV-013969,BK-0027835,PROP-010,GST-04218,2025-04-04,9,10,10,8,9,Positive,Booking.com
REV-013970,BK-0016133,PROP-041,GST-03879,2025-03-29,7,8,6,7,8,Neutral,Google
REV-013971,BK-0040560,PROP-012,GST-03929,2025-03-21,10,10,9,10,10,Positive,TripAdvisor
REV-013972,BK-0046470,PROP-005,GST-04683,2025-04-05,9,9,10,10,9,Positive,Direct
REV-013973,BK-0043580,PROP-031,GST-03907,2025-04-17,8,7,8,9,7,Positive,Google
REV-013974,BK-0036785,PROP-013,GST-00447,2025-04-24,9,10,10,9,9,Positive,TripAdvisor
REV-013975,BK-0005003,PROP-049,GST-01563,2025-05-05,8,9,9,8,7,Positive,Google
REV-013976,BK-0035951,PROP-016,GST-00878,2025-03-03,10,9,9,10,9,Positive,Direct
REV-013977,BK-0044646,PROP-048,GST-01354,2025-04-25,8,8,7,9,10,Positive,Direct
REV-013978,BK-0044829,PROP-047,GST-04036,2025-02-16,10,10,10,10,9,Positive,Google
REV-013979,BK-0017911,PROP-042,GST-03126,2025-03-07,7,8,7,7,8,Neutral,Direct
REV-013980,BK-0010280,PROP-018,GST-01216,2025-04-04,9,9,8,9,9,Positive,Booking.com
REV-013981,BK-0043503,PROP-017,GST-04591,2025-04-22,8,7,8,9,9,Positive,Google
REV-013982,BK-0038105,PROP-005,GST-02137,2025-04-19,10,10,10,9,10,Positive,Booking.com
REV-013983,BK-0036200,PROP-022,GST-03290,2025-03-06,8,8,7,8,7,Positive,Google
REV-013984,BK-0046288,PROP-050,GST-01912,2025-04-10,10,9,10,10,10,Positive,TripAdvisor
REV-013985,BK-0027374,PROP-042,GST-03373,2025-03-08,8,7,8,7,8,Positive,Google
REV-013986,BK-0046005,PROP-008,GST-03194,2025-02-07,10,9,10,10,10,Positive,Direct
REV-013987,BK-0032276,PROP-006,GST-02469,2025-01-31,8,7,8,8,8,Positive,TripAdvisor
REV-013988,BK-0010994,PROP-015,GST-01458,2025-03-25,10,10,10,10,10,Positive,Booking.com
REV-013989,BK-0019961,PROP-017,GST-04017,2025-01-13,8,7,7,9,9,Positive,Booking.com
REV-013990,BK-0007029,PROP-013,GST-02865,2025-04-11,9,10,10,9,10,Positive,TripAdvisor
REV-013991,BK-0021408,PROP-007,GST-01040,2025-01-09,8,8,10,7,7,Positive,Booking.com
REV-013992,BK-0014870,PROP-011,GST-03643,2025-03-05,6,8,5,6,5,Neutral,Direct
REV-013993,BK-0048403,PROP-013,GST-03777,2025-03-08,7,6,7,6,7,Neutral,TripAdvisor
REV-013994,BK-0020521,PROP-037,GST-01382,2025-01-21,10,10,8,8,10,Positive,TripAdvisor
REV-013995,BK-0032975,PROP-003,GST-03913,2025-02-16,8,8,8,8,8,Positive,Direct
REV-013996,BK-0012333,PROP-004,GST-01960,2025-04-26,9,8,9,10,10,Positive,Booking.com
REV-013997,BK-0041849,PROP-020,GST-04457,2025-02-09,10,10,10,10,10,Positive,Booking.com
REV-013998,BK-0024553,PROP-036,GST-04883,2025-01-27,8,8,8,8,7,Positive,Booking.com
REV-013999,BK-0012449,PROP-020,GST-03500,2025-01-26,7,8,7,9,4,Neutral,Google
REV-014000,BK-0001203,PROP-010,GST-01924,2025-01-22,10,9,10,10,10,Positive,Booking.com
