log_id,vehicle_id,log_date,depot,odometer_km,litres_filled,cost_per_litre,total_cost_gbp,fuel_type
FL-0017023,VEH-0005,2025-02-25,Leeds,163218,122.2,1.802,220.15,Diesel
FL-0017024,VEH-0049,2025-01-08,Manchester,122596,129.7,1.451,188.18,Diesel
FL-0017025,VEH-0080,2025-01-16,London,238573,118.7,1.543,183.2,HVO
FL-0017026,VEH-0081,2025-03-07,Leeds,57465,75.6,1.688,127.58,HVO
FL-0017027,VEH-0043,2025-01-10,London,288157,161.2,1.557,251.0,HVO
FL-0017028,VEH-0029,2025-03-06,London,165241,163.6,1.542,252.22,Diesel
FL-0017029,VEH-0088,2025-01-13,Manchester,75102,125.5,1.559,195.66,Diesel
FL-0017030,VEH-0085,2025-03-02,Manchester,141745,146.1,1.681,245.58,Diesel
FL-0017031,VEH-0071,2025-03-13,Bristol,109213,120.3,1.54,185.2,Diesel
FL-0017032,VEH-0054,2025-02-15,London,271449,109.5,1.671,182.89,Diesel
FL-0017033,VEH-0044,2025-03-09,Manchester,169024,114.9,1.752,201.37,Diesel
FL-0017034,VEH-0055,2025-02-04,London,51621,120.4,1.631,196.42,Diesel
FL-0017035,VEH-0094,2025-03-10,London,254453,128.7,1.554,199.93,Diesel
FL-0017036,VEH-0054,2025-02-07,London,282020,88.2,1.717,151.4,Diesel
FL-0017037,VEH-0037,2025-01-30,Glasgow,276938,160.7,1.828,293.84,Diesel
FL-0017038,VEH-0025,2025-02-10,Manchester,132978,162.8,1.728,281.27,Diesel
FL-0017039,VEH-0089,2025-01-05,London,276457,105.7,1.61,170.21,Electric
FL-0017040,VEH-0058,2025-02-22,Manchester,197049,141.0,1.807,254.7,Electric
FL-0017041,VEH-0090,2025-02-26,London,106956,68.6,1.541,105.76,Diesel
FL-0017042,VEH-0019,2025-03-14,Leeds,218610,91.2,1.622,147.98,Diesel
FL-0017043,VEH-0090,2025-03-20,London,276963,50.9,1.618,82.38,HVO
FL-0017044,VEH-0017,2025-02-24,London,230942,128.8,1.652,212.72,HVO
FL-0017045,VEH-0075,2025-02-05,Glasgow,62170,101.8,1.478,150.39,Diesel
FL-0017046,VEH-0054,2025-03-15,London,67371,106.7,1.451,154.79,Diesel
FL-0017047,VEH-0045,2025-03-23,Birmingham,111266,156.3,1.736,271.29,Electric
FL-0017048,VEH-0095,2025-01-30,Manchester,287955,128.3,1.768,226.8,Diesel
FL-0017049,VEH-0074,2025-02-11,Manchester,97481,93.6,1.527,142.87,Diesel
FL-0017050,VEH-0054,2025-01-13,London,168879,179.9,1.55,278.86,Electric
FL-0017051,VEH-0063,2025-01-02,London,255426,114.3,1.701,194.4,Diesel
FL-0017052,VEH-0004,2025-02-09,Birmingham,108217,96.5,1.715,165.49,Diesel
FL-0017053,VEH-0022,2025-01-19,Bristol,141409,80.4,1.562,125.56,Diesel
FL-0017054,VEH-0030,2025-02-16,London,118422,181.9,1.451,263.9,Diesel
FL-0017055,VEH-0090,2025-01-26,London,257085,44.1,1.483,65.33,Diesel
FL-0017056,VEH-0060,2025-01-01,Glasgow,163503,133.2,1.558,207.57,Diesel
FL-0017057,VEH-0005,2025-01-16,Leeds,285240,79.0,1.647,130.13,Diesel
FL-0017058,VEH-0055,2025-01-05,London,297358,90.7,1.7,154.21,Electric
FL-0017059,VEH-0019,2025-01-29,Leeds,108156,138.2,1.459,201.64,HVO
FL-0017060,VEH-0075,2025-03-04,Glasgow,248362,70.6,1.459,103.0,Diesel
FL-0017061,VEH-0011,2025-01-31,Glasgow,263184,74.9,1.745,130.72,HVO
FL-0017062,VEH-0024,2025-02-08,Manchester,91223,102.0,1.601,163.23,Diesel
FL-0017063,VEH-0048,2025-02-15,Glasgow,194620,95.0,1.77,168.15,Electric
FL-0017064,VEH-0057,2025-03-14,Glasgow,247772,90.5,1.688,152.69,HVO
FL-0017065,VEH-0057,2025-03-28,Glasgow,207196,90.5,1.454,131.55,HVO
FL-0017066,VEH-0047,2025-03-04,London,241233,90.7,1.753,159.08,Diesel
FL-0017067,VEH-0017,2025-02-14,London,74559,86.4,1.638,141.6,Diesel
FL-0017068,VEH-0095,2025-02-06,Manchester,165088,139.9,1.48,206.98,Diesel
FL-0017069,VEH-0090,2025-02-20,London,160173,105.0,1.561,163.91,Diesel
FL-0017070,VEH-0040,2025-03-04,Birmingham,137210,175.4,1.7,298.17,Diesel
FL-0017071,VEH-0033,2025-02-10,London,264006,95.4,1.635,155.98,Electric
FL-0017072,VEH-0073,2025-03-06,London,66789,78.7,1.478,116.32,HVO
FL-0017073,VEH-0080,2025-03-31,London,255392,76.5,1.606,122.82,Electric
FL-0017074,VEH-0003,2025-01-31,Leeds,225567,74.5,1.727,128.62,Diesel
FL-0017075,VEH-0067,2025-01-24,Manchester,220586,118.1,1.676,197.99,HVO
FL-0017076,VEH-0033,2025-01-02,London,207387,43.5,1.489,64.78,Electric
FL-0017077,VEH-0038,2025-02-07,Manchester,234995,146.1,1.847,269.88,Diesel
FL-0017078,VEH-0054,2025-03-07,London,176487,140.8,1.738,244.72,HVO
FL-0017079,VEH-0056,2025-02-16,Leeds,278158,135.2,1.77,239.38,Diesel
FL-0017080,VEH-0041,2025-02-20,Bristol,127417,117.3,1.638,192.09,Diesel
FL-0017081,VEH-0014,2025-02-13,Birmingham,140522,57.0,1.5,85.57,Diesel
FL-0017082,VEH-0037,2025-03-19,Glasgow,242631,112.9,1.731,195.4,Diesel
FL-0017083,VEH-0001,2025-03-03,Birmingham,72560,137.4,1.701,233.75,Electric
FL-0017084,VEH-0003,2025-01-19,Leeds,162767,103.8,1.772,183.99,Diesel
FL-0017085,VEH-0043,2025-03-25,London,116557,96.1,1.807,173.65,Diesel
FL-0017086,VEH-0064,2025-01-02,Glasgow,123704,181.2,1.553,281.36,HVO
FL-0017087,VEH-0025,2025-02-01,Manchester,215620,132.7,1.539,204.26,Diesel
FL-0017088,VEH-0031,2025-01-18,Leeds,168597,70.7,1.845,130.37,Diesel
FL-0017089,VEH-0042,2025-03-05,London,83977,28.8,1.581,45.55,Diesel
FL-0017090,VEH-0077,2025-03-23,London,202035,102.5,1.495,153.27,Diesel
FL-0017091,VEH-0070,2025-02-13,London,233362,82.1,1.612,132.33,Diesel
FL-0017092,VEH-0017,2025-03-28,London,260472,88.3,1.527,134.89,Diesel
FL-0017093,VEH-0017,2025-02-01,London,262455,93.9,1.496,140.48,HVO
FL-0017094,VEH-0036,2025-03-01,Birmingham,208018,77.5,1.823,141.3,Electric
FL-0017095,VEH-0057,2025-02-13,Glasgow,264053,94.6,1.789,169.25,Diesel
FL-0017096,VEH-0029,2025-01-28,London,83262,76.7,1.838,141.04,Diesel
FL-0017097,VEH-0004,2025-02-23,Birmingham,217684,64.8,1.559,101.08,Diesel
FL-0017098,VEH-0038,2025-03-10,Manchester,102564,86.8,1.672,145.18,Diesel
FL-0017099,VEH-0096,2025-02-11,London,139744,142.4,1.839,261.8,Diesel
FL-0017100,VEH-0010,2025-03-03,London,153878,112.1,1.595,178.81,HVO
FL-0017101,VEH-0099,2025-02-13,Glasgow,154888,37.0,1.578,58.33,Diesel
FL-0017102,VEH-0095,2025-02-21,Manchester,136387,56.8,1.743,98.99,Diesel
FL-0017103,VEH-0089,2025-01-02,London,276541,146.6,1.551,227.32,Diesel
FL-0017104,VEH-0039,2025-03-13,Glasgow,100473,94.9,1.823,172.98,Diesel
FL-0017105,VEH-0042,2025-02-12,London,53293,95.4,1.679,160.19,Diesel
FL-0017106,VEH-0029,2025-03-27,London,135323,109.1,1.617,176.37,Electric
FL-0017107,VEH-0021,2025-03-26,Birmingham,50988,128.9,1.507,194.29,Electric
FL-0017108,VEH-0006,2025-03-03,Bristol,57986,63.3,1.625,102.89,Diesel
FL-0017109,VEH-0019,2025-03-06,Leeds,230645,129.8,1.754,227.65,Diesel
FL-0017110,VEH-0046,2025-03-30,Glasgow,84822,115.8,1.502,173.9,Diesel
FL-0017111,VEH-0025,2025-01-22,Manchester,165903,48.6,1.785,86.71,Electric
FL-0017112,VEH-0088,2025-03-30,Manchester,186409,68.0,1.528,103.89,Diesel
FL-0017113,VEH-0040,2025-01-16,Birmingham,187721,153.5,1.826,280.32,Diesel
FL-0017114,VEH-0008,2025-02-14,Glasgow,177853,122.8,1.601,196.62,Diesel
FL-0017115,VEH-0060,2025-03-06,Glasgow,181985,144.5,1.554,224.57,Diesel
FL-0017116,VEH-0092,2025-03-13,Leeds,242700,94.8,1.68,159.31,Diesel
FL-0017117,VEH-0053,2025-02-26,Bristol,176022,158.8,1.814,288.04,Diesel
FL-0017118,VEH-0051,2025-01-14,Glasgow,183200,136.4,1.632,222.54,Diesel
FL-0017119,VEH-0013,2025-02-14,Birmingham,165240,150.5,1.57,236.23,Diesel
FL-0017120,VEH-0096,2025-02-28,London,140961,75.8,1.81,137.23,Diesel
FL-0017121,VEH-0056,2025-03-31,Leeds,232565,101.8,1.798,183.1,Electric
FL-0017122,VEH-0098,2025-02-20,Glasgow,71217,89.1,1.528,136.15,Diesel
FL-0017123,VEH-0087,2025-03-01,Bristol,259576,94.1,1.618,152.22,Diesel
FL-0017124,VEH-0018,2025-03-12,Leeds,278738,125.9,1.771,222.97,Electric
FL-0017125,VEH-0073,2025-01-05,London,258729,103.3,1.503,155.29,Electric
FL-0017126,VEH-0033,2025-03-24,London,163070,61.1,1.694,103.53,Diesel
FL-0017127,VEH-0020,2025-02-13,London,279379,69.9,1.779,124.36,Diesel
FL-0017128,VEH-0036,2025-01-18,Birmingham,197657,121.0,1.734,209.81,Diesel
FL-0017129,VEH-0079,2025-01-21,Leeds,64956,134.1,1.83,245.42,Diesel
FL-0017130,VEH-0058,2025-02-20,Manchester,270584,117.0,1.591,186.09,Diesel
FL-0017131,VEH-0023,2025-03-05,Manchester,182448,141.9,1.613,228.89,Diesel
FL-0017132,VEH-0014,2025-03-21,Birmingham,116882,151.1,1.576,238.06,Diesel
FL-0017133,VEH-0032,2025-03-21,Manchester,214654,54.5,1.811,98.79,Diesel
FL-0017134,VEH-0024,2025-03-01,Manchester,217362,91.8,1.712,157.23,Diesel
FL-0017135,VEH-0071,2025-02-18,Bristol,171246,150.1,1.569,235.57,Diesel
FL-0017136,VEH-0038,2025-03-07,Manchester,274975,103.9,1.48,153.81,Diesel
FL-0017137,VEH-0090,2025-01-19,London,186151,114.0,1.812,206.63,Electric
FL-0017138,VEH-0065,2025-03-25,Leeds,133022,126.2,1.844,232.7,Diesel
FL-0017139,VEH-0026,2025-01-02,Manchester,290541,119.2,1.682,200.45,Diesel
FL-0017140,VEH-0072,2025-03-26,Leeds,252132,68.3,1.535,104.82,Diesel
FL-0017141,VEH-0095,2025-03-04,Manchester,125536,89.0,1.694,150.7,Diesel
FL-0017142,VEH-0076,2025-01-27,London,134662,50.1,1.783,89.32,Diesel
FL-0017143,VEH-0002,2025-01-30,London,171361,100.8,1.637,165.02,Electric
FL-0017144,VEH-0096,2025-01-25,London,223781,116.7,1.831,213.76,HVO
FL-0017145,VEH-0094,2025-01-17,London,85192,51.3,1.719,88.17,Diesel
FL-0017146,VEH-0032,2025-03-04,Manchester,179354,90.4,1.698,153.51,Diesel
FL-0017147,VEH-0076,2025-01-08,London,291887,100.2,1.598,160.17,Diesel
FL-0017148,VEH-0001,2025-02-01,Birmingham,250886,51.6,1.841,94.96,Diesel
FL-0017149,VEH-0011,2025-03-20,Glasgow,183304,104.8,1.79,187.55,Electric
FL-0017150,VEH-0066,2025-01-30,Bristol,119617,80.2,1.807,145.0,Diesel
FL-0017151,VEH-0007,2025-03-30,Bristol,127800,164.4,1.603,263.59,Diesel
FL-0017152,VEH-0033,2025-01-29,London,212899,147.3,1.804,265.65,Diesel
FL-0017153,VEH-0034,2025-03-11,Glasgow,112827,132.0,1.525,201.31,Diesel
FL-0017154,VEH-0013,2025-03-25,Birmingham,92524,155.2,1.575,244.51,Electric
FL-0017155,VEH-0075,2025-01-02,Glasgow,231420,54.7,1.552,84.91,HVO
FL-0017156,VEH-0063,2025-01-10,London,121566,89.4,1.572,140.47,Diesel
FL-0017157,VEH-0022,2025-02-11,Bristol,247834,152.7,1.691,258.23,Diesel
FL-0017158,VEH-0022,2025-03-31,Bristol,186004,137.5,1.511,207.7,Diesel
FL-0017159,VEH-0036,2025-02-08,Birmingham,244637,71.1,1.712,121.68,Electric
FL-0017160,VEH-0039,2025-02-02,Glasgow,97176,77.5,1.836,142.31,Diesel
FL-0017161,VEH-0081,2025-02-27,Leeds,297878,75.8,1.62,122.75,Diesel
FL-0017162,VEH-0081,2025-03-04,Leeds,209994,83.2,1.628,135.43,Diesel
FL-0017163,VEH-0057,2025-02-27,Glasgow,193222,146.0,1.832,267.47,Diesel
FL-0017164,VEH-0065,2025-03-31,Leeds,218531,67.5,1.698,114.63,Diesel
FL-0017165,VEH-0070,2025-03-10,London,254660,103.1,1.456,150.1,Diesel
FL-0017166,VEH-0003,2025-01-29,Leeds,182926,126.5,1.471,186.03,Electric
FL-0017167,VEH-0010,2025-02-18,London,138686,66.2,1.602,105.98,Diesel
FL-0017168,VEH-0095,2025-03-06,Manchester,129652,91.9,1.811,166.47,Diesel
FL-0017169,VEH-0004,2025-02-13,Birmingham,123098,60.1,1.651,99.17,Diesel
FL-0017170,VEH-0041,2025-03-08,Bristol,201386,94.7,1.711,161.98,Diesel
FL-0017171,VEH-0051,2025-01-03,Glasgow,290712,93.3,1.734,161.75,Electric
FL-0017172,VEH-0036,2025-01-04,Birmingham,165100,108.7,1.509,164.03,Diesel
FL-0017173,VEH-0076,2025-01-11,London,209512,98.1,1.735,170.19,Electric
FL-0017174,VEH-0093,2025-01-14,Bristol,283123,144.9,1.61,233.3,HVO
FL-0017175,VEH-0056,2025-01-15,Leeds,57096,155.6,1.475,229.45,Diesel
FL-0017176,VEH-0022,2025-02-07,Bristol,220278,136.9,1.681,230.21,Electric
FL-0017177,VEH-0056,2025-02-23,Leeds,141400,103.1,1.458,150.38,Diesel
FL-0017178,VEH-0040,2025-01-26,Birmingham,191687,100.9,1.453,146.66,Diesel
FL-0017179,VEH-0047,2025-03-26,London,221006,115.6,1.462,169.0,HVO
FL-0017180,VEH-0052,2025-02-04,London,295083,71.7,1.733,124.3,Diesel
FL-0017181,VEH-0083,2025-01-06,Birmingham,193161,89.2,1.801,160.67,Diesel
FL-0017182,VEH-0018,2025-01-09,Leeds,158705,93.0,1.534,142.61,Diesel
FL-0017183,VEH-0079,2025-03-17,Leeds,85947,78.3,1.655,129.65,Diesel
FL-0017184,VEH-0019,2025-03-03,Leeds,142541,152.1,1.454,221.15,Diesel
FL-0017185,VEH-0049,2025-03-06,Manchester,292062,127.5,1.708,217.71,Electric
FL-0017186,VEH-0076,2025-01-21,London,205074,101.2,1.849,187.12,Diesel
FL-0017187,VEH-0048,2025-03-01,Glasgow,268393,89.0,1.816,161.7,Diesel
FL-0017188,VEH-0065,2025-02-11,Leeds,80911,101.8,1.541,156.85,Diesel
FL-0017189,VEH-0097,2025-01-10,London,154575,144.0,1.613,232.28,Diesel
FL-0017190,VEH-0088,2025-02-13,Manchester,255816,127.1,1.568,199.35,HVO
FL-0017191,VEH-0058,2025-02-17,Manchester,207858,67.8,1.583,107.28,Diesel
FL-0017192,VEH-0009,2025-02-25,Manchester,199224,163.4,1.601,261.57,Diesel
FL-0017193,VEH-0063,2025-01-17,London,195406,97.5,1.506,146.85,Electric
FL-0017194,VEH-0087,2025-02-10,Bristol,215141,98.7,1.546,152.52,Electric
FL-0017195,VEH-0078,2025-01-22,Glasgow,151850,107.5,1.64,176.29,Diesel
FL-0017196,VEH-0035,2025-01-11,Glasgow,60849,164.5,1.545,254.15,Electric
FL-0017197,VEH-0047,2025-01-21,London,259003,120.9,1.686,203.85,HVO
FL-0017198,VEH-0021,2025-03-23,Birmingham,130495,106.6,1.802,192.0,Diesel
FL-0017199,VEH-0021,2025-01-27,Birmingham,127023,119.0,1.726,205.44,Diesel
FL-0017200,VEH-0055,2025-02-20,London,122160,147.5,1.761,259.68,Electric
FL-0017201,VEH-0013,2025-02-15,Birmingham,287543,86.6,1.662,144.0,Diesel
FL-0017202,VEH-0059,2025-02-16,London,271412,131.7,1.668,219.6,Diesel
FL-0017203,VEH-0039,2025-01-08,Glasgow,189712,123.3,1.635,201.67,Electric
FL-0017204,VEH-0015,2025-03-12,Manchester,125296,87.2,1.492,130.13,Diesel
FL-0017205,VEH-0056,2025-02-27,Leeds,262748,180.7,1.783,322.21,Diesel
FL-0017206,VEH-0008,2025-03-16,Glasgow,291106,127.5,1.706,217.48,Electric
FL-0017207,VEH-0094,2025-03-25,London,158724,76.5,1.826,139.77,Electric
FL-0017208,VEH-0052,2025-02-16,London,274259,187.3,1.802,337.6,Diesel
FL-0017209,VEH-0016,2025-01-08,Birmingham,164061,89.4,1.708,152.74,Electric
FL-0017210,VEH-0094,2025-02-17,London,103411,76.2,1.845,140.65,Diesel
FL-0017211,VEH-0016,2025-01-20,Birmingham,128174,140.8,1.576,221.85,Diesel
FL-0017212,VEH-0011,2025-01-07,Glasgow,235071,112.5,1.789,201.32,Electric
FL-0017213,VEH-0075,2025-02-26,Glasgow,111731,131.4,1.723,226.42,HVO
FL-0017214,VEH-0010,2025-02-04,London,168957,38.0,1.824,69.3,Diesel
FL-0017215,VEH-0065,2025-02-13,Leeds,297968,184.7,1.814,335.13,Diesel
FL-0017216,VEH-0100,2025-01-09,Leeds,149416,47.4,1.747,82.74,Diesel
FL-0017217,VEH-0043,2025-03-18,London,148397,159.0,1.591,252.93,Diesel
FL-0017218,VEH-0003,2025-03-14,Leeds,225666,92.7,1.705,158.0,Diesel
FL-0017219,VEH-0039,2025-01-06,Glasgow,60331,104.9,1.556,163.23,Electric
FL-0017220,VEH-0032,2025-01-18,Manchester,91490,121.3,1.624,196.93,Diesel
FL-0017221,VEH-0003,2025-03-10,Leeds,124793,119.4,1.471,175.63,Diesel
FL-0017222,VEH-0021,2025-01-06,Birmingham,290196,80.5,1.515,121.88,Diesel
FL-0017223,VEH-0072,2025-01-12,Leeds,255869,91.8,1.678,154.1,Diesel
FL-0017224,VEH-0024,2025-02-10,Manchester,203314,79.1,1.452,114.86,Electric
FL-0017225,VEH-0022,2025-02-15,Bristol,83406,131.8,1.587,209.16,HVO
FL-0017226,VEH-0025,2025-02-08,Manchester,219172,115.6,1.807,208.98,Diesel
FL-0017227,VEH-0084,2025-01-06,Bristol,241491,57.4,1.705,97.83,Diesel
FL-0017228,VEH-0040,2025-01-21,Birmingham,253705,167.5,1.783,298.58,Electric
FL-0017229,VEH-0029,2025-02-05,London,159359,101.3,1.715,173.66,Electric
FL-0017230,VEH-0017,2025-03-01,London,87084,106.2,1.837,195.05,Diesel
FL-0017231,VEH-0086,2025-02-12,Leeds,76775,89.5,1.704,152.54,Electric
FL-0017232,VEH-0074,2025-03-29,Manchester,208032,102.9,1.545,158.99,HVO
FL-0017233,VEH-0090,2025-03-21,London,90436,80.2,1.84,147.65,HVO
FL-0017234,VEH-0001,2025-01-17,Birmingham,275307,167.2,1.529,255.72,HVO
FL-0017235,VEH-0045,2025-02-15,Birmingham,295454,63.6,1.813,115.26,Electric
FL-0017236,VEH-0048,2025-03-29,Glasgow,117227,143.7,1.797,258.3,Diesel
FL-0017237,VEH-0085,2025-03-14,Manchester,276534,114.7,1.557,178.57,Diesel
FL-0017238,VEH-0041,2025-03-26,Bristol,196712,79.8,1.615,128.89,Electric
FL-0017239,VEH-0014,2025-01-27,Birmingham,281151,116.3,1.839,213.95,Diesel
FL-0017240,VEH-0052,2025-02-02,London,265451,148.0,1.581,234.01,Electric
FL-0017241,VEH-0073,2025-03-22,London,57888,117.1,1.821,213.19,Diesel
FL-0017242,VEH-0072,2025-03-31,Leeds,177956,44.1,1.45,63.89,HVO
FL-0017243,VEH-0067,2025-02-26,Manchester,93161,48.5,1.607,77.97,Diesel
FL-0017244,VEH-0055,2025-03-16,London,288355,118.2,1.574,185.97,Electric
FL-0017245,VEH-0050,2025-01-26,Birmingham,272318,108.7,1.69,183.72,Diesel
FL-0017246,VEH-0053,2025-02-13,Bristol,196740,89.0,1.764,157.07,Diesel
FL-0017247,VEH-0095,2025-03-08,Manchester,156448,103.8,1.76,182.62,Diesel
FL-0017248,VEH-0058,2025-03-11,Manchester,211168,134.2,1.626,218.23,Diesel
FL-0017249,VEH-0047,2025-01-05,London,218791,200.5,1.755,351.87,Diesel
FL-0017250,VEH-0018,2025-02-17,Leeds,257196,111.1,1.603,178.12,Diesel
FL-0017251,VEH-0078,2025-03-11,Glasgow,80978,134.4,1.808,242.92,Diesel
FL-0017252,VEH-0063,2025-01-07,London,188303,134.3,1.764,236.85,Diesel
FL-0017253,VEH-0088,2025-01-03,Manchester,219362,109.4,1.466,160.45,Diesel
FL-0017254,VEH-0007,2025-02-28,Bristol,228597,164.7,1.566,257.86,Diesel
FL-0017255,VEH-0096,2025-03-02,London,216124,100.6,1.626,163.56,Diesel
FL-0017256,VEH-0029,2025-01-06,London,61279,124.6,1.824,227.35,Diesel
FL-0017257,VEH-0081,2025-02-21,Leeds,50579,120.9,1.621,195.91,HVO
FL-0017258,VEH-0071,2025-01-06,Bristol,50568,38.6,1.805,69.65,Diesel
FL-0017259,VEH-0085,2025-01-09,Manchester,289812,107.6,1.457,156.73,Diesel
FL-0017260,VEH-0032,2025-02-11,Manchester,102150,77.9,1.515,118.06,Electric
FL-0017261,VEH-0037,2025-03-16,Glasgow,295838,116.7,1.751,204.34,Diesel
FL-0017262,VEH-0014,2025-01-10,Birmingham,56538,91.8,1.621,148.75,Diesel
FL-0017263,VEH-0091,2025-03-11,Manchester,153943,172.8,1.697,293.16,Diesel
FL-0017264,VEH-0074,2025-02-03,Manchester,252824,94.0,1.575,147.99,Diesel
FL-0017265,VEH-0087,2025-02-28,Bristol,204798,151.5,1.636,247.91,Diesel
FL-0017266,VEH-0087,2025-02-07,Bristol,259669,86.9,1.673,145.37,Diesel
FL-0017267,VEH-0022,2025-01-23,Bristol,152366,107.8,1.618,174.44,Diesel
FL-0017268,VEH-0002,2025-03-27,London,129828,161.7,1.575,254.68,Diesel
FL-0017269,VEH-0023,2025-03-17,Manchester,291495,61.9,1.666,103.1,Electric
FL-0017270,VEH-0004,2025-01-26,Birmingham,149836,157.9,1.529,241.43,Diesel
FL-0017271,VEH-0030,2025-01-23,London,258081,75.5,1.634,123.4,Electric
FL-0017272,VEH-0068,2025-02-24,Bristol,79947,141.5,1.514,214.29,Diesel
FL-0017273,VEH-0068,2025-03-26,Bristol,115021,88.8,1.642,145.73,Diesel
FL-0017274,VEH-0001,2025-02-11,Birmingham,88693,133.8,1.467,196.25,Diesel
FL-0017275,VEH-0050,2025-03-27,Birmingham,144657,75.4,1.796,135.35,Diesel
FL-0017276,VEH-0091,2025-02-23,Manchester,168471,35.8,1.752,62.73,Diesel
FL-0017277,VEH-0013,2025-01-13,Birmingham,245897,161.8,1.583,256.09,Electric
FL-0017278,VEH-0003,2025-01-16,Leeds,231745,111.0,1.832,203.3,Diesel
FL-0017279,VEH-0081,2025-03-16,Leeds,206070,119.9,1.811,217.1,Diesel
FL-0017280,VEH-0094,2025-01-03,London,103204,63.9,1.828,116.87,Electric
FL-0017281,VEH-0077,2025-01-22,London,158428,140.3,1.58,221.66,Electric
FL-0017282,VEH-0075,2025-01-08,Glasgow,81937,130.9,1.498,196.13,Diesel
FL-0017283,VEH-0062,2025-03-16,Leeds,207681,127.1,1.55,196.96,Diesel
FL-0017284,VEH-0054,2025-03-10,London,54786,123.4,1.456,179.73,Diesel
FL-0017285,VEH-0014,2025-03-11,Birmingham,254326,132.6,1.595,211.49,Diesel
FL-0017286,VEH-0005,2025-02-27,Leeds,56884,137.9,1.671,230.48,HVO
FL-0017287,VEH-0034,2025-02-02,Glasgow,251018,125.7,1.45,182.25,Diesel
FL-0017288,VEH-0003,2025-01-23,Leeds,186322,80.2,1.678,134.57,Diesel
FL-0017289,VEH-0034,2025-01-10,Glasgow,289845,77.5,1.694,131.21,Diesel
FL-0017290,VEH-0045,2025-02-15,Birmingham,292702,98.8,1.778,175.71,Diesel
FL-0017291,VEH-0081,2025-01-12,Leeds,195057,127.9,1.487,190.26,Diesel
FL-0017292,VEH-0039,2025-03-13,Glasgow,223425,82.9,1.72,142.62,Diesel
FL-0017293,VEH-0053,2025-03-12,Bristol,292000,92.9,1.47,136.51,Diesel
FL-0017294,VEH-0038,2025-02-09,Manchester,193393,138.2,1.79,247.46,Diesel
FL-0017295,VEH-0042,2025-03-25,London,127429,182.9,1.685,308.27,Diesel
FL-0017296,VEH-0025,2025-02-07,Manchester,267051,136.6,1.452,198.33,Diesel
FL-0017297,VEH-0005,2025-03-14,Leeds,232327,107.6,1.786,192.26,Diesel
FL-0017298,VEH-0096,2025-03-14,London,87877,76.8,1.601,122.93,Diesel
FL-0017299,VEH-0084,2025-01-15,Bristol,72975,96.5,1.764,170.31,Diesel
FL-0017300,VEH-0058,2025-01-03,Manchester,259164,130.2,1.525,198.56,Diesel
FL-0017301,VEH-0067,2025-03-23,Manchester,131475,90.0,1.518,136.61,Electric
FL-0017302,VEH-0011,2025-02-18,Glasgow,134311,89.4,1.548,138.37,HVO
FL-0017303,VEH-0024,2025-01-18,Manchester,287801,152.4,1.794,273.37,Electric
FL-0017304,VEH-0099,2025-03-09,Glasgow,210400,175.7,1.461,256.65,Diesel
FL-0017305,VEH-0027,2025-03-20,Leeds,218409,120.8,1.637,197.81,Diesel
FL-0017306,VEH-0072,2025-01-16,Leeds,203876,142.5,1.572,223.95,Diesel
FL-0017307,VEH-0022,2025-03-16,Bristol,266902,129.5,1.691,219.03,Diesel
FL-0017308,VEH-0061,2025-03-08,Glasgow,247812,60.3,1.829,110.24,Diesel
FL-0017309,VEH-0002,2025-01-30,London,128378,106.2,1.466,155.69,HVO
FL-0017310,VEH-0072,2025-01-18,Leeds,150300,142.7,1.738,247.97,Diesel
FL-0017311,VEH-0009,2025-03-28,Manchester,219589,96.0,1.541,147.95,Diesel
FL-0017312,VEH-0061,2025-01-05,Glasgow,295600,121.4,1.566,190.18,Diesel
FL-0017313,VEH-0046,2025-01-26,Glasgow,293207,74.2,1.676,124.35,Diesel
FL-0017314,VEH-0071,2025-01-03,Bristol,55787,112.0,1.628,182.4,Diesel
FL-0017315,VEH-0023,2025-03-10,Manchester,137173,105.0,1.772,186.0,Diesel
FL-0017316,VEH-0003,2025-01-09,Leeds,70382,111.6,1.48,165.19,Diesel
FL-0017317,VEH-0084,2025-01-17,Bristol,68621,124.2,1.808,224.47,Diesel
FL-0017318,VEH-0089,2025-01-19,London,144163,77.7,1.532,119.02,Diesel
FL-0017319,VEH-0099,2025-02-06,Glasgow,194292,127.4,1.659,211.34,Diesel
FL-0017320,VEH-0001,2025-01-22,Birmingham,75614,117.4,1.783,209.33,Diesel
FL-0017321,VEH-0060,2025-03-12,Glasgow,90726,112.3,1.801,202.27,Diesel
FL-0017322,VEH-0089,2025-02-18,London,181857,112.8,1.612,181.8,Diesel
FL-0017323,VEH-0003,2025-03-22,Leeds,283364,82.5,1.559,128.62,Diesel
FL-0017324,VEH-0010,2025-03-06,London,275583,88.5,1.474,130.44,Diesel
FL-0017325,VEH-0074,2025-03-12,Manchester,130303,98.1,1.5,147.08,HVO
FL-0017326,VEH-0091,2025-03-04,Manchester,86247,191.8,1.584,303.83,Diesel
FL-0017327,VEH-0040,2025-01-07,Birmingham,268380,39.2,1.548,60.72,Diesel
FL-0017328,VEH-0016,2025-03-11,Birmingham,250701,134.9,1.726,232.82,Diesel
FL-0017329,VEH-0001,2025-03-26,Birmingham,142564,138.5,1.477,204.62,Diesel
FL-0017330,VEH-0100,2025-02-10,Leeds,297368,124.3,1.534,190.65,Electric
