account_id,customer_id,account_type,balance,credit_limit,credit_utilisation_pct,open_date,status
A-003915,C-01743,Current,1971.57,10000,64.85,2022-08-03,Active
A-003916,C-01673,Current,1343.18,2000,73.89,2017-07-30,Dormant
A-003917,C-01206,Current,13762.63,5000,16.64,2008-10-13,Dormant
A-003918,C-01544,Current,46621.78,5000,95.42,2018-11-12,Active
A-003919,C-01367,Business Current,42752.18,2000,90.74,2015-10-22,Active
A-003920,C-00422,Mortgage,25594.87,10000,45.99,2017-08-12,Active
A-003921,C-00647,Mortgage,45759.61,0,0.0,2023-08-31,Active
A-003922,C-00749,Mortgage,14175.26,5000,71.12,2006-09-09,Active
A-003923,C-00582,Mortgage,2810.31,0,0.0,2008-06-24,Active
A-003924,C-01381,Current,38589.35,0,0.0,2020-06-30,Active
A-003925,C-01314,Business Current,33713.22,2000,27.1,2019-06-19,Active
A-003926,C-01769,Credit Card,26023.53,0,0.0,2022-04-10,Active
A-003927,C-00854,Savings,48907.35,25000,61.35,2014-12-30,Active
A-003928,C-01414,Savings,35876.51,25000,79.19,2009-11-04,Active
A-003929,C-00901,Credit Card,40423.25,5000,7.45,2005-04-21,Active
A-003930,C-01421,Credit Card,29383.96,0,0.0,2019-12-09,Active
A-003931,C-00999,Savings,26409.17,2000,23.5,2019-10-24,Active
A-003932,C-01401,Mortgage,30068.01,25000,39.33,2021-08-15,Active
A-003933,C-01349,Business Current,48806.34,25000,20.63,2014-01-31,Dormant
A-003934,C-01833,Savings,24505.69,25000,58.53,2017-06-08,Active
A-003935,C-01009,Credit Card,43287.21,0,0.0,2015-05-29,Active
A-003936,C-01588,Savings,39696.93,25000,29.87,2009-12-09,Active
A-003937,C-01330,Credit Card,25690.81,0,0.0,2023-08-06,Dormant
A-003938,C-00670,Business Current,45651.31,2000,67.14,2018-07-24,Active
A-003939,C-01885,Business Current,11401.84,5000,1.31,2022-09-04,Active
A-003940,C-01267,Business Current,31672.13,0,0.0,2019-05-26,Dormant
A-003941,C-00162,Mortgage,25590.62,10000,19.04,2022-08-04,Active
A-003942,C-01891,Savings,8824.61,2000,43.62,2010-01-05,Active
A-003943,C-01286,Business Current,30928.67,25000,48.16,2016-11-19,Dormant
A-003944,C-00996,Current,44984.13,2000,99.87,2022-12-26,Active
A-003945,C-01799,Current,12456.19,10000,49.49,2018-08-03,Active
A-003946,C-00250,Current,26882.76,0,0.0,2008-09-02,Active
A-003947,C-01350,Credit Card,40952.14,25000,33.66,2017-06-25,Active
A-003948,C-00479,Current,29640.8,25000,45.21,2006-01-30,Active
A-003949,C-01881,Current,42889.28,25000,25.96,2015-02-18,Active
A-003950,C-01867,Savings,30929.74,0,0.0,2015-10-19,Active
A-003951,C-00262,Current,14462.76,2000,74.62,2020-12-02,Active
A-003952,C-01496,Mortgage,5577.22,5000,55.97,2018-10-31,Active
A-003953,C-00299,Mortgage,9880.99,0,0.0,2018-05-20,Active
A-003954,C-00217,Business Current,11653.74,0,0.0,2023-05-29,Active
A-003955,C-00241,Savings,47633.52,10000,27.21,2014-02-10,Active
A-003956,C-00065,Savings,48280.39,25000,3.64,2017-12-05,Active
A-003957,C-00355,Mortgage,45846.9,0,0.0,2016-03-01,Dormant
A-003958,C-01444,Current,31288.67,2000,63.81,2015-01-18,Active
A-003959,C-00803,Credit Card,33370.13,5000,29.96,2016-05-06,Active
A-003960,C-00362,Credit Card,19916.97,5000,18.43,2007-05-14,Active
A-003961,C-00230,Mortgage,44464.65,25000,97.09,2014-02-25,Active
A-003962,C-00888,Mortgage,43812.33,25000,20.89,2012-06-09,Active
A-003963,C-01916,Mortgage,46611.86,0,0.0,2009-10-08,Closed
A-003964,C-01251,Mortgage,41072.83,0,0.0,2006-11-17,Active
A-003965,C-01331,Savings,36101.04,5000,98.6,2023-04-09,Active
A-003966,C-00005,Savings,19420.29,2000,21.1,2012-07-10,Active
A-003967,C-00629,Savings,2199.5,0,0.0,2022-01-28,Active
A-003968,C-00601,Credit Card,35167.36,5000,23.1,2016-06-16,Active
A-003969,C-00753,Mortgage,32902.49,5000,27.47,2015-01-02,Dormant
A-003970,C-00176,Current,7470.04,25000,59.57,2015-09-08,Active
A-003971,C-00378,Credit Card,47242.13,5000,27.87,2010-02-13,Active
A-003972,C-01396,Credit Card,43690.75,0,0.0,2019-02-17,Active
A-003973,C-01687,Current,38365.72,10000,56.44,2018-05-07,Active
A-003974,C-01322,Business Current,22182.45,25000,10.42,2024-01-28,Dormant
A-003975,C-00372,Credit Card,43900.1,25000,8.39,2012-01-31,Dormant
A-003976,C-01917,Mortgage,48596.71,0,0.0,2018-06-03,Active
A-003977,C-00104,Savings,10040.41,0,0.0,2018-11-19,Dormant
A-003978,C-01127,Mortgage,38087.78,2000,34.68,2005-12-31,Closed
A-003979,C-01736,Savings,45543.15,5000,54.67,2012-12-11,Active
A-003980,C-01406,Savings,5436.28,25000,53.88,2012-12-05,Active
A-003981,C-00044,Mortgage,37919.4,2000,99.88,2021-09-24,Dormant
A-003982,C-01565,Business Current,11482.48,2000,70.44,2009-04-09,Dormant
A-003983,C-00936,Business Current,10721.7,10000,30.86,2013-01-26,Dormant
A-003984,C-00534,Business Current,17659.62,25000,78.97,2012-09-14,Active
A-003985,C-00166,Current,35277.4,5000,86.4,2006-11-30,Dormant
A-003986,C-01329,Current,46824.22,2000,25.94,2020-08-14,Active
A-003987,C-01361,Business Current,30915.46,5000,61.64,2017-07-27,Active
A-003988,C-01530,Current,17100.41,5000,64.23,2009-02-09,Active
A-003989,C-01702,Mortgage,13428.64,25000,78.0,2015-01-22,Active
A-003990,C-01836,Savings,19432.93,10000,30.61,2009-08-29,Dormant
A-003991,C-01154,Credit Card,44561.4,25000,66.51,2018-06-15,Active
A-003992,C-01764,Credit Card,31399.61,5000,61.92,2005-02-26,Dormant
A-003993,C-01144,Current,40834.8,0,0.0,2015-09-10,Active
A-003994,C-01723,Credit Card,28955.28,10000,14.4,2016-08-30,Dormant
A-003995,C-00068,Business Current,1690.6,5000,43.2,2020-01-03,Active
A-003996,C-01406,Mortgage,1653.87,5000,4.16,2022-07-18,Active
A-003997,C-00480,Current,22524.28,10000,12.64,2008-04-09,Dormant
A-003998,C-00894,Mortgage,39428.24,10000,90.99,2023-03-31,Active
A-003999,C-01355,Savings,2908.71,2000,46.68,2015-08-16,Active
A-004000,C-01949,Current,25500.98,2000,30.57,2013-02-14,Active
A-004001,C-01888,Savings,42045.49,5000,61.35,2012-03-14,Active
A-004002,C-00189,Savings,31196.44,2000,74.5,2023-04-21,Active
A-004003,C-01837,Credit Card,18059.8,2000,34.46,2020-07-18,Active
A-004004,C-00179,Savings,17451.99,10000,10.53,2012-10-09,Active
A-004005,C-01603,Savings,15899.66,2000,57.48,2012-10-09,Active
A-004006,C-01753,Current,40623.1,2000,11.46,2017-10-07,Active
A-004007,C-01876,Savings,30007.81,0,0.0,2008-12-08,Active
A-004008,C-00835,Mortgage,9173.27,2000,32.16,2008-10-15,Active
A-004009,C-01619,Mortgage,19795.87,10000,95.82,2010-09-29,Active
A-004010,C-00916,Savings,18170.83,5000,99.11,2024-02-14,Dormant
A-004011,C-01037,Credit Card,44491.05,0,0.0,2011-03-17,Active
A-004012,C-00681,Mortgage,32132.26,5000,0.62,2012-09-22,Active
A-004013,C-01427,Mortgage,39864.99,25000,18.81,2014-08-17,Active
A-004014,C-01769,Mortgage,5921.01,25000,4.71,2005-03-09,Active
A-004015,C-00932,Current,31644.97,10000,55.47,2011-12-03,Active
A-004016,C-01001,Current,38955.24,2000,36.09,2014-07-21,Active
A-004017,C-01878,Current,28783.93,2000,52.92,2007-09-25,Active
A-004018,C-01200,Mortgage,6277.92,25000,30.59,2007-03-04,Active
A-004019,C-00959,Mortgage,1566.97,5000,84.45,2005-02-15,Active
A-004020,C-00734,Current,30144.13,25000,8.68,2021-09-30,Dormant
A-004021,C-00619,Current,26111.47,5000,10.33,2011-05-26,Active
A-004022,C-00405,Business Current,32836.32,2000,45.24,2006-04-18,Active
A-004023,C-01984,Current,15223.71,5000,92.27,2008-09-21,Dormant
A-004024,C-01710,Mortgage,35536.23,25000,36.5,2007-02-23,Dormant
A-004025,C-00192,Business Current,12674.36,10000,17.52,2016-10-18,Active
A-004026,C-01284,Current,28227.44,10000,49.49,2011-04-08,Dormant
A-004027,C-01269,Business Current,36615.21,0,0.0,2015-09-29,Active
A-004028,C-00006,Savings,38447.81,25000,83.45,2021-08-19,Active
A-004029,C-00156,Savings,34178.91,5000,8.04,2007-11-06,Active
A-004030,C-00563,Savings,12721.51,0,0.0,2007-04-10,Active
A-004031,C-00888,Business Current,26369.22,5000,82.28,2008-11-25,Active
A-004032,C-01166,Savings,16274.16,25000,98.76,2011-10-02,Active
A-004033,C-01852,Mortgage,8560.59,5000,2.61,2012-01-01,Active
A-004034,C-00992,Mortgage,42790.02,10000,54.14,2010-05-30,Dormant
A-004035,C-00436,Credit Card,39695.41,2000,63.47,2017-09-02,Active
A-004036,C-00671,Business Current,39493.94,2000,8.83,2023-05-13,Closed
A-004037,C-00448,Mortgage,18651.26,25000,8.29,2007-10-27,Active
A-004038,C-01541,Savings,45024.05,10000,47.32,2008-01-27,Dormant
A-004039,C-00259,Credit Card,29668.12,10000,10.75,2009-01-13,Active
A-004040,C-01910,Credit Card,21705.26,25000,9.62,2015-07-09,Active
A-004041,C-00328,Savings,23275.11,10000,97.36,2023-09-18,Dormant
A-004042,C-01520,Mortgage,15129.39,10000,55.83,2020-08-07,Active
A-004043,C-01491,Credit Card,6007.89,0,0.0,2010-06-30,Active
A-004044,C-00908,Credit Card,16967.4,10000,68.14,2013-05-12,Active
A-004045,C-01441,Current,46071.43,0,0.0,2008-12-05,Active
A-004046,C-00260,Current,9131.0,10000,26.28,2018-04-08,Dormant
A-004047,C-01161,Current,35765.99,0,0.0,2016-02-15,Active
A-004048,C-00583,Business Current,37319.45,0,0.0,2014-12-19,Active
A-004049,C-01749,Mortgage,17830.78,5000,29.53,2012-12-24,Active
A-004050,C-01061,Credit Card,3261.38,0,0.0,2018-03-04,Active
A-004051,C-01216,Current,24028.04,5000,16.04,2013-04-24,Dormant
A-004052,C-00451,Business Current,1423.4,5000,20.78,2007-07-06,Active
A-004053,C-01663,Current,11003.47,10000,98.58,2020-10-28,Active
A-004054,C-01948,Business Current,2853.1,5000,4.42,2007-03-06,Active
A-004055,C-00211,Credit Card,34226.67,5000,97.32,2016-08-05,Active
A-004056,C-00948,Business Current,37352.13,5000,97.07,2022-03-16,Active
A-004057,C-00922,Current,47407.91,10000,57.7,2021-10-12,Active
A-004058,C-00716,Business Current,4433.93,10000,8.53,2017-09-19,Active
A-004059,C-01411,Mortgage,39812.25,10000,25.2,2009-09-23,Active
A-004060,C-00062,Current,12161.16,5000,96.19,2022-01-15,Active
A-004061,C-01452,Credit Card,47917.12,2000,89.87,2008-03-06,Active
A-004062,C-01569,Credit Card,48049.74,0,0.0,2021-05-22,Dormant
A-004063,C-01632,Current,28806.29,10000,41.62,2006-11-13,Active
A-004064,C-01731,Mortgage,26050.3,10000,68.75,2014-08-22,Active
A-004065,C-00526,Business Current,27508.01,10000,90.14,2019-03-15,Closed
A-004066,C-00760,Credit Card,462.75,2000,99.73,2013-07-03,Active
A-004067,C-00667,Savings,29153.37,10000,11.0,2008-10-07,Dormant
A-004068,C-01062,Current,25661.3,25000,69.06,2022-05-19,Active
A-004069,C-00284,Current,3063.02,5000,21.4,2005-01-26,Active
A-004070,C-01661,Business Current,48473.05,2000,75.38,2023-03-29,Active
A-004071,C-00656,Credit Card,20431.21,5000,36.44,2008-08-29,Active
A-004072,C-00917,Current,21980.43,25000,24.45,2014-05-01,Active
A-004073,C-01043,Savings,19445.28,10000,17.02,2023-03-31,Active
A-004074,C-01678,Mortgage,9735.97,2000,47.03,2023-06-26,Dormant
A-004075,C-00239,Mortgage,19164.44,0,0.0,2018-09-20,Active
A-004076,C-01634,Mortgage,17740.94,25000,47.57,2010-08-26,Closed
A-004077,C-00776,Current,47813.08,0,0.0,2022-04-09,Active
A-004078,C-00326,Business Current,46521.3,5000,88.39,2014-09-27,Active
A-004079,C-00296,Current,3590.8,10000,3.61,2005-09-04,Active
A-004080,C-01342,Mortgage,14201.75,10000,31.68,2019-10-26,Active
A-004081,C-00918,Current,930.45,25000,18.44,2013-07-29,Active
A-004082,C-01051,Mortgage,49096.96,0,0.0,2011-03-27,Active
A-004083,C-01484,Business Current,36325.02,0,0.0,2006-01-10,Active
A-004084,C-01940,Savings,40651.27,25000,52.44,2019-07-07,Active
A-004085,C-01052,Current,39458.95,0,0.0,2020-02-14,Active
A-004086,C-01050,Savings,41379.26,5000,19.52,2011-08-10,Active
A-004087,C-00076,Business Current,41400.05,10000,53.38,2020-09-15,Active
A-004088,C-01319,Business Current,4019.9,25000,2.88,2017-12-15,Active
A-004089,C-01879,Credit Card,32864.8,10000,14.66,2019-01-27,Closed
A-004090,C-00943,Current,16485.48,25000,41.07,2023-08-24,Closed
A-004091,C-00002,Mortgage,47391.28,5000,45.76,2016-01-01,Active
A-004092,C-01695,Credit Card,16364.9,0,0.0,2011-03-30,Active
A-004093,C-00160,Savings,12893.4,2000,52.31,2009-10-03,Active
A-004094,C-01405,Current,26737.5,10000,21.75,2020-08-06,Active
A-004095,C-00175,Current,37732.45,10000,22.63,2013-05-23,Active
A-004096,C-01202,Current,35614.46,10000,56.67,2022-10-27,Active
A-004097,C-00739,Savings,26945.36,0,0.0,2022-02-19,Active
A-004098,C-00771,Credit Card,36418.46,5000,87.16,2018-07-28,Active
A-004099,C-00506,Savings,11775.36,25000,25.49,2014-02-19,Active
A-004100,C-00011,Current,45858.94,25000,39.46,2010-09-29,Active
A-004101,C-01839,Business Current,12005.48,0,0.0,2012-07-07,Dormant
A-004102,C-01481,Credit Card,34927.04,2000,43.17,2015-08-17,Dormant
A-004103,C-01389,Savings,24065.14,2000,17.67,2022-10-16,Closed
A-004104,C-01608,Business Current,27279.17,10000,72.66,2017-08-30,Active
A-004105,C-00922,Current,18155.39,0,0.0,2016-12-31,Active
A-004106,C-01205,Current,31048.03,25000,57.25,2011-06-16,Dormant
A-004107,C-01987,Credit Card,2499.12,5000,31.02,2015-02-20,Active
A-004108,C-00171,Savings,34405.55,25000,89.31,2020-12-17,Active
A-004109,C-00015,Credit Card,42229.95,2000,90.37,2013-01-28,Active
A-004110,C-00223,Savings,7247.46,5000,89.06,2005-06-19,Active
A-004111,C-01844,Credit Card,47959.88,25000,37.89,2016-11-29,Active
A-004112,C-01628,Mortgage,36813.44,2000,12.44,2008-04-22,Dormant
A-004113,C-01247,Business Current,36824.76,2000,71.12,2020-05-09,Active
A-004114,C-01241,Savings,11422.6,25000,12.97,2017-06-02,Active
A-004115,C-01407,Business Current,40746.63,2000,62.04,2018-07-06,Dormant
A-004116,C-00332,Mortgage,42034.97,5000,4.14,2016-07-20,Active
A-004117,C-01863,Savings,30632.06,25000,81.29,2011-04-07,Active
A-004118,C-01358,Current,32601.67,5000,66.45,2015-12-03,Active
A-004119,C-00674,Savings,43032.5,10000,58.31,2008-03-04,Dormant
A-004120,C-00464,Credit Card,11547.72,25000,45.64,2015-06-10,Active
A-004121,C-01702,Credit Card,4530.57,0,0.0,2013-10-26,Active
A-004122,C-01300,Business Current,29482.17,10000,57.04,2019-11-12,Active
A-004123,C-00691,Credit Card,48887.0,5000,31.95,2019-01-05,Active
A-004124,C-01662,Credit Card,4155.62,25000,3.1,2020-04-15,Active
A-004125,C-01202,Mortgage,41083.66,10000,64.44,2016-06-04,Active
A-004126,C-00372,Mortgage,12095.21,5000,8.72,2012-06-11,Active
A-004127,C-00735,Mortgage,11360.57,25000,73.3,2013-11-24,Active
A-004128,C-00372,Mortgage,26329.97,2000,92.75,2007-08-20,Active
A-004129,C-01169,Current,3217.26,25000,48.97,2011-11-02,Active
A-004130,C-00920,Credit Card,17904.84,10000,88.1,2022-12-20,Active
A-004131,C-01313,Mortgage,34550.35,25000,89.65,2007-04-07,Active
A-004132,C-00146,Mortgage,14360.92,2000,60.61,2009-06-18,Active
A-004133,C-01136,Business Current,35028.99,25000,22.93,2020-11-06,Dormant
A-004134,C-01687,Savings,33865.74,25000,14.63,2007-09-26,Active
A-004135,C-00259,Credit Card,26790.31,10000,49.62,2011-12-13,Active
A-004136,C-01414,Current,40718.91,25000,70.25,2016-01-20,Dormant
A-004137,C-00118,Credit Card,34925.74,2000,95.45,2006-07-09,Active
A-004138,C-01711,Business Current,8113.64,25000,98.54,2023-12-14,Dormant
A-004139,C-00337,Mortgage,26781.48,2000,93.67,2018-08-12,Active
A-004140,C-01649,Business Current,26087.4,25000,47.56,2014-07-26,Active
A-004141,C-01045,Mortgage,48418.44,2000,23.85,2010-07-02,Dormant
A-004142,C-01919,Business Current,48272.6,2000,32.28,2023-05-29,Active
A-004143,C-01363,Mortgage,17609.29,0,0.0,2021-02-26,Active
A-004144,C-00286,Mortgage,30639.63,25000,57.02,2020-08-23,Active
A-004145,C-00845,Savings,2735.18,2000,95.6,2010-01-09,Dormant
A-004146,C-01917,Credit Card,49874.04,25000,56.05,2008-09-21,Active
A-004147,C-01765,Savings,23522.44,25000,29.05,2023-12-13,Dormant
A-004148,C-00512,Credit Card,6540.14,0,0.0,2008-05-11,Dormant
A-004149,C-01858,Credit Card,12162.07,10000,29.87,2013-11-29,Closed
A-004150,C-00528,Savings,2936.57,5000,27.55,2010-02-28,Active
A-004151,C-01372,Savings,47386.58,0,0.0,2023-11-30,Active
A-004152,C-00182,Business Current,28065.16,10000,33.36,2022-10-31,Active
A-004153,C-01039,Current,31493.87,25000,76.64,2015-03-16,Active
A-004154,C-01618,Savings,43294.56,25000,89.35,2009-08-20,Active
A-004155,C-01151,Credit Card,13153.85,5000,14.37,2010-02-21,Active
A-004156,C-01997,Credit Card,31943.28,25000,24.99,2008-08-19,Active
A-004157,C-00973,Savings,28567.44,5000,50.5,2006-01-28,Active
A-004158,C-01781,Savings,20134.36,0,0.0,2015-08-19,Active
A-004159,C-00900,Credit Card,38284.59,5000,46.46,2011-09-26,Active
A-004160,C-00780,Current,28070.67,0,0.0,2014-10-04,Active
A-004161,C-01906,Credit Card,5973.38,25000,50.17,2012-08-27,Active
A-004162,C-01672,Business Current,12879.77,10000,33.04,2012-03-17,Active
A-004163,C-01378,Current,26865.39,2000,38.5,2023-07-04,Active
A-004164,C-01089,Current,14827.6,25000,43.98,2007-10-27,Active
A-004165,C-00310,Mortgage,48772.76,5000,23.95,2018-08-12,Active
A-004166,C-00505,Business Current,38329.69,25000,8.3,2011-09-28,Dormant
A-004167,C-00244,Current,32563.51,2000,0.97,2014-11-21,Active
A-004168,C-00708,Business Current,1156.43,25000,91.47,2017-09-01,Dormant
A-004169,C-01830,Savings,39851.94,5000,41.44,2008-09-30,Active
A-004170,C-01556,Savings,15430.21,5000,44.73,2008-05-16,Active
A-004171,C-00566,Credit Card,23672.17,25000,58.59,2012-01-16,Dormant
A-004172,C-01655,Current,48275.18,25000,45.46,2021-06-09,Active
A-004173,C-00736,Credit Card,8111.17,2000,87.87,2013-08-18,Active
A-004174,C-00425,Savings,13148.21,0,0.0,2016-07-11,Active
A-004175,C-01470,Mortgage,19321.31,0,0.0,2021-11-08,Active
A-004176,C-01478,Current,30092.18,25000,78.93,2013-09-02,Dormant
A-004177,C-00215,Business Current,37185.29,10000,24.68,2015-10-25,Dormant
A-004178,C-01351,Savings,37425.48,0,0.0,2008-07-29,Active
A-004179,C-01474,Savings,34773.21,0,0.0,2015-10-02,Active
A-004180,C-01073,Business Current,7310.79,25000,36.44,2011-03-18,Active
A-004181,C-00242,Current,18492.32,5000,99.02,2021-06-17,Active
A-004182,C-01408,Business Current,48422.19,25000,86.16,2021-11-11,Closed
A-004183,C-00705,Mortgage,2208.47,25000,42.54,2011-09-08,Active
A-004184,C-00220,Savings,8466.17,0,0.0,2012-04-11,Closed
A-004185,C-00843,Credit Card,26909.81,10000,13.76,2014-08-02,Closed
A-004186,C-00931,Savings,14969.71,2000,18.39,2018-06-05,Active
A-004187,C-01455,Savings,2925.5,0,0.0,2007-10-26,Active
A-004188,C-01809,Business Current,30461.87,5000,43.74,2009-05-01,Active
A-004189,C-00186,Savings,23315.6,5000,23.1,2013-06-23,Active
A-004190,C-00050,Savings,3987.29,5000,48.58,2009-07-18,Active
A-004191,C-00314,Mortgage,4059.08,25000,6.18,2013-05-13,Active
A-004192,C-01555,Mortgage,44264.66,10000,27.8,2010-08-17,Active
A-004193,C-01514,Savings,31817.53,25000,55.11,2009-07-07,Dormant
A-004194,C-00493,Credit Card,43044.73,2000,48.11,2005-06-28,Active
A-004195,C-00858,Business Current,32438.81,10000,35.57,2021-01-23,Active
A-004196,C-01642,Mortgage,37690.68,10000,29.3,2018-07-04,Active
A-004197,C-00681,Mortgage,23697.09,25000,61.4,2015-07-03,Active
A-004198,C-01844,Mortgage,47447.95,10000,25.96,2017-10-19,Active
A-004199,C-01982,Mortgage,47771.27,25000,10.51,2012-04-02,Dormant
A-004200,C-00460,Current,41313.7,2000,41.04,2005-03-24,Closed
A-004201,C-00232,Credit Card,43052.95,0,0.0,2015-10-27,Dormant
A-004202,C-01026,Mortgage,33695.83,0,0.0,2019-06-07,Active
A-004203,C-01964,Credit Card,14003.68,10000,53.33,2020-09-23,Dormant
A-004204,C-01613,Savings,4498.21,0,0.0,2014-07-14,Active
A-004205,C-01239,Current,11746.56,0,0.0,2006-09-02,Closed
A-004206,C-01995,Current,49518.97,25000,46.93,2014-11-24,Active
A-004207,C-00661,Mortgage,17730.8,10000,2.16,2013-07-30,Active
A-004208,C-01364,Current,22721.21,5000,97.7,2020-10-09,Active
A-004209,C-00595,Credit Card,24270.39,5000,39.46,2017-01-26,Active
A-004210,C-00378,Mortgage,28747.36,25000,55.09,2018-01-02,Dormant
A-004211,C-00425,Credit Card,39435.24,2000,67.05,2006-08-28,Active
A-004212,C-00390,Business Current,27578.74,5000,61.39,2011-08-28,Active
A-004213,C-00115,Credit Card,24578.86,25000,61.86,2015-01-20,Active
A-004214,C-01523,Credit Card,44055.12,25000,89.79,2021-05-07,Dormant
A-004215,C-01992,Business Current,23877.53,25000,26.18,2019-01-18,Active
A-004216,C-00374,Credit Card,24107.82,0,0.0,2022-08-04,Active
A-004217,C-01061,Mortgage,3921.65,0,0.0,2006-03-06,Active
A-004218,C-01899,Credit Card,35370.25,5000,23.07,2007-08-15,Active
A-004219,C-00081,Mortgage,32346.61,0,0.0,2008-05-06,Active
A-004220,C-00890,Mortgage,10490.01,25000,46.04,2005-03-04,Active
A-004221,C-00437,Current,1700.52,0,0.0,2021-07-23,Active
A-004222,C-01888,Savings,15610.99,25000,66.73,2020-03-20,Active
A-004223,C-01672,Mortgage,33953.38,5000,42.13,2020-12-29,Active
A-004224,C-01320,Credit Card,12726.53,0,0.0,2020-08-03,Active
A-004225,C-01016,Savings,39734.93,5000,31.67,2021-07-20,Active
A-004226,C-00113,Savings,47490.49,5000,22.37,2006-05-17,Active
A-004227,C-01096,Mortgage,2641.16,0,0.0,2008-09-03,Active
A-004228,C-00195,Business Current,22028.98,0,0.0,2019-05-05,Active
A-004229,C-00622,Credit Card,1234.6,0,0.0,2023-05-27,Active
A-004230,C-01192,Current,13200.56,0,0.0,2010-12-27,Active
A-004231,C-00302,Credit Card,10304.13,25000,13.65,2010-06-11,Active
A-004232,C-01970,Current,17920.9,0,0.0,2020-07-15,Active
A-004233,C-01717,Business Current,32330.83,10000,26.17,2014-01-30,Closed
A-004234,C-01568,Current,29058.58,0,0.0,2022-09-02,Active
A-004235,C-00059,Current,14418.18,0,0.0,2020-02-22,Active
A-004236,C-01305,Mortgage,41092.78,5000,44.57,2023-09-13,Active
A-004237,C-00452,Credit Card,15464.85,5000,31.59,2023-03-07,Active
A-004238,C-00524,Savings,23266.69,2000,83.88,2011-06-22,Dormant
A-004239,C-00019,Credit Card,29646.23,0,0.0,2011-06-18,Active
A-004240,C-01079,Credit Card,4686.79,5000,31.84,2013-06-09,Active
A-004241,C-01643,Savings,43090.46,0,0.0,2014-11-12,Active
A-004242,C-00349,Savings,35586.56,10000,58.26,2016-11-29,Closed
A-004243,C-01030,Savings,15412.67,25000,90.52,2008-06-09,Active
A-004244,C-01917,Current,2865.17,25000,26.61,2020-09-02,Active
A-004245,C-00324,Current,7056.85,10000,50.07,2007-04-14,Active
A-004246,C-01392,Mortgage,11939.28,2000,76.54,2005-04-15,Dormant
A-004247,C-00477,Business Current,48651.08,5000,85.55,2021-08-17,Active
A-004248,C-01138,Current,8168.35,0,0.0,2021-11-03,Active
A-004249,C-01826,Savings,24157.16,0,0.0,2022-04-06,Active
A-004250,C-01886,Mortgage,13314.49,25000,60.24,2019-06-04,Active
A-004251,C-00398,Mortgage,13314.86,5000,43.63,2016-06-06,Dormant
A-004252,C-01116,Business Current,9356.02,0,0.0,2019-11-21,Dormant
A-004253,C-01994,Savings,40764.1,2000,0.35,2016-02-29,Active
A-004254,C-01054,Business Current,29408.0,0,0.0,2016-07-25,Active
A-004255,C-01545,Current,26037.31,2000,67.93,2021-05-26,Active
A-004256,C-00044,Current,16134.03,10000,91.56,2012-12-31,Active
A-004257,C-00524,Current,41781.32,2000,54.22,2013-09-17,Active
A-004258,C-00582,Business Current,40557.66,0,0.0,2011-02-19,Active
A-004259,C-00360,Credit Card,42959.73,0,0.0,2012-09-21,Active
A-004260,C-01538,Credit Card,33622.82,2000,16.58,2020-02-06,Dormant
A-004261,C-01183,Mortgage,33894.78,25000,30.91,2020-12-10,Active
A-004262,C-00389,Mortgage,24462.03,5000,86.71,2017-04-12,Active
A-004263,C-01937,Current,7930.21,10000,24.53,2019-02-21,Active
A-004264,C-00379,Savings,48794.38,25000,44.25,2009-06-27,Active
A-004265,C-00696,Business Current,33764.85,2000,74.5,2009-03-01,Active
A-004266,C-01210,Business Current,42953.4,25000,23.1,2009-11-05,Active
A-004267,C-01362,Business Current,5521.49,5000,87.26,2020-08-21,Active
A-004268,C-00842,Current,28138.64,2000,28.99,2012-12-23,Active
A-004269,C-00656,Credit Card,34560.97,25000,68.68,2014-04-26,Active
A-004270,C-00751,Current,27954.06,10000,11.26,2023-12-25,Active
A-004271,C-00615,Business Current,32039.98,25000,36.99,2006-03-07,Active
A-004272,C-01485,Savings,10910.04,5000,39.08,2021-02-26,Active
A-004273,C-01076,Mortgage,38277.64,10000,85.58,2017-03-03,Active
A-004274,C-01602,Current,5279.8,0,0.0,2020-09-29,Active
A-004275,C-00983,Savings,49855.64,10000,34.44,2012-02-01,Active
A-004276,C-01597,Savings,10886.51,0,0.0,2007-07-25,Active
A-004277,C-01599,Credit Card,25428.77,0,0.0,2012-02-17,Dormant
A-004278,C-00948,Savings,18991.12,5000,92.55,2007-10-30,Dormant
A-004279,C-01387,Business Current,4051.83,0,0.0,2011-03-29,Active
A-004280,C-00484,Mortgage,35210.29,10000,23.68,2019-06-25,Active
A-004281,C-00022,Savings,28677.41,0,0.0,2023-07-01,Dormant
A-004282,C-00903,Mortgage,26978.4,2000,1.09,2019-01-05,Active
A-004283,C-00857,Mortgage,44310.5,5000,94.73,2018-09-20,Active
A-004284,C-00847,Mortgage,22177.36,2000,42.3,2009-04-30,Active
A-004285,C-00530,Current,17923.43,2000,50.22,2006-01-18,Closed
A-004286,C-01441,Current,39187.34,2000,15.12,2023-02-08,Dormant
A-004287,C-01725,Savings,8061.79,2000,88.2,2011-04-12,Dormant
A-004288,C-01473,Mortgage,13565.4,10000,47.74,2010-05-21,Active
A-004289,C-01337,Mortgage,29944.2,0,0.0,2019-08-08,Active
A-004290,C-00175,Mortgage,19715.23,0,0.0,2017-05-19,Active
A-004291,C-01926,Current,29479.01,0,0.0,2022-09-23,Closed
