subscriber_id,plan_type,region,age_group,payment_method,monthly_fee,signup_date,churn_date,is_churned
SUB-007227,Standard,Middle East,25-34,Apple Pay,13.99,2023-05-01,,0
SUB-007228,Standard,Asia Pacific,55+,Credit Card,13.99,2022-04-27,,0
SUB-007229,Standard,Europe,45-54,Debit Card,13.99,2022-04-23,,0
SUB-007230,Premium,Asia Pacific,18-24,Credit Card,19.99,2023-08-12,,0
SUB-007231,Basic,Asia Pacific,55+,Credit Card,7.99,2024-09-22,2026-05-30,1
SUB-007232,Basic,Europe,18-24,Apple Pay,7.99,2023-03-21,,0
SUB-007233,Standard,Europe,55+,PayPal,13.99,2022-06-07,2022-09-01,1
SUB-007234,Standard,North America,18-24,Debit Card,13.99,2023-10-09,,0
SUB-007235,Basic,Asia Pacific,25-34,Google Pay,7.99,2023-04-22,,0
SUB-007236,Premium,Asia Pacific,18-24,Google Pay,19.99,2023-08-31,,0
SUB-007237,Basic,Middle East,35-44,PayPal,7.99,2022-07-13,,0
SUB-007238,Standard,Europe,18-24,Apple Pay,13.99,2022-09-27,,0
SUB-007239,Premium,Asia Pacific,25-34,Debit Card,19.99,2024-09-28,,0
SUB-007240,Standard,Asia Pacific,45-54,PayPal,13.99,2023-11-30,,0
SUB-007241,Standard,Europe,55+,Credit Card,13.99,2023-03-17,2023-09-11,1
SUB-007242,Premium,Asia Pacific,35-44,Debit Card,19.99,2023-11-12,,0
SUB-007243,Standard,North America,18-24,PayPal,13.99,2023-11-10,,0
SUB-007244,Premium,Europe,25-34,Apple Pay,19.99,2023-10-27,,0
SUB-007245,Premium,Middle East,45-54,Google Pay,19.99,2024-07-03,,0
SUB-007246,Premium,Europe,18-24,PayPal,19.99,2022-10-09,,0
SUB-007247,Standard,Europe,25-34,Google Pay,13.99,2022-11-16,,0
SUB-007248,Basic,Middle East,35-44,Debit Card,7.99,2024-12-22,,0
SUB-007249,Standard,Middle East,18-24,Google Pay,13.99,2024-10-18,,0
SUB-007250,Premium,North America,18-24,PayPal,19.99,2024-02-17,2025-12-15,1
SUB-007251,Standard,Asia Pacific,55+,Google Pay,13.99,2023-08-26,,0
SUB-007252,Standard,Latin America,25-34,Credit Card,13.99,2023-03-19,,0
SUB-007253,Basic,Middle East,35-44,Google Pay,7.99,2022-03-15,,0
SUB-007254,Basic,Middle East,45-54,Google Pay,7.99,2024-07-18,,0
SUB-007255,Basic,Asia Pacific,45-54,Google Pay,7.99,2023-10-25,,0
SUB-007256,Standard,North America,18-24,Credit Card,13.99,2024-08-04,,0
SUB-007257,Standard,Middle East,45-54,Apple Pay,13.99,2024-07-03,,0
SUB-007258,Basic,Asia Pacific,35-44,PayPal,7.99,2024-01-17,,0
SUB-007259,Premium,Europe,35-44,Credit Card,19.99,2022-04-08,,0
SUB-007260,Standard,North America,18-24,Apple Pay,13.99,2022-08-16,,0
SUB-007261,Premium,Middle East,45-54,Apple Pay,19.99,2024-10-23,2026-01-19,1
SUB-007262,Basic,Latin America,45-54,PayPal,7.99,2022-08-05,,0
SUB-007263,Standard,Europe,25-34,PayPal,13.99,2023-02-05,,0
SUB-007264,Basic,Middle East,25-34,Apple Pay,7.99,2024-09-10,,0
SUB-007265,Basic,Middle East,25-34,PayPal,7.99,2022-09-30,,0
SUB-007266,Standard,Latin America,45-54,Credit Card,13.99,2024-02-23,2024-04-21,1
SUB-007267,Premium,Middle East,18-24,Debit Card,19.99,2023-03-07,,0
SUB-007268,Premium,Middle East,18-24,Google Pay,19.99,2024-06-03,,0
SUB-007269,Standard,North America,45-54,Apple Pay,13.99,2024-04-26,,0
SUB-007270,Standard,Middle East,35-44,Credit Card,13.99,2024-08-25,,0
SUB-007271,Standard,Middle East,55+,Debit Card,13.99,2023-02-04,,0
SUB-007272,Basic,Europe,35-44,PayPal,7.99,2022-01-26,,0
SUB-007273,Standard,Latin America,25-34,Credit Card,13.99,2022-05-13,,0
SUB-007274,Standard,North America,45-54,Apple Pay,13.99,2022-05-16,2022-12-18,1
SUB-007275,Premium,North America,35-44,Credit Card,19.99,2023-05-09,,0
SUB-007276,Basic,Asia Pacific,35-44,Debit Card,7.99,2023-09-11,,0
SUB-007277,Basic,Europe,55+,Credit Card,7.99,2022-02-23,,0
SUB-007278,Standard,Europe,35-44,Credit Card,13.99,2023-02-03,,0
SUB-007279,Basic,Europe,18-24,Debit Card,7.99,2023-02-22,,0
SUB-007280,Basic,Latin America,35-44,PayPal,7.99,2022-06-11,,0
SUB-007281,Basic,Latin America,45-54,Google Pay,7.99,2024-01-14,,0
SUB-007282,Basic,Latin America,55+,Google Pay,7.99,2022-12-21,,0
SUB-007283,Basic,Middle East,18-24,Credit Card,7.99,2023-03-09,,0
SUB-007284,Standard,Latin America,18-24,Google Pay,13.99,2023-08-25,2024-07-30,1
SUB-007285,Standard,Latin America,45-54,Debit Card,13.99,2022-01-23,,0
SUB-007286,Premium,Middle East,25-34,Credit Card,19.99,2024-12-22,,0
SUB-007287,Basic,Latin America,45-54,Google Pay,7.99,2024-04-26,,0
SUB-007288,Premium,Latin America,35-44,Credit Card,19.99,2024-11-29,2026-09-02,1
SUB-007289,Basic,North America,25-34,Credit Card,7.99,2024-11-28,,0
SUB-007290,Standard,North America,18-24,Google Pay,13.99,2023-09-10,2024-02-14,1
SUB-007291,Premium,Middle East,45-54,Credit Card,19.99,2024-01-21,,0
SUB-007292,Standard,Middle East,55+,PayPal,13.99,2024-09-29,2025-08-15,1
SUB-007293,Standard,Asia Pacific,35-44,Debit Card,13.99,2024-10-29,2025-12-13,1
SUB-007294,Standard,Latin America,45-54,PayPal,13.99,2022-11-20,,0
SUB-007295,Standard,Latin America,45-54,Google Pay,13.99,2022-06-09,,0
SUB-007296,Standard,North America,25-34,PayPal,13.99,2022-05-04,,0
SUB-007297,Standard,Asia Pacific,45-54,PayPal,13.99,2023-08-14,,0
SUB-007298,Premium,North America,25-34,Credit Card,19.99,2022-03-06,,0
SUB-007299,Premium,Middle East,18-24,Google Pay,19.99,2023-07-04,,0
SUB-007300,Basic,Asia Pacific,25-34,PayPal,7.99,2022-07-22,2023-01-13,1
SUB-007301,Standard,Middle East,35-44,Debit Card,13.99,2023-03-02,,0
SUB-007302,Premium,Middle East,55+,Debit Card,19.99,2023-08-01,,0
SUB-007303,Standard,Middle East,35-44,Credit Card,13.99,2022-11-12,,0
SUB-007304,Standard,Middle East,18-24,Apple Pay,13.99,2023-12-23,,0
SUB-007305,Standard,Asia Pacific,45-54,Google Pay,13.99,2024-05-28,,0
SUB-007306,Basic,Latin America,45-54,Google Pay,7.99,2022-01-23,,0
SUB-007307,Standard,Middle East,35-44,Credit Card,13.99,2022-02-08,,0
SUB-007308,Basic,North America,18-24,Apple Pay,7.99,2024-05-27,,0
SUB-007309,Standard,North America,25-34,Debit Card,13.99,2022-07-18,,0
SUB-007310,Basic,Latin America,55+,Debit Card,7.99,2022-07-17,,0
SUB-007311,Standard,North America,55+,Google Pay,13.99,2023-06-12,,0
SUB-007312,Standard,Asia Pacific,35-44,Apple Pay,13.99,2023-08-01,,0
SUB-007313,Premium,North America,55+,Google Pay,19.99,2023-10-09,,0
SUB-007314,Premium,Latin America,25-34,Debit Card,19.99,2024-11-03,,0
SUB-007315,Basic,Middle East,35-44,Credit Card,7.99,2022-09-05,,0
SUB-007316,Standard,Asia Pacific,55+,Google Pay,13.99,2023-05-11,,0
SUB-007317,Premium,Europe,35-44,PayPal,19.99,2024-11-16,,0
SUB-007318,Standard,North America,25-34,PayPal,13.99,2023-01-25,,0
SUB-007319,Standard,Europe,18-24,Google Pay,13.99,2024-04-13,,0
SUB-007320,Standard,North America,25-34,Debit Card,13.99,2023-08-07,,0
SUB-007321,Standard,North America,45-54,PayPal,13.99,2022-06-11,,0
SUB-007322,Premium,Latin America,55+,Apple Pay,19.99,2022-01-22,,0
SUB-007323,Basic,Latin America,18-24,PayPal,7.99,2022-07-17,,0
SUB-007324,Premium,Asia Pacific,18-24,Credit Card,19.99,2023-12-31,,0
SUB-007325,Basic,Europe,18-24,PayPal,7.99,2024-12-26,,0
SUB-007326,Standard,Europe,18-24,Credit Card,13.99,2022-01-16,,0
SUB-007327,Basic,Europe,18-24,PayPal,7.99,2023-07-02,,0
SUB-007328,Premium,Europe,55+,Google Pay,19.99,2024-01-20,,0
SUB-007329,Standard,Asia Pacific,25-34,Debit Card,13.99,2024-11-09,,0
SUB-007330,Standard,Latin America,18-24,Debit Card,13.99,2023-06-04,,0
SUB-007331,Premium,Asia Pacific,45-54,Google Pay,19.99,2024-07-28,,0
SUB-007332,Standard,Europe,55+,Apple Pay,13.99,2022-06-19,2022-11-22,1
SUB-007333,Premium,Latin America,25-34,PayPal,19.99,2024-12-03,,0
SUB-007334,Basic,Latin America,55+,Apple Pay,7.99,2024-04-02,,0
SUB-007335,Premium,Middle East,55+,Credit Card,19.99,2022-02-12,,0
SUB-007336,Basic,Asia Pacific,55+,PayPal,7.99,2024-02-01,,0
SUB-007337,Premium,North America,25-34,PayPal,19.99,2022-06-12,,0
SUB-007338,Standard,Middle East,25-34,Google Pay,13.99,2022-03-13,,0
SUB-007339,Basic,Latin America,45-54,Google Pay,7.99,2022-04-30,,0
SUB-007340,Standard,Asia Pacific,18-24,PayPal,13.99,2022-03-05,,0
SUB-007341,Standard,Middle East,25-34,Debit Card,13.99,2023-03-26,,0
SUB-007342,Basic,Europe,25-34,Google Pay,7.99,2024-11-15,,0
SUB-007343,Basic,Middle East,25-34,Debit Card,7.99,2022-02-06,,0
SUB-007344,Standard,North America,45-54,Credit Card,13.99,2024-12-10,,0
SUB-007345,Premium,Asia Pacific,55+,Credit Card,19.99,2022-11-06,,0
SUB-007346,Standard,Middle East,45-54,Google Pay,13.99,2024-01-13,,0
SUB-007347,Premium,Europe,35-44,Credit Card,19.99,2023-07-22,,0
SUB-007348,Standard,North America,45-54,Credit Card,13.99,2024-06-08,2025-09-17,1
SUB-007349,Standard,Middle East,55+,Google Pay,13.99,2023-08-21,,0
SUB-007350,Standard,Middle East,55+,PayPal,13.99,2023-07-21,,0
SUB-007351,Standard,Asia Pacific,35-44,Google Pay,13.99,2023-02-05,,0
SUB-007352,Premium,North America,25-34,Debit Card,19.99,2022-10-19,,0
SUB-007353,Basic,Middle East,55+,PayPal,7.99,2023-09-26,,0
SUB-007354,Standard,North America,35-44,Debit Card,13.99,2024-03-22,,0
SUB-007355,Basic,Latin America,25-34,Apple Pay,7.99,2024-10-19,,0
SUB-007356,Premium,Europe,45-54,Google Pay,19.99,2024-04-04,,0
SUB-007357,Standard,Asia Pacific,25-34,Apple Pay,13.99,2023-05-23,,0
SUB-007358,Premium,Middle East,35-44,Apple Pay,19.99,2024-02-24,2025-02-03,1
SUB-007359,Premium,Asia Pacific,55+,Debit Card,19.99,2024-06-11,,0
SUB-007360,Standard,Europe,18-24,Apple Pay,13.99,2022-02-19,,0
SUB-007361,Standard,North America,18-24,Credit Card,13.99,2024-12-13,,0
SUB-007362,Standard,Asia Pacific,45-54,Credit Card,13.99,2024-04-20,,0
SUB-007363,Standard,Asia Pacific,55+,Debit Card,13.99,2024-09-26,,0
SUB-007364,Basic,Latin America,25-34,PayPal,7.99,2023-12-30,,0
SUB-007365,Standard,North America,45-54,Debit Card,13.99,2023-01-07,,0
SUB-007366,Standard,Latin America,18-24,PayPal,13.99,2024-10-16,,0
SUB-007367,Basic,Europe,45-54,Credit Card,7.99,2022-11-10,2023-03-20,1
SUB-007368,Standard,North America,45-54,PayPal,13.99,2023-05-21,2025-03-07,1
SUB-007369,Standard,Latin America,18-24,Google Pay,13.99,2022-10-16,2023-06-15,1
SUB-007370,Basic,Asia Pacific,45-54,PayPal,7.99,2023-01-04,,0
SUB-007371,Basic,Latin America,45-54,PayPal,7.99,2024-09-14,2025-07-03,1
SUB-007372,Standard,Asia Pacific,25-34,Credit Card,13.99,2023-11-25,,0
SUB-007373,Basic,Latin America,18-24,Apple Pay,7.99,2024-04-04,2024-07-25,1
SUB-007374,Basic,Middle East,18-24,PayPal,7.99,2024-04-06,,0
SUB-007375,Premium,Asia Pacific,18-24,Debit Card,19.99,2022-11-18,,0
SUB-007376,Basic,Asia Pacific,18-24,Google Pay,7.99,2024-04-28,,0
SUB-007377,Basic,Latin America,18-24,PayPal,7.99,2023-02-14,,0
SUB-007378,Standard,Middle East,45-54,Credit Card,13.99,2023-09-13,,0
SUB-007379,Basic,Europe,25-34,Debit Card,7.99,2022-08-11,,0
SUB-007380,Standard,North America,25-34,PayPal,13.99,2022-11-17,,0
SUB-007381,Premium,Latin America,18-24,PayPal,19.99,2023-05-06,2024-12-28,1
SUB-007382,Standard,Middle East,35-44,Apple Pay,13.99,2024-07-21,,0
SUB-007383,Basic,North America,45-54,PayPal,7.99,2024-06-02,,0
SUB-007384,Premium,Asia Pacific,18-24,Credit Card,19.99,2024-07-02,,0
SUB-007385,Standard,Europe,35-44,Google Pay,13.99,2023-03-18,,0
SUB-007386,Standard,North America,25-34,Credit Card,13.99,2022-12-19,,0
SUB-007387,Standard,Latin America,45-54,Google Pay,13.99,2024-05-31,,0
SUB-007388,Basic,Asia Pacific,45-54,Debit Card,7.99,2022-03-13,,0
SUB-007389,Basic,Europe,25-34,Debit Card,7.99,2022-04-29,,0
SUB-007390,Standard,Europe,55+,Apple Pay,13.99,2022-10-06,,0
SUB-007391,Standard,Asia Pacific,18-24,Debit Card,13.99,2023-04-20,,0
SUB-007392,Standard,North America,55+,PayPal,13.99,2022-10-04,,0
SUB-007393,Premium,Latin America,55+,Credit Card,19.99,2023-12-14,2025-11-05,1
SUB-007394,Standard,Europe,25-34,Google Pay,13.99,2024-10-14,,0
SUB-007395,Basic,Europe,18-24,Credit Card,7.99,2023-11-05,,0
SUB-007396,Standard,Latin America,18-24,Credit Card,13.99,2024-10-31,,0
SUB-007397,Premium,Latin America,45-54,PayPal,19.99,2023-02-19,,0
SUB-007398,Standard,Asia Pacific,25-34,PayPal,13.99,2022-10-21,,0
SUB-007399,Premium,Latin America,25-34,Apple Pay,19.99,2023-02-17,2023-07-11,1
SUB-007400,Premium,Asia Pacific,35-44,Credit Card,19.99,2024-01-26,,0
SUB-007401,Basic,North America,35-44,Credit Card,7.99,2022-11-03,,0
SUB-007402,Basic,Europe,18-24,Google Pay,7.99,2023-07-01,,0
SUB-007403,Standard,Latin America,35-44,Credit Card,13.99,2023-09-24,,0
SUB-007404,Standard,Middle East,25-34,Apple Pay,13.99,2023-04-14,,0
SUB-007405,Standard,North America,18-24,Debit Card,13.99,2023-12-27,2024-11-30,1
SUB-007406,Standard,North America,55+,Google Pay,13.99,2023-07-12,,0
SUB-007407,Basic,Middle East,35-44,Apple Pay,7.99,2024-05-05,,0
SUB-007408,Standard,Asia Pacific,45-54,Google Pay,13.99,2023-01-26,,0
SUB-007409,Standard,Europe,18-24,Debit Card,13.99,2023-10-03,2024-02-02,1
SUB-007410,Premium,North America,25-34,Apple Pay,19.99,2022-09-03,,0
SUB-007411,Basic,Latin America,18-24,Apple Pay,7.99,2022-10-04,,0
SUB-007412,Standard,Latin America,55+,Credit Card,13.99,2024-05-16,,0
SUB-007413,Standard,Europe,45-54,Apple Pay,13.99,2022-09-18,,0
SUB-007414,Premium,Asia Pacific,45-54,Credit Card,19.99,2024-09-30,,0
SUB-007415,Standard,Middle East,18-24,Credit Card,13.99,2024-01-23,,0
SUB-007416,Basic,Asia Pacific,35-44,Debit Card,7.99,2023-07-18,,0
SUB-007417,Standard,Asia Pacific,55+,PayPal,13.99,2024-11-02,,0
SUB-007418,Standard,Europe,18-24,PayPal,13.99,2023-09-23,,0
SUB-007419,Premium,North America,55+,Credit Card,19.99,2022-09-17,,0
SUB-007420,Premium,Middle East,18-24,PayPal,19.99,2023-11-26,,0
SUB-007421,Standard,Middle East,18-24,Apple Pay,13.99,2023-11-06,,0
SUB-007422,Standard,Middle East,25-34,Credit Card,13.99,2022-10-20,,0
SUB-007423,Basic,Middle East,55+,Debit Card,7.99,2023-08-08,,0
SUB-007424,Basic,Europe,55+,Credit Card,7.99,2024-02-28,,0
SUB-007425,Standard,Latin America,25-34,Apple Pay,13.99,2023-11-23,,0
SUB-007426,Premium,Asia Pacific,45-54,Google Pay,19.99,2022-12-10,,0
SUB-007427,Basic,North America,18-24,Credit Card,7.99,2023-09-22,,0
SUB-007428,Basic,Europe,25-34,Apple Pay,7.99,2022-04-20,2022-12-13,1
SUB-007429,Premium,Asia Pacific,18-24,Credit Card,19.99,2023-01-27,,0
SUB-007430,Basic,Europe,18-24,Debit Card,7.99,2022-06-07,,0
SUB-007431,Standard,Middle East,35-44,Apple Pay,13.99,2023-10-02,,0
SUB-007432,Standard,North America,18-24,PayPal,13.99,2022-01-25,,0
SUB-007433,Standard,North America,18-24,PayPal,13.99,2023-02-10,,0
SUB-007434,Premium,Middle East,45-54,PayPal,19.99,2024-08-20,,0
SUB-007435,Standard,Middle East,45-54,Google Pay,13.99,2022-07-09,,0
SUB-007436,Premium,Latin America,45-54,Credit Card,19.99,2024-04-28,2025-02-20,1
SUB-007437,Standard,Europe,35-44,Google Pay,13.99,2022-09-04,,0
SUB-007438,Standard,North America,55+,Debit Card,13.99,2024-05-22,,0
SUB-007439,Premium,North America,45-54,Credit Card,19.99,2024-11-03,,0
SUB-007440,Premium,Middle East,18-24,Debit Card,19.99,2024-04-21,,0
SUB-007441,Premium,Asia Pacific,18-24,PayPal,19.99,2024-04-23,,0
SUB-007442,Basic,North America,45-54,PayPal,7.99,2022-04-13,,0
SUB-007443,Premium,Asia Pacific,35-44,Apple Pay,19.99,2024-04-10,,0
SUB-007444,Basic,Latin America,35-44,Google Pay,7.99,2024-07-07,,0
SUB-007445,Basic,North America,35-44,Google Pay,7.99,2024-04-23,,0
SUB-007446,Standard,Europe,55+,Debit Card,13.99,2023-09-25,,0
SUB-007447,Standard,Asia Pacific,45-54,Credit Card,13.99,2024-10-02,,0
SUB-007448,Standard,North America,45-54,PayPal,13.99,2024-08-06,,0
SUB-007449,Basic,Middle East,35-44,Apple Pay,7.99,2023-04-01,,0
SUB-007450,Standard,Europe,55+,Debit Card,13.99,2023-04-19,2024-10-14,1
SUB-007451,Standard,Latin America,25-34,Google Pay,13.99,2022-06-09,,0
SUB-007452,Basic,Europe,45-54,Apple Pay,7.99,2023-03-21,,0
SUB-007453,Premium,Asia Pacific,18-24,PayPal,19.99,2023-12-18,,0
SUB-007454,Basic,Asia Pacific,35-44,Apple Pay,7.99,2023-09-12,,0
SUB-007455,Premium,Asia Pacific,25-34,PayPal,19.99,2022-03-02,2023-12-27,1
SUB-007456,Standard,Asia Pacific,18-24,Apple Pay,13.99,2024-11-08,,0
SUB-007457,Standard,Middle East,55+,Debit Card,13.99,2024-03-13,,0
SUB-007458,Basic,North America,18-24,Apple Pay,7.99,2023-09-26,,0
SUB-007459,Premium,Middle East,18-24,Apple Pay,19.99,2022-05-14,,0
SUB-007460,Basic,Asia Pacific,55+,Debit Card,7.99,2022-12-18,,0
SUB-007461,Premium,Europe,25-34,PayPal,19.99,2024-12-22,,0
SUB-007462,Premium,North America,18-24,Debit Card,19.99,2024-09-25,2025-10-03,1
SUB-007463,Premium,Middle East,25-34,Apple Pay,19.99,2022-02-03,,0
SUB-007464,Basic,Latin America,18-24,Credit Card,7.99,2024-05-12,,0
SUB-007465,Basic,Middle East,18-24,Credit Card,7.99,2022-04-27,,0
SUB-007466,Basic,Asia Pacific,35-44,Debit Card,7.99,2022-11-28,,0
SUB-007467,Premium,Middle East,55+,Credit Card,19.99,2022-01-09,,0
SUB-007468,Standard,Europe,35-44,Google Pay,13.99,2023-09-21,,0
SUB-007469,Standard,Asia Pacific,25-34,Credit Card,13.99,2023-03-12,,0
SUB-007470,Premium,Middle East,55+,Credit Card,19.99,2024-11-27,,0
SUB-007471,Premium,North America,55+,Google Pay,19.99,2024-02-02,,0
SUB-007472,Standard,Europe,18-24,PayPal,13.99,2024-06-11,,0
SUB-007473,Basic,Latin America,18-24,Credit Card,7.99,2023-11-03,,0
SUB-007474,Premium,Middle East,35-44,PayPal,19.99,2023-03-05,,0
SUB-007475,Premium,Europe,55+,PayPal,19.99,2023-09-04,,0
SUB-007476,Standard,Middle East,55+,PayPal,13.99,2023-03-21,,0
SUB-007477,Premium,Asia Pacific,25-34,PayPal,19.99,2023-05-24,,0
SUB-007478,Basic,Europe,45-54,Credit Card,7.99,2023-06-20,,0
SUB-007479,Standard,Middle East,18-24,Google Pay,13.99,2022-10-09,,0
SUB-007480,Standard,Asia Pacific,45-54,PayPal,13.99,2022-12-02,,0
SUB-007481,Premium,Asia Pacific,45-54,PayPal,19.99,2024-09-09,,0
SUB-007482,Premium,Latin America,25-34,Debit Card,19.99,2022-08-27,,0
SUB-007483,Standard,Asia Pacific,55+,Debit Card,13.99,2024-01-22,,0
SUB-007484,Standard,Middle East,18-24,Credit Card,13.99,2023-05-11,,0
SUB-007485,Premium,Asia Pacific,35-44,Google Pay,19.99,2022-10-25,,0
SUB-007486,Standard,Europe,55+,PayPal,13.99,2024-09-21,,0
SUB-007487,Basic,Asia Pacific,25-34,Debit Card,7.99,2023-05-01,,0
SUB-007488,Basic,North America,25-34,PayPal,7.99,2023-06-20,,0
SUB-007489,Standard,Europe,55+,Credit Card,13.99,2023-02-22,,0
SUB-007490,Standard,North America,25-34,Apple Pay,13.99,2024-12-21,,0
SUB-007491,Standard,Latin America,35-44,Google Pay,13.99,2024-05-31,,0
SUB-007492,Basic,Europe,55+,PayPal,7.99,2024-09-29,,0
SUB-007493,Basic,Asia Pacific,25-34,PayPal,7.99,2023-05-01,,0
SUB-007494,Basic,North America,25-34,Apple Pay,7.99,2023-06-26,,0
SUB-007495,Standard,Europe,55+,Google Pay,13.99,2024-05-25,,0
SUB-007496,Basic,North America,25-34,Credit Card,7.99,2023-05-09,,0
SUB-007497,Standard,Middle East,55+,Credit Card,13.99,2024-03-29,,0
SUB-007498,Basic,Latin America,35-44,Debit Card,7.99,2023-05-31,,0
SUB-007499,Standard,Middle East,35-44,Apple Pay,13.99,2022-03-17,,0
SUB-007500,Standard,North America,18-24,Credit Card,13.99,2024-03-07,,0
SUB-007501,Standard,Latin America,25-34,Credit Card,13.99,2024-08-06,,0
SUB-007502,Basic,Asia Pacific,35-44,Google Pay,7.99,2022-06-16,,0
SUB-007503,Standard,Europe,25-34,Credit Card,13.99,2022-10-17,2023-08-31,1
SUB-007504,Standard,North America,45-54,Credit Card,13.99,2023-07-06,,0
SUB-007505,Standard,Middle East,35-44,Apple Pay,13.99,2023-08-19,,0
SUB-007506,Standard,Middle East,25-34,Debit Card,13.99,2023-07-19,,0
SUB-007507,Standard,Latin America,35-44,Debit Card,13.99,2024-12-13,2026-10-13,1
SUB-007508,Premium,Europe,55+,Google Pay,19.99,2022-10-02,2024-08-26,1
SUB-007509,Standard,Latin America,45-54,Debit Card,13.99,2024-05-17,,0
SUB-007510,Standard,Asia Pacific,55+,Google Pay,13.99,2023-01-13,,0
SUB-007511,Premium,Middle East,45-54,PayPal,19.99,2022-08-14,,0
SUB-007512,Standard,Middle East,35-44,Google Pay,13.99,2023-03-03,,0
SUB-007513,Standard,Asia Pacific,35-44,Debit Card,13.99,2024-05-27,2025-10-11,1
SUB-007514,Standard,Europe,55+,Credit Card,13.99,2024-01-18,,0
SUB-007515,Standard,North America,55+,Debit Card,13.99,2022-08-18,,0
SUB-007516,Standard,North America,55+,Debit Card,13.99,2022-11-06,,0
SUB-007517,Standard,Asia Pacific,35-44,Apple Pay,13.99,2022-02-11,,0
SUB-007518,Premium,Europe,18-24,PayPal,19.99,2022-05-22,,0
SUB-007519,Standard,Latin America,25-34,Google Pay,13.99,2022-12-14,,0
SUB-007520,Standard,Middle East,25-34,Debit Card,13.99,2024-12-28,,0
SUB-007521,Basic,Europe,55+,PayPal,7.99,2024-10-15,,0
SUB-007522,Basic,North America,35-44,Debit Card,7.99,2023-07-28,,0
SUB-007523,Premium,North America,45-54,Apple Pay,19.99,2023-09-27,,0
SUB-007524,Premium,Middle East,35-44,Debit Card,19.99,2023-09-04,,0
SUB-007525,Basic,Europe,35-44,PayPal,7.99,2023-02-13,,0
SUB-007526,Premium,Middle East,18-24,Google Pay,19.99,2023-03-12,,0
SUB-007527,Basic,Latin America,25-34,Google Pay,7.99,2023-03-04,,0
SUB-007528,Basic,Latin America,25-34,Debit Card,7.99,2022-04-28,,0
SUB-007529,Basic,Europe,45-54,Debit Card,7.99,2022-04-10,,0
SUB-007530,Basic,Latin America,35-44,PayPal,7.99,2024-08-24,,0
SUB-007531,Premium,Middle East,25-34,PayPal,19.99,2023-08-06,2023-09-09,1
SUB-007532,Standard,North America,45-54,Debit Card,13.99,2024-08-19,,0
SUB-007533,Standard,Europe,55+,Credit Card,13.99,2023-02-08,2023-06-20,1
SUB-007534,Premium,Latin America,35-44,Credit Card,19.99,2022-12-23,,0
SUB-007535,Basic,North America,18-24,Debit Card,7.99,2023-08-07,,0
SUB-007536,Standard,North America,18-24,Apple Pay,13.99,2024-05-25,,0
SUB-007537,Standard,Europe,55+,PayPal,13.99,2023-02-16,2023-03-27,1
SUB-007538,Standard,North America,35-44,Credit Card,13.99,2024-01-23,,0
SUB-007539,Standard,Europe,35-44,Google Pay,13.99,2023-02-10,,0
SUB-007540,Basic,North America,18-24,PayPal,7.99,2023-02-04,,0
SUB-007541,Premium,Asia Pacific,45-54,Apple Pay,19.99,2024-01-12,,0
SUB-007542,Premium,North America,25-34,PayPal,19.99,2023-05-17,,0
SUB-007543,Premium,Latin America,35-44,PayPal,19.99,2022-01-28,,0
SUB-007544,Premium,Latin America,35-44,PayPal,19.99,2023-06-21,,0
SUB-007545,Basic,Europe,45-54,Credit Card,7.99,2022-11-10,,0
SUB-007546,Premium,Latin America,18-24,Google Pay,19.99,2024-03-05,,0
SUB-007547,Premium,Europe,55+,PayPal,19.99,2024-08-18,2026-04-27,1
SUB-007548,Standard,Middle East,55+,Google Pay,13.99,2022-10-26,,0
SUB-007549,Standard,Asia Pacific,35-44,Apple Pay,13.99,2022-09-03,,0
SUB-007550,Standard,Middle East,45-54,Credit Card,13.99,2023-05-18,,0
SUB-007551,Basic,Europe,55+,Credit Card,7.99,2024-09-19,,0
SUB-007552,Basic,Asia Pacific,25-34,Credit Card,7.99,2023-06-01,,0
SUB-007553,Standard,North America,55+,PayPal,13.99,2022-02-12,,0
SUB-007554,Basic,Middle East,25-34,PayPal,7.99,2024-11-11,,0
SUB-007555,Basic,Middle East,55+,PayPal,7.99,2024-07-26,,0
SUB-007556,Standard,North America,18-24,Apple Pay,13.99,2022-04-04,,0
SUB-007557,Basic,Europe,55+,PayPal,7.99,2023-08-06,2024-08-04,1
SUB-007558,Standard,Middle East,18-24,PayPal,13.99,2023-07-23,,0
SUB-007559,Premium,Latin America,25-34,Apple Pay,19.99,2024-10-28,,0
SUB-007560,Standard,Middle East,18-24,PayPal,13.99,2022-05-29,,0
SUB-007561,Basic,Middle East,25-34,Debit Card,7.99,2024-05-11,,0
SUB-007562,Standard,Asia Pacific,55+,PayPal,13.99,2023-08-06,,0
SUB-007563,Basic,Asia Pacific,45-54,Debit Card,7.99,2023-02-14,,0
SUB-007564,Standard,North America,35-44,PayPal,13.99,2022-04-15,,0
SUB-007565,Basic,Middle East,35-44,Credit Card,7.99,2022-06-28,,0
SUB-007566,Basic,Middle East,55+,PayPal,7.99,2022-04-11,,0
SUB-007567,Standard,Middle East,45-54,Credit Card,13.99,2024-09-01,,0
SUB-007568,Basic,North America,25-34,Google Pay,7.99,2024-09-20,,0
SUB-007569,Standard,Asia Pacific,25-34,Apple Pay,13.99,2022-11-05,,0
SUB-007570,Basic,Latin America,45-54,Google Pay,7.99,2022-04-27,,0
SUB-007571,Standard,North America,55+,PayPal,13.99,2023-02-16,,0
