student_id,programme,department,level,cohort_year,enrolment_date,status,gender,region,age_at_enrolment
STU-03696,Education,Education Dept,Postgraduate,2025,2025-09-12,Graduated,Male,Midlands,25
STU-03697,Law,Law School,PhD,2024,2024-09-10,Active,Female,London,22
STU-03698,Education,Education Dept,PhD,2025,2025-09-14,Active,Non-binary,London,43
STU-03699,Law,Law School,Undergraduate,2022,2022-09-13,Active,Prefer not to say,South East,19
STU-03700,Social Sciences,Social Sciences,PhD,2023,2023-09-03,Active,Prefer not to say,Wales,38
STU-03701,Social Sciences,Social Sciences,Postgraduate,2024,2024-09-12,Active,Male,London,23
STU-03702,Business Administration,Business,PhD,2025,2025-09-14,Withdrawn,Female,International,20
STU-03703,Business Administration,Business,PhD,2022,2022-09-08,Active,Prefer not to say,Scotland,43
STU-03704,Education,Education Dept,Undergraduate,2024,2024-09-01,Active,Non-binary,London,23
STU-03705,Engineering,Engineering,Postgraduate,2025,2025-09-07,Active,Prefer not to say,Midlands,29
STU-03706,Medicine,Medical School,PhD,2023,2023-09-01,Active,Female,South East,36
STU-03707,Computer Science,Computing,Postgraduate,2023,2023-09-04,Active,Male,Midlands,26
STU-03708,Engineering,Engineering,PhD,2024,2024-09-13,Active,Prefer not to say,South East,43
STU-03709,Engineering,Engineering,Postgraduate,2025,2025-09-12,Active,Male,South East,20
STU-03710,Education,Education Dept,Undergraduate,2025,2025-09-12,Active,Prefer not to say,Wales,42
STU-03711,Law,Law School,PhD,2024,2024-09-06,Active,Male,Wales,28
STU-03712,Law,Law School,PhD,2022,2022-09-02,Active,Male,Midlands,44
STU-03713,Law,Law School,Undergraduate,2024,2024-09-01,Deferred,Non-binary,South East,43
STU-03714,Education,Education Dept,PhD,2023,2023-09-03,Active,Male,London,39
STU-03715,Arts & Humanities,Arts,Undergraduate,2025,2025-09-13,Withdrawn,Male,International,19
STU-03716,Education,Education Dept,Undergraduate,2025,2025-09-01,Active,Prefer not to say,North West,38
STU-03717,Arts & Humanities,Arts,Undergraduate,2023,2023-09-07,Active,Female,Scotland,30
STU-03718,Medicine,Medical School,Undergraduate,2025,2025-09-07,Active,Female,London,41
STU-03719,Education,Education Dept,Postgraduate,2023,2023-09-14,Active,Prefer not to say,London,27
STU-03720,Social Sciences,Social Sciences,Undergraduate,2022,2022-09-09,Graduated,Prefer not to say,London,23
STU-03721,Engineering,Engineering,Postgraduate,2025,2025-09-09,Withdrawn,Male,South East,27
STU-03722,Medicine,Medical School,PhD,2022,2022-09-15,Withdrawn,Female,South East,18
STU-03723,Social Sciences,Social Sciences,Postgraduate,2023,2023-09-07,Graduated,Male,London,20
STU-03724,Education,Education Dept,Postgraduate,2022,2022-09-03,Active,Female,Midlands,39
STU-03725,Social Sciences,Social Sciences,Undergraduate,2022,2022-09-06,Graduated,Prefer not to say,International,20
STU-03726,Business Administration,Business,Postgraduate,2023,2023-09-11,Active,Male,Midlands,40
STU-03727,Computer Science,Computing,PhD,2024,2024-09-12,Active,Female,South East,37
STU-03728,Medicine,Medical School,Postgraduate,2025,2025-09-01,Active,Male,London,41
STU-03729,Law,Law School,PhD,2023,2023-09-07,Active,Female,South East,27
STU-03730,Medicine,Medical School,PhD,2023,2023-09-08,Active,Non-binary,North West,41
STU-03731,Medicine,Medical School,Postgraduate,2024,2024-09-03,Graduated,Prefer not to say,Scotland,27
STU-03732,Engineering,Engineering,PhD,2024,2024-09-10,Active,Prefer not to say,Midlands,38
STU-03733,Social Sciences,Social Sciences,Undergraduate,2022,2022-09-07,Graduated,Male,Wales,32
STU-03734,Business Administration,Business,PhD,2025,2025-09-10,Active,Female,Scotland,21
STU-03735,Computer Science,Computing,Postgraduate,2024,2024-09-12,Graduated,Non-binary,International,37
STU-03736,Social Sciences,Social Sciences,Undergraduate,2025,2025-09-03,Active,Male,North West,39
STU-03737,Medicine,Medical School,PhD,2023,2023-09-13,Active,Female,North West,39
STU-03738,Arts & Humanities,Arts,PhD,2022,2022-09-04,Active,Non-binary,Midlands,40
STU-03739,Social Sciences,Social Sciences,PhD,2025,2025-09-10,Graduated,Prefer not to say,International,31
STU-03740,Law,Law School,Undergraduate,2024,2024-09-12,Active,Male,Midlands,28
STU-03741,Computer Science,Computing,Undergraduate,2023,2023-09-11,Active,Female,Wales,29
STU-03742,Social Sciences,Social Sciences,PhD,2022,2022-09-01,Active,Prefer not to say,Wales,32
STU-03743,Social Sciences,Social Sciences,Undergraduate,2023,2023-09-03,Active,Prefer not to say,North West,42
STU-03744,Social Sciences,Social Sciences,PhD,2024,2024-09-01,Active,Prefer not to say,South East,19
STU-03745,Education,Education Dept,Undergraduate,2024,2024-09-01,Active,Non-binary,International,24
STU-03746,Medicine,Medical School,PhD,2024,2024-09-11,Active,Male,International,42
STU-03747,Engineering,Engineering,Postgraduate,2024,2024-09-06,Active,Female,Scotland,23
STU-03748,Computer Science,Computing,PhD,2024,2024-09-03,Active,Prefer not to say,South East,24
STU-03749,Engineering,Engineering,Undergraduate,2023,2023-09-03,Active,Male,London,42
STU-03750,Business Administration,Business,Postgraduate,2023,2023-09-03,Graduated,Male,Scotland,41
STU-03751,Social Sciences,Social Sciences,Undergraduate,2024,2024-09-02,Active,Prefer not to say,Scotland,34
STU-03752,Engineering,Engineering,Undergraduate,2023,2023-09-03,Active,Prefer not to say,South East,23
STU-03753,Business Administration,Business,PhD,2023,2023-09-07,Active,Female,International,19
STU-03754,Business Administration,Business,Undergraduate,2022,2022-09-10,Active,Male,North West,34
STU-03755,Law,Law School,Postgraduate,2023,2023-09-01,Graduated,Non-binary,Wales,39
STU-03756,Medicine,Medical School,Undergraduate,2023,2023-09-08,Active,Female,London,37
STU-03757,Social Sciences,Social Sciences,Undergraduate,2025,2025-09-04,Active,Prefer not to say,Wales,34
STU-03758,Arts & Humanities,Arts,Postgraduate,2024,2024-09-05,Active,Female,International,39
STU-03759,Education,Education Dept,PhD,2023,2023-09-10,Active,Prefer not to say,Midlands,36
STU-03760,Computer Science,Computing,Undergraduate,2025,2025-09-13,Active,Female,Midlands,39
STU-03761,Business Administration,Business,PhD,2025,2025-09-13,Active,Non-binary,South East,41
STU-03762,Medicine,Medical School,PhD,2024,2024-09-11,Active,Female,International,33
STU-03763,Medicine,Medical School,PhD,2024,2024-09-07,Graduated,Male,North West,32
STU-03764,Engineering,Engineering,PhD,2025,2025-09-05,Graduated,Non-binary,South East,21
STU-03765,Law,Law School,Postgraduate,2023,2023-09-04,Active,Non-binary,Scotland,21
STU-03766,Social Sciences,Social Sciences,PhD,2024,2024-09-04,Active,Female,International,32
STU-03767,Business Administration,Business,Postgraduate,2025,2025-09-09,Graduated,Non-binary,South East,44
STU-03768,Engineering,Engineering,Postgraduate,2025,2025-09-09,Active,Prefer not to say,Midlands,45
STU-03769,Business Administration,Business,PhD,2024,2024-09-05,Graduated,Prefer not to say,International,26
STU-03770,Arts & Humanities,Arts,Postgraduate,2023,2023-09-04,Graduated,Female,North West,45
STU-03771,Arts & Humanities,Arts,Postgraduate,2025,2025-09-11,Active,Prefer not to say,Wales,19
STU-03772,Medicine,Medical School,Undergraduate,2024,2024-09-04,Active,Non-binary,South East,41
STU-03773,Law,Law School,Postgraduate,2025,2025-09-04,Active,Female,Scotland,27
STU-03774,Computer Science,Computing,Postgraduate,2023,2023-09-12,Graduated,Non-binary,Scotland,20
STU-03775,Social Sciences,Social Sciences,Undergraduate,2022,2022-09-05,Active,Male,South East,34
STU-03776,Arts & Humanities,Arts,Postgraduate,2025,2025-09-02,Active,Male,South East,37
STU-03777,Computer Science,Computing,Postgraduate,2024,2024-09-01,Graduated,Prefer not to say,London,39
STU-03778,Computer Science,Computing,PhD,2025,2025-09-12,Graduated,Female,North West,34
STU-03779,Education,Education Dept,PhD,2023,2023-09-15,Active,Prefer not to say,London,40
STU-03780,Business Administration,Business,Undergraduate,2022,2022-09-12,Active,Prefer not to say,North West,27
STU-03781,Business Administration,Business,Undergraduate,2022,2022-09-12,Active,Male,London,35
STU-03782,Law,Law School,Postgraduate,2025,2025-09-13,Graduated,Female,Midlands,41
STU-03783,Social Sciences,Social Sciences,Postgraduate,2022,2022-09-04,Active,Prefer not to say,Midlands,39
STU-03784,Law,Law School,Undergraduate,2025,2025-09-10,Graduated,Male,Wales,20
STU-03785,Computer Science,Computing,Undergraduate,2022,2022-09-15,Active,Non-binary,Midlands,25
STU-03786,Social Sciences,Social Sciences,Postgraduate,2025,2025-09-03,Withdrawn,Male,North West,35
STU-03787,Computer Science,Computing,Postgraduate,2024,2024-09-12,Active,Male,London,33
STU-03788,Law,Law School,Postgraduate,2022,2022-09-15,Active,Non-binary,Scotland,36
STU-03789,Social Sciences,Social Sciences,Postgraduate,2025,2025-09-15,Graduated,Male,International,38
STU-03790,Medicine,Medical School,PhD,2024,2024-09-05,Active,Female,North West,36
STU-03791,Arts & Humanities,Arts,Postgraduate,2022,2022-09-10,Active,Prefer not to say,Scotland,32
STU-03792,Engineering,Engineering,PhD,2022,2022-09-12,Active,Male,London,33
STU-03793,Computer Science,Computing,Postgraduate,2022,2022-09-14,Active,Prefer not to say,Scotland,32
STU-03794,Arts & Humanities,Arts,Undergraduate,2024,2024-09-11,Active,Non-binary,International,31
STU-03795,Computer Science,Computing,Undergraduate,2025,2025-09-05,Graduated,Non-binary,Scotland,38
STU-03796,Medicine,Medical School,Undergraduate,2023,2023-09-07,Active,Male,South East,41
STU-03797,Computer Science,Computing,PhD,2022,2022-09-09,Active,Female,South East,24
STU-03798,Arts & Humanities,Arts,Undergraduate,2022,2022-09-12,Active,Female,South East,23
STU-03799,Law,Law School,Undergraduate,2024,2024-09-07,Active,Non-binary,South East,25
STU-03800,Education,Education Dept,Undergraduate,2024,2024-09-06,Active,Male,South East,26
STU-03801,Arts & Humanities,Arts,Undergraduate,2025,2025-09-12,Active,Female,International,43
STU-03802,Education,Education Dept,Undergraduate,2023,2023-09-07,Active,Non-binary,International,18
STU-03803,Law,Law School,Postgraduate,2025,2025-09-11,Graduated,Prefer not to say,Scotland,20
STU-03804,Medicine,Medical School,PhD,2023,2023-09-03,Active,Female,Midlands,38
STU-03805,Engineering,Engineering,PhD,2023,2023-09-11,Active,Prefer not to say,Wales,37
STU-03806,Computer Science,Computing,Postgraduate,2023,2023-09-09,Active,Male,Wales,29
STU-03807,Business Administration,Business,PhD,2022,2022-09-12,Active,Female,London,24
STU-03808,Business Administration,Business,Undergraduate,2022,2022-09-10,Active,Male,International,28
STU-03809,Medicine,Medical School,PhD,2022,2022-09-09,Graduated,Prefer not to say,Wales,20
STU-03810,Engineering,Engineering,Undergraduate,2022,2022-09-14,Withdrawn,Female,North West,45
STU-03811,Education,Education Dept,Postgraduate,2023,2023-09-14,Active,Prefer not to say,London,29
STU-03812,Computer Science,Computing,Undergraduate,2024,2024-09-11,Withdrawn,Female,Wales,36
STU-03813,Arts & Humanities,Arts,Undergraduate,2023,2023-09-02,Active,Male,Wales,40
STU-03814,Business Administration,Business,Postgraduate,2024,2024-09-10,Active,Male,London,26
STU-03815,Social Sciences,Social Sciences,Undergraduate,2025,2025-09-02,Active,Prefer not to say,Scotland,23
STU-03816,Law,Law School,PhD,2022,2022-09-01,Active,Non-binary,Wales,41
STU-03817,Engineering,Engineering,Postgraduate,2022,2022-09-13,Active,Prefer not to say,International,28
STU-03818,Arts & Humanities,Arts,Postgraduate,2023,2023-09-10,Graduated,Prefer not to say,Scotland,24
STU-03819,Medicine,Medical School,Undergraduate,2023,2023-09-01,Withdrawn,Female,North West,24
STU-03820,Social Sciences,Social Sciences,Postgraduate,2022,2022-09-07,Withdrawn,Male,North West,29
STU-03821,Engineering,Engineering,Postgraduate,2023,2023-09-03,Active,Female,Midlands,38
STU-03822,Education,Education Dept,Postgraduate,2025,2025-09-07,Active,Male,London,20
STU-03823,Social Sciences,Social Sciences,Undergraduate,2022,2022-09-07,Active,Male,Wales,18
STU-03824,Computer Science,Computing,Postgraduate,2025,2025-09-14,Graduated,Non-binary,Midlands,39
STU-03825,Education,Education Dept,PhD,2023,2023-09-11,Active,Female,South East,20
STU-03826,Arts & Humanities,Arts,Postgraduate,2022,2022-09-06,Active,Female,South East,21
STU-03827,Engineering,Engineering,Undergraduate,2024,2024-09-12,Active,Prefer not to say,South East,23
STU-03828,Law,Law School,Postgraduate,2024,2024-09-10,Withdrawn,Prefer not to say,Wales,19
STU-03829,Law,Law School,PhD,2024,2024-09-09,Active,Male,South East,34
STU-03830,Computer Science,Computing,PhD,2025,2025-09-05,Active,Non-binary,Wales,22
STU-03831,Business Administration,Business,Postgraduate,2025,2025-09-01,Active,Male,Wales,20
STU-03832,Computer Science,Computing,PhD,2022,2022-09-05,Active,Non-binary,London,42
STU-03833,Computer Science,Computing,Postgraduate,2025,2025-09-15,Active,Prefer not to say,London,32
STU-03834,Engineering,Engineering,PhD,2024,2024-09-07,Active,Male,London,27
STU-03835,Medicine,Medical School,PhD,2024,2024-09-04,Graduated,Non-binary,Wales,42
STU-03836,Medicine,Medical School,Postgraduate,2025,2025-09-03,Graduated,Prefer not to say,London,24
STU-03837,Arts & Humanities,Arts,Postgraduate,2024,2024-09-14,Active,Female,International,28
STU-03838,Law,Law School,PhD,2024,2024-09-11,Active,Prefer not to say,International,43
STU-03839,Business Administration,Business,Postgraduate,2025,2025-09-14,Deferred,Prefer not to say,Scotland,39
STU-03840,Law,Law School,Undergraduate,2024,2024-09-07,Active,Female,International,24
STU-03841,Business Administration,Business,Postgraduate,2023,2023-09-11,Withdrawn,Female,South East,36
STU-03842,Social Sciences,Social Sciences,Postgraduate,2024,2024-09-11,Graduated,Prefer not to say,South East,32
STU-03843,Law,Law School,Postgraduate,2022,2022-09-15,Active,Prefer not to say,Midlands,34
STU-03844,Law,Law School,Undergraduate,2025,2025-09-13,Active,Prefer not to say,North West,39
STU-03845,Education,Education Dept,PhD,2022,2022-09-11,Graduated,Prefer not to say,Wales,27
STU-03846,Law,Law School,PhD,2024,2024-09-08,Active,Prefer not to say,London,26
STU-03847,Education,Education Dept,Undergraduate,2024,2024-09-02,Active,Non-binary,South East,38
STU-03848,Law,Law School,Undergraduate,2022,2022-09-15,Active,Male,Wales,23
STU-03849,Computer Science,Computing,PhD,2022,2022-09-08,Active,Female,Midlands,34
STU-03850,Business Administration,Business,Postgraduate,2024,2024-09-12,Graduated,Prefer not to say,North West,26
STU-03851,Computer Science,Computing,PhD,2024,2024-09-13,Active,Non-binary,International,24
STU-03852,Medicine,Medical School,PhD,2023,2023-09-12,Active,Prefer not to say,North West,45
STU-03853,Arts & Humanities,Arts,Postgraduate,2024,2024-09-06,Active,Non-binary,Midlands,26
STU-03854,Business Administration,Business,Undergraduate,2024,2024-09-10,Graduated,Male,North West,44
STU-03855,Arts & Humanities,Arts,Postgraduate,2025,2025-09-08,Active,Prefer not to say,South East,34
STU-03856,Social Sciences,Social Sciences,Postgraduate,2022,2022-09-02,Active,Prefer not to say,South East,31
STU-03857,Medicine,Medical School,Undergraduate,2025,2025-09-07,Active,Non-binary,International,44
STU-03858,Computer Science,Computing,PhD,2025,2025-09-11,Graduated,Female,London,40
STU-03859,Social Sciences,Social Sciences,Undergraduate,2024,2024-09-09,Active,Male,London,30
STU-03860,Social Sciences,Social Sciences,Postgraduate,2025,2025-09-09,Active,Prefer not to say,South East,44
STU-03861,Business Administration,Business,Undergraduate,2024,2024-09-15,Active,Prefer not to say,Wales,27
STU-03862,Engineering,Engineering,Postgraduate,2025,2025-09-14,Active,Prefer not to say,South East,27
STU-03863,Arts & Humanities,Arts,Postgraduate,2025,2025-09-06,Active,Female,North West,23
STU-03864,Computer Science,Computing,PhD,2024,2024-09-12,Active,Female,Scotland,39
STU-03865,Social Sciences,Social Sciences,Postgraduate,2022,2022-09-06,Withdrawn,Prefer not to say,International,44
STU-03866,Medicine,Medical School,Undergraduate,2023,2023-09-05,Active,Female,Scotland,31
STU-03867,Education,Education Dept,Postgraduate,2022,2022-09-03,Active,Female,London,34
STU-03868,Computer Science,Computing,Postgraduate,2023,2023-09-01,Active,Prefer not to say,London,19
STU-03869,Arts & Humanities,Arts,Undergraduate,2023,2023-09-08,Active,Female,Wales,33
STU-03870,Education,Education Dept,PhD,2023,2023-09-01,Active,Non-binary,Midlands,36
STU-03871,Medicine,Medical School,Undergraduate,2025,2025-09-05,Graduated,Female,London,39
STU-03872,Engineering,Engineering,Undergraduate,2025,2025-09-08,Active,Female,North West,18
STU-03873,Engineering,Engineering,PhD,2025,2025-09-11,Graduated,Male,London,45
STU-03874,Computer Science,Computing,PhD,2023,2023-09-11,Active,Prefer not to say,North West,20
STU-03875,Engineering,Engineering,Undergraduate,2023,2023-09-14,Graduated,Non-binary,International,27
STU-03876,Social Sciences,Social Sciences,Postgraduate,2023,2023-09-12,Graduated,Male,South East,41
STU-03877,Computer Science,Computing,Postgraduate,2025,2025-09-10,Graduated,Prefer not to say,Wales,23
STU-03878,Law,Law School,PhD,2023,2023-09-14,Active,Female,Wales,38
STU-03879,Business Administration,Business,Postgraduate,2022,2022-09-13,Active,Non-binary,Midlands,21
STU-03880,Medicine,Medical School,PhD,2025,2025-09-09,Active,Male,North West,40
STU-03881,Business Administration,Business,PhD,2024,2024-09-05,Active,Male,London,20
STU-03882,Education,Education Dept,Postgraduate,2023,2023-09-10,Graduated,Prefer not to say,North West,40
STU-03883,Law,Law School,PhD,2024,2024-09-14,Active,Non-binary,London,18
STU-03884,Medicine,Medical School,PhD,2024,2024-09-13,Active,Female,Midlands,23
STU-03885,Education,Education Dept,Postgraduate,2025,2025-09-13,Active,Male,Wales,22
STU-03886,Social Sciences,Social Sciences,Undergraduate,2022,2022-09-05,Active,Male,South East,33
STU-03887,Social Sciences,Social Sciences,PhD,2024,2024-09-15,Graduated,Non-binary,Scotland,40
STU-03888,Engineering,Engineering,PhD,2025,2025-09-11,Active,Non-binary,London,34
STU-03889,Arts & Humanities,Arts,Postgraduate,2022,2022-09-11,Graduated,Non-binary,Scotland,43
STU-03890,Computer Science,Computing,Undergraduate,2022,2022-09-04,Active,Male,Midlands,29
STU-03891,Computer Science,Computing,Undergraduate,2022,2022-09-08,Graduated,Non-binary,Midlands,24
STU-03892,Law,Law School,Postgraduate,2024,2024-09-01,Active,Female,International,30
STU-03893,Education,Education Dept,Undergraduate,2024,2024-09-07,Graduated,Non-binary,London,43
STU-03894,Education,Education Dept,Undergraduate,2025,2025-09-05,Active,Non-binary,Wales,30
STU-03895,Social Sciences,Social Sciences,Postgraduate,2022,2022-09-06,Graduated,Non-binary,Midlands,44
STU-03896,Business Administration,Business,PhD,2024,2024-09-06,Active,Non-binary,South East,33
STU-03897,Arts & Humanities,Arts,PhD,2022,2022-09-11,Active,Female,London,31
STU-03898,Medicine,Medical School,Postgraduate,2024,2024-09-04,Active,Prefer not to say,London,45
STU-03899,Business Administration,Business,Postgraduate,2023,2023-09-10,Graduated,Female,Scotland,28
STU-03900,Computer Science,Computing,Postgraduate,2024,2024-09-13,Active,Prefer not to say,Scotland,39
STU-03901,Business Administration,Business,Postgraduate,2025,2025-09-09,Graduated,Male,Scotland,45
STU-03902,Computer Science,Computing,PhD,2024,2024-09-10,Active,Prefer not to say,International,23
STU-03903,Computer Science,Computing,Postgraduate,2022,2022-09-13,Active,Male,Midlands,28
STU-03904,Medicine,Medical School,PhD,2025,2025-09-15,Active,Male,Scotland,44
STU-03905,Engineering,Engineering,Undergraduate,2025,2025-09-10,Active,Prefer not to say,North West,38
STU-03906,Social Sciences,Social Sciences,Postgraduate,2025,2025-09-01,Active,Male,South East,30
STU-03907,Arts & Humanities,Arts,Undergraduate,2023,2023-09-08,Active,Male,International,32
STU-03908,Law,Law School,PhD,2025,2025-09-13,Active,Non-binary,North West,45
STU-03909,Education,Education Dept,PhD,2023,2023-09-05,Graduated,Female,Midlands,35
STU-03910,Medicine,Medical School,Undergraduate,2023,2023-09-11,Active,Male,Midlands,41
STU-03911,Engineering,Engineering,Undergraduate,2023,2023-09-08,Active,Female,Wales,31
STU-03912,Medicine,Medical School,PhD,2022,2022-09-10,Withdrawn,Non-binary,South East,25
STU-03913,Medicine,Medical School,Postgraduate,2024,2024-09-14,Graduated,Female,North West,27
STU-03914,Medicine,Medical School,PhD,2024,2024-09-03,Graduated,Female,International,45
STU-03915,Law,Law School,PhD,2025,2025-09-06,Graduated,Prefer not to say,International,41
STU-03916,Medicine,Medical School,Undergraduate,2024,2024-09-14,Active,Non-binary,London,19
STU-03917,Computer Science,Computing,PhD,2025,2025-09-04,Withdrawn,Non-binary,London,37
STU-03918,Medicine,Medical School,PhD,2024,2024-09-10,Active,Prefer not to say,North West,29
STU-03919,Law,Law School,PhD,2022,2022-09-12,Graduated,Prefer not to say,South East,24
STU-03920,Engineering,Engineering,PhD,2023,2023-09-09,Graduated,Male,International,18
STU-03921,Business Administration,Business,Undergraduate,2022,2022-09-10,Active,Male,North West,43
STU-03922,Arts & Humanities,Arts,PhD,2022,2022-09-07,Active,Prefer not to say,South East,34
STU-03923,Engineering,Engineering,PhD,2022,2022-09-04,Active,Prefer not to say,London,28
STU-03924,Engineering,Engineering,Undergraduate,2023,2023-09-12,Graduated,Female,Midlands,35
STU-03925,Social Sciences,Social Sciences,Undergraduate,2023,2023-09-12,Active,Female,South East,32
STU-03926,Law,Law School,Postgraduate,2023,2023-09-02,Active,Female,International,37
STU-03927,Education,Education Dept,Postgraduate,2022,2022-09-05,Active,Non-binary,International,41
STU-03928,Education,Education Dept,PhD,2023,2023-09-03,Withdrawn,Male,Midlands,33
STU-03929,Social Sciences,Social Sciences,Undergraduate,2023,2023-09-15,Active,Prefer not to say,North West,28
STU-03930,Education,Education Dept,PhD,2023,2023-09-13,Active,Female,Wales,34
STU-03931,Computer Science,Computing,PhD,2024,2024-09-12,Active,Non-binary,Wales,36
STU-03932,Education,Education Dept,Postgraduate,2023,2023-09-15,Active,Female,International,32
STU-03933,Computer Science,Computing,Postgraduate,2022,2022-09-01,Active,Non-binary,Wales,29
STU-03934,Medicine,Medical School,Undergraduate,2023,2023-09-14,Active,Female,International,32
STU-03935,Business Administration,Business,Postgraduate,2023,2023-09-05,Active,Male,London,45
STU-03936,Computer Science,Computing,PhD,2024,2024-09-14,Active,Female,North West,32
STU-03937,Education,Education Dept,Postgraduate,2022,2022-09-10,Active,Non-binary,London,45
STU-03938,Business Administration,Business,PhD,2024,2024-09-01,Active,Prefer not to say,Scotland,32
STU-03939,Business Administration,Business,Undergraduate,2022,2022-09-01,Active,Non-binary,South East,28
STU-03940,Arts & Humanities,Arts,PhD,2025,2025-09-05,Active,Non-binary,Midlands,31
STU-03941,Engineering,Engineering,PhD,2025,2025-09-02,Active,Non-binary,International,33
STU-03942,Computer Science,Computing,PhD,2023,2023-09-04,Active,Female,London,21
STU-03943,Computer Science,Computing,Undergraduate,2025,2025-09-14,Graduated,Male,Scotland,32
STU-03944,Business Administration,Business,PhD,2025,2025-09-13,Active,Prefer not to say,Midlands,35
STU-03945,Law,Law School,PhD,2023,2023-09-15,Graduated,Prefer not to say,South East,22
STU-03946,Arts & Humanities,Arts,PhD,2025,2025-09-04,Graduated,Female,Midlands,18
STU-03947,Social Sciences,Social Sciences,PhD,2023,2023-09-04,Graduated,Non-binary,Scotland,30
STU-03948,Arts & Humanities,Arts,PhD,2022,2022-09-15,Active,Non-binary,South East,39
STU-03949,Law,Law School,Postgraduate,2023,2023-09-15,Active,Female,Wales,43
STU-03950,Business Administration,Business,PhD,2025,2025-09-11,Graduated,Male,North West,22
STU-03951,Medicine,Medical School,PhD,2025,2025-09-07,Active,Female,London,39
STU-03952,Medicine,Medical School,Postgraduate,2024,2024-09-05,Graduated,Non-binary,South East,36
STU-03953,Arts & Humanities,Arts,Undergraduate,2022,2022-09-04,Active,Male,London,19
STU-03954,Computer Science,Computing,Postgraduate,2024,2024-09-10,Graduated,Male,Midlands,27
STU-03955,Arts & Humanities,Arts,Postgraduate,2024,2024-09-05,Withdrawn,Male,Scotland,39
STU-03956,Arts & Humanities,Arts,PhD,2024,2024-09-09,Graduated,Male,North West,19
STU-03957,Business Administration,Business,Postgraduate,2024,2024-09-11,Active,Non-binary,South East,31
STU-03958,Education,Education Dept,PhD,2023,2023-09-03,Active,Prefer not to say,Scotland,22
STU-03959,Social Sciences,Social Sciences,Undergraduate,2025,2025-09-09,Active,Prefer not to say,Wales,33
STU-03960,Law,Law School,Undergraduate,2022,2022-09-09,Graduated,Female,Scotland,37
STU-03961,Social Sciences,Social Sciences,PhD,2023,2023-09-10,Deferred,Female,Midlands,40
STU-03962,Arts & Humanities,Arts,Postgraduate,2025,2025-09-09,Deferred,Female,International,31
STU-03963,Computer Science,Computing,Undergraduate,2024,2024-09-13,Active,Prefer not to say,London,19
STU-03964,Law,Law School,Postgraduate,2023,2023-09-12,Withdrawn,Non-binary,North West,41
STU-03965,Medicine,Medical School,Undergraduate,2023,2023-09-02,Active,Non-binary,North West,20
STU-03966,Medicine,Medical School,PhD,2023,2023-09-14,Active,Female,Wales,30
STU-03967,Business Administration,Business,PhD,2022,2022-09-01,Active,Female,Scotland,43
STU-03968,Business Administration,Business,Undergraduate,2024,2024-09-01,Active,Prefer not to say,Scotland,34
STU-03969,Law,Law School,Undergraduate,2022,2022-09-05,Active,Prefer not to say,Wales,32
STU-03970,Arts & Humanities,Arts,Postgraduate,2024,2024-09-05,Active,Female,London,34
STU-03971,Computer Science,Computing,Postgraduate,2024,2024-09-02,Active,Female,Scotland,36
STU-03972,Education,Education Dept,Postgraduate,2024,2024-09-06,Active,Male,London,42
STU-03973,Social Sciences,Social Sciences,PhD,2022,2022-09-06,Active,Non-binary,North West,19
STU-03974,Engineering,Engineering,Postgraduate,2024,2024-09-10,Active,Male,International,25
STU-03975,Medicine,Medical School,Postgraduate,2025,2025-09-10,Withdrawn,Male,Scotland,38
STU-03976,Arts & Humanities,Arts,Postgraduate,2023,2023-09-11,Active,Non-binary,London,44
STU-03977,Business Administration,Business,Undergraduate,2024,2024-09-04,Active,Prefer not to say,North West,40
STU-03978,Computer Science,Computing,PhD,2024,2024-09-15,Graduated,Prefer not to say,North West,41
STU-03979,Computer Science,Computing,Postgraduate,2024,2024-09-15,Active,Female,South East,28
STU-03980,Arts & Humanities,Arts,Undergraduate,2025,2025-09-13,Graduated,Female,Scotland,45
STU-03981,Law,Law School,Postgraduate,2025,2025-09-01,Active,Prefer not to say,London,34
STU-03982,Medicine,Medical School,Postgraduate,2024,2024-09-14,Active,Prefer not to say,Wales,42
STU-03983,Law,Law School,Undergraduate,2025,2025-09-07,Active,Male,South East,27
STU-03984,Social Sciences,Social Sciences,PhD,2023,2023-09-11,Graduated,Non-binary,Wales,39
STU-03985,Arts & Humanities,Arts,PhD,2024,2024-09-06,Graduated,Male,South East,42
STU-03986,Computer Science,Computing,Postgraduate,2022,2022-09-07,Graduated,Male,Midlands,29
STU-03987,Law,Law School,Postgraduate,2023,2023-09-04,Active,Prefer not to say,International,40
STU-03988,Business Administration,Business,Postgraduate,2025,2025-09-01,Graduated,Male,Midlands,31
STU-03989,Arts & Humanities,Arts,Undergraduate,2025,2025-09-06,Active,Male,Wales,33
STU-03990,Social Sciences,Social Sciences,Postgraduate,2025,2025-09-08,Active,Prefer not to say,Wales,36
STU-03991,Arts & Humanities,Arts,Postgraduate,2023,2023-09-14,Active,Prefer not to say,Midlands,41
STU-03992,Education,Education Dept,Undergraduate,2023,2023-09-05,Graduated,Male,London,19
STU-03993,Law,Law School,Undergraduate,2025,2025-09-10,Graduated,Prefer not to say,South East,45
STU-03994,Social Sciences,Social Sciences,PhD,2025,2025-09-07,Active,Prefer not to say,Scotland,25
STU-03995,Computer Science,Computing,PhD,2022,2022-09-12,Active,Prefer not to say,Midlands,34
STU-03996,Arts & Humanities,Arts,Postgraduate,2024,2024-09-11,Graduated,Male,North West,25
