timesheet_id,consultant_id,engagement_id,week_starting,task_type,hours_logged,is_billable,daily_rate_gbp,billed_value_gbp
TS-0041236,CON-0040,ENG-00092,2024-09-04,Internal,0.85,0,642,0
TS-0041237,CON-0079,ENG-00376,2024-10-23,Training,2.18,0,2768,0
TS-0041238,CON-0104,ENG-00661,2024-09-25,Client Work,8.47,1,380,402.33
TS-0041239,CON-0150,ENG-00879,2024-10-16,Training,2.03,0,668,0
TS-0041240,CON-0190,ENG-00785,2024-11-20,Business Development,6.37,0,741,0
TS-0041241,CON-0066,ENG-00855,2025-03-12,Client Work,1.03,1,2880,370.8
TS-0041242,CON-0086,ENG-00005,2024-09-18,Admin,7.05,0,1211,0
TS-0041243,CON-0044,ENG-00184,2024-09-11,Admin,8.51,0,890,0
TS-0041244,CON-0126,ENG-00137,2024-07-17,Client Work,8.54,1,678,723.76
TS-0041245,CON-0165,ENG-00187,2025-02-05,Business Development,4.41,0,2068,0
TS-0041246,CON-0196,ENG-00472,2024-10-09,Client Work,3.56,1,733,326.19
TS-0041247,CON-0128,ENG-00447,2024-10-23,Client Work,5.05,1,369,232.93
TS-0041248,CON-0014,ENG-00638,2024-08-28,Admin,4.82,0,2030,0
TS-0041249,CON-0189,ENG-00691,2025-03-05,Client Work,2.24,0,2835,0
TS-0041250,CON-0182,ENG-00622,2024-09-04,Training,3.96,0,2054,0
TS-0041251,CON-0144,ENG-00673,2025-01-01,Client Work,0.89,0,673,0
TS-0041252,CON-0165,ENG-00482,2024-09-11,Client Work,4.11,1,2068,1062.44
TS-0041253,CON-0190,ENG-00094,2024-11-13,Internal,4.74,0,741,0
TS-0041254,CON-0031,ENG-00610,2025-01-01,Admin,1.62,0,865,0
TS-0041255,CON-0030,ENG-00381,2024-09-18,Client Work,7.01,1,436,382.05
TS-0041256,CON-0155,ENG-00302,2024-07-31,Client Work,2.51,1,978,306.85
TS-0041257,CON-0033,ENG-00802,2025-04-02,Internal,1.37,0,997,0
TS-0041258,CON-0118,ENG-00141,2024-12-04,Client Work,3.79,1,1222,578.92
TS-0041259,CON-0043,ENG-00302,2025-02-26,Client Work,2.65,1,930,308.06
TS-0041260,CON-0184,ENG-00603,2025-01-08,Client Work,6.87,1,738,633.76
TS-0041261,CON-0085,ENG-00403,2024-10-23,Client Work,3.58,1,1216,544.16
TS-0041262,CON-0036,ENG-00360,2025-02-12,Client Work,6.76,1,377,318.56
TS-0041263,CON-0033,ENG-00794,2024-08-28,Client Work,1.63,1,997,203.14
TS-0041264,CON-0097,ENG-00311,2024-08-28,Client Work,5.0,1,1214,758.75
TS-0041265,CON-0189,ENG-00987,2024-10-16,Training,0.83,0,2835,0
TS-0041266,CON-0195,ENG-00647,2024-10-23,Client Work,6.74,1,981,826.49
TS-0041267,CON-0162,ENG-00452,2025-02-26,Client Work,1.54,1,1964,378.07
TS-0041268,CON-0119,ENG-00206,2025-01-22,Client Work,4.82,1,603,363.31
TS-0041269,CON-0023,ENG-00419,2024-07-17,Client Work,4.07,1,1600,814.0
TS-0041270,CON-0095,ENG-00166,2024-12-04,Client Work,3.93,1,468,229.91
TS-0041271,CON-0070,ENG-00816,2024-09-25,Business Development,4.08,0,1287,0
TS-0041272,CON-0036,ENG-00963,2024-12-25,Admin,7.91,0,377,0
TS-0041273,CON-0050,ENG-00519,2024-09-11,Client Work,2.54,1,2804,890.27
TS-0041274,CON-0145,ENG-00879,2024-08-07,Client Work,0.57,1,411,29.28
TS-0041275,CON-0061,ENG-00306,2024-09-25,Client Work,6.11,0,1589,0
TS-0041276,CON-0004,ENG-00113,2025-03-12,Client Work,2.29,1,671,192.07
TS-0041277,CON-0129,ENG-00286,2024-09-04,Business Development,4.02,0,1158,0
TS-0041278,CON-0170,ENG-00799,2025-03-19,Internal,1.81,0,612,0
TS-0041279,CON-0091,ENG-00426,2025-04-02,Client Work,4.48,1,707,395.92
TS-0041280,CON-0027,ENG-00701,2024-08-14,Client Work,7.7,1,1271,1223.34
TS-0041281,CON-0046,ENG-00241,2025-01-15,Client Work,7.09,1,498,441.35
TS-0041282,CON-0089,ENG-00307,2025-02-19,Business Development,9.4,0,902,0
TS-0041283,CON-0001,ENG-00221,2024-12-11,Admin,9.85,0,920,0
TS-0041284,CON-0190,ENG-00892,2025-03-05,Client Work,3.38,1,741,313.07
TS-0041285,CON-0100,ENG-00156,2024-09-25,Internal,4.1,0,905,0
TS-0041286,CON-0147,ENG-00228,2024-12-11,Admin,1.05,0,924,0
TS-0041287,CON-0038,ENG-00852,2025-03-12,Business Development,1.04,0,740,0
TS-0041288,CON-0129,ENG-00177,2024-10-09,Client Work,1.56,1,1158,225.81
TS-0041289,CON-0087,ENG-00011,2025-04-02,Internal,9.07,0,738,0
TS-0041290,CON-0199,ENG-00658,2025-02-26,Client Work,4.35,1,499,271.33
TS-0041291,CON-0182,ENG-00073,2024-10-02,Client Work,9.35,1,2054,2400.61
TS-0041292,CON-0145,ENG-00942,2024-07-03,Client Work,6.97,1,411,358.08
TS-0041293,CON-0186,ENG-00152,2025-01-01,Client Work,1.26,0,463,0
TS-0041294,CON-0167,ENG-00907,2024-09-25,Client Work,2.31,0,676,0
TS-0041295,CON-0141,ENG-00707,2024-08-28,Client Work,7.55,1,414,390.71
TS-0041296,CON-0183,ENG-00987,2025-02-05,Business Development,2.77,0,624,0
TS-0041297,CON-0014,ENG-00629,2024-07-17,Client Work,4.13,1,2030,1047.99
TS-0041298,CON-0188,ENG-00980,2025-03-05,Client Work,1.33,1,716,119.04
TS-0041299,CON-0108,ENG-00238,2024-10-09,Business Development,6.79,0,1218,0
TS-0041300,CON-0076,ENG-00409,2024-07-17,Client Work,9.45,1,730,862.31
TS-0041301,CON-0102,ENG-00639,2024-09-18,Client Work,4.99,0,497,0
TS-0041302,CON-0080,ENG-00494,2024-12-11,Training,0.96,0,476,0
TS-0041303,CON-0193,ENG-00742,2025-02-05,Client Work,5.02,1,410,257.27
TS-0041304,CON-0036,ENG-00384,2024-07-03,Admin,8.53,0,377,0
TS-0041305,CON-0151,ENG-00547,2024-11-27,Client Work,6.2,1,1675,1298.12
TS-0041306,CON-0142,ENG-00694,2025-04-02,Client Work,3.38,1,1688,713.18
TS-0041307,CON-0029,ENG-00147,2024-08-14,Training,5.18,0,1245,0
TS-0041308,CON-0034,ENG-00669,2024-07-17,Client Work,4.23,1,1574,832.25
TS-0041309,CON-0017,ENG-00519,2024-12-25,Training,3.13,0,2876,0
TS-0041310,CON-0088,ENG-00974,2024-11-13,Client Work,3.34,1,654,273.05
TS-0041311,CON-0054,ENG-00842,2024-12-11,Internal,3.49,0,1222,0
TS-0041312,CON-0196,ENG-00265,2025-04-02,Client Work,8.44,1,733,773.31
TS-0041313,CON-0094,ENG-00082,2024-12-18,Business Development,9.02,0,1956,0
TS-0041314,CON-0130,ENG-00544,2025-03-12,Client Work,4.27,1,1209,645.3
TS-0041315,CON-0097,ENG-00770,2024-07-10,Admin,7.19,0,1214,0
TS-0041316,CON-0123,ENG-00820,2024-08-21,Client Work,3.18,1,863,343.04
TS-0041317,CON-0064,ENG-00033,2024-10-30,Client Work,1.96,1,689,168.81
TS-0041318,CON-0129,ENG-00839,2024-12-04,Client Work,9.21,1,1158,1333.15
TS-0041319,CON-0141,ENG-00290,2024-09-04,Internal,9.37,0,414,0
TS-0041320,CON-0160,ENG-00067,2024-10-02,Client Work,2.11,1,658,173.55
TS-0041321,CON-0025,ENG-00341,2025-04-02,Client Work,1.66,1,428,88.81
TS-0041322,CON-0098,ENG-00440,2025-02-05,Training,9.4,0,367,0
TS-0041323,CON-0028,ENG-00481,2024-10-16,Training,7.78,0,1688,0
TS-0041324,CON-0091,ENG-00193,2024-12-25,Internal,4.4,0,707,0
TS-0041325,CON-0066,ENG-00318,2025-02-26,Client Work,8.42,1,2880,3031.2
TS-0041326,CON-0082,ENG-00782,2024-10-23,Client Work,1.85,1,1668,385.73
TS-0041327,CON-0009,ENG-00963,2024-07-24,Client Work,3.47,1,2775,1203.66
TS-0041328,CON-0136,ENG-00216,2025-03-05,Internal,7.4,0,747,0
TS-0041329,CON-0122,ENG-00586,2024-08-28,Training,6.16,0,472,0
TS-0041330,CON-0140,ENG-00774,2025-03-19,Client Work,4.16,0,673,0
TS-0041331,CON-0071,ENG-00279,2025-01-15,Training,8.05,0,684,0
TS-0041332,CON-0140,ENG-00028,2025-02-19,Client Work,4.76,0,673,0
TS-0041333,CON-0088,ENG-00222,2024-11-06,Internal,8.31,0,654,0
TS-0041334,CON-0087,ENG-00234,2024-08-21,Client Work,7.17,1,738,661.43
TS-0041335,CON-0195,ENG-00365,2024-08-07,Client Work,8.19,1,981,1004.3
TS-0041336,CON-0078,ENG-00189,2025-04-02,Client Work,6.69,1,1200,1003.5
TS-0041337,CON-0113,ENG-00545,2024-11-06,Business Development,1.12,0,854,0
TS-0041338,CON-0046,ENG-00950,2025-04-02,Business Development,4.95,0,498,0
TS-0041339,CON-0015,ENG-00218,2025-01-22,Client Work,9.1,1,1586,1804.07
TS-0041340,CON-0079,ENG-00561,2024-11-20,Training,3.63,0,2768,0
TS-0041341,CON-0143,ENG-00051,2024-09-25,Client Work,4.13,1,977,504.38
TS-0041342,CON-0085,ENG-00473,2024-07-17,Business Development,8.35,0,1216,0
TS-0041343,CON-0019,ENG-00987,2024-09-18,Business Development,0.63,0,914,0
TS-0041344,CON-0055,ENG-00307,2025-02-05,Client Work,1.17,1,667,97.55
TS-0041345,CON-0193,ENG-00689,2025-02-05,Client Work,5.75,1,410,294.69
TS-0041346,CON-0120,ENG-00464,2024-08-07,Client Work,9.88,0,424,0
TS-0041347,CON-0088,ENG-00429,2024-09-25,Client Work,3.15,1,654,257.51
TS-0041348,CON-0047,ENG-00294,2025-01-22,Client Work,9.59,0,733,0
TS-0041349,CON-0182,ENG-00207,2024-10-30,Client Work,3.64,1,2054,934.57
TS-0041350,CON-0060,ENG-00207,2024-09-18,Business Development,1.15,0,1613,0
TS-0041351,CON-0039,ENG-00826,2024-10-09,Client Work,3.12,1,1610,627.9
TS-0041352,CON-0119,ENG-00703,2024-08-07,Business Development,9.87,0,603,0
TS-0041353,CON-0079,ENG-00905,2024-07-10,Training,8.6,0,2768,0
TS-0041354,CON-0100,ENG-00786,2025-03-26,Client Work,9.93,1,905,1123.33
TS-0041355,CON-0095,ENG-00609,2024-11-27,Client Work,8.51,1,468,497.83
TS-0041356,CON-0103,ENG-00639,2025-04-02,Client Work,1.2,1,619,92.85
TS-0041357,CON-0190,ENG-00916,2024-07-31,Client Work,6.56,1,741,607.62
TS-0041358,CON-0013,ENG-00134,2024-08-21,Client Work,7.97,1,680,677.45
TS-0041359,CON-0153,ENG-00821,2025-02-19,Internal,7.67,0,1696,0
TS-0041360,CON-0195,ENG-00362,2025-01-15,Client Work,9.12,1,981,1118.34
TS-0041361,CON-0027,ENG-00617,2024-12-18,Client Work,0.5,1,1271,79.44
TS-0041362,CON-0079,ENG-00868,2024-11-27,Client Work,6.77,1,2768,2342.42
TS-0041363,CON-0124,ENG-00468,2024-09-04,Client Work,1.07,1,1980,264.82
TS-0041364,CON-0008,ENG-00463,2024-11-13,Client Work,8.72,1,861,938.49
TS-0041365,CON-0126,ENG-00092,2025-01-08,Admin,1.08,0,678,0
TS-0041366,CON-0071,ENG-00043,2024-11-27,Admin,7.66,0,684,0
TS-0041367,CON-0138,ENG-00774,2024-10-16,Business Development,8.98,0,2061,0
TS-0041368,CON-0128,ENG-00278,2024-12-18,Client Work,1.64,1,369,75.64
TS-0041369,CON-0200,ENG-00159,2024-08-28,Admin,9.04,0,2866,0
TS-0041370,CON-0097,ENG-00105,2025-02-19,Client Work,1.67,1,1214,253.42
TS-0041371,CON-0141,ENG-00461,2024-10-09,Client Work,6.69,1,414,346.21
TS-0041372,CON-0160,ENG-00563,2024-09-04,Client Work,5.17,1,658,425.23
TS-0041373,CON-0081,ENG-00485,2025-03-26,Client Work,7.87,1,1577,1551.37
TS-0041374,CON-0020,ENG-00334,2024-09-11,Client Work,2.62,1,1287,421.49
TS-0041375,CON-0062,ENG-00169,2024-12-04,Admin,4.29,0,1635,0
TS-0041376,CON-0141,ENG-00275,2024-11-13,Client Work,6.07,1,414,314.12
TS-0041377,CON-0187,ENG-00702,2024-08-14,Client Work,8.71,1,489,532.4
TS-0041378,CON-0009,ENG-00408,2024-07-03,Client Work,1.93,1,2775,669.47
TS-0041379,CON-0154,ENG-00701,2025-01-01,Client Work,8.9,0,447,0
TS-0041380,CON-0115,ENG-00156,2024-10-02,Client Work,0.78,1,684,66.69
TS-0041381,CON-0192,ENG-00444,2025-02-26,Client Work,7.38,1,2794,2577.47
TS-0041382,CON-0184,ENG-00412,2024-11-13,Client Work,9.36,1,738,863.46
TS-0041383,CON-0094,ENG-00251,2025-02-12,Internal,5.88,0,1956,0
TS-0041384,CON-0067,ENG-00962,2024-07-24,Client Work,6.39,1,666,531.97
TS-0041385,CON-0027,ENG-00018,2025-01-15,Business Development,0.88,0,1271,0
TS-0041386,CON-0124,ENG-00207,2025-01-08,Client Work,3.45,1,1980,853.88
TS-0041387,CON-0116,ENG-00145,2024-10-09,Internal,3.05,0,649,0
TS-0041388,CON-0034,ENG-00692,2025-04-02,Admin,9.89,0,1574,0
TS-0041389,CON-0141,ENG-00688,2025-01-15,Internal,3.02,0,414,0
TS-0041390,CON-0086,ENG-00814,2024-09-18,Client Work,5.49,1,1211,831.05
TS-0041391,CON-0052,ENG-00286,2024-11-20,Training,5.21,0,1285,0
TS-0041392,CON-0014,ENG-00141,2024-09-25,Client Work,1.98,1,2030,502.43
TS-0041393,CON-0071,ENG-00569,2024-12-11,Client Work,3.29,1,684,281.3
TS-0041394,CON-0075,ENG-00987,2025-04-02,Client Work,1.63,1,748,152.41
TS-0041395,CON-0094,ENG-00070,2024-07-17,Internal,6.32,0,1956,0
TS-0041396,CON-0158,ENG-00614,2025-02-19,Internal,0.95,0,620,0
TS-0041397,CON-0002,ENG-00416,2025-03-12,Client Work,0.89,1,1258,139.95
TS-0041398,CON-0062,ENG-00603,2024-08-07,Client Work,5.62,1,1635,1148.59
TS-0041399,CON-0133,ENG-00921,2025-02-12,Client Work,1.92,1,923,221.52
TS-0041400,CON-0200,ENG-00228,2024-08-28,Client Work,8.19,1,2866,2934.07
TS-0041401,CON-0070,ENG-00277,2025-03-19,Business Development,2.89,0,1287,0
TS-0041402,CON-0111,ENG-00681,2024-08-28,Client Work,1.63,1,1220,248.57
TS-0041403,CON-0094,ENG-00658,2024-11-27,Client Work,7.33,1,1956,1792.18
TS-0041404,CON-0047,ENG-00061,2024-07-03,Business Development,6.76,0,733,0
TS-0041405,CON-0112,ENG-00401,2025-03-05,Client Work,6.66,1,475,395.44
TS-0041406,CON-0004,ENG-00806,2024-11-13,Client Work,3.44,1,671,288.53
TS-0041407,CON-0197,ENG-00987,2024-11-27,Internal,5.3,0,452,0
TS-0041408,CON-0043,ENG-00080,2024-11-13,Business Development,8.24,0,930,0
TS-0041409,CON-0114,ENG-00272,2024-12-11,Internal,8.87,0,1298,0
TS-0041410,CON-0112,ENG-00240,2024-09-18,Client Work,0.75,1,475,44.53
TS-0041411,CON-0132,ENG-00994,2024-10-30,Client Work,0.6,1,1968,147.6
TS-0041412,CON-0028,ENG-00396,2024-10-09,Internal,7.33,0,1688,0
TS-0041413,CON-0004,ENG-00605,2025-03-05,Business Development,6.37,0,671,0
TS-0041414,CON-0191,ENG-00393,2025-01-08,Client Work,2.09,0,600,0
TS-0041415,CON-0102,ENG-00657,2025-04-02,Client Work,2.82,0,497,0
TS-0041416,CON-0155,ENG-00047,2025-01-29,Client Work,1.52,1,978,185.82
TS-0041417,CON-0004,ENG-00148,2025-03-26,Client Work,8.24,1,671,691.13
TS-0041418,CON-0182,ENG-00442,2024-12-04,Client Work,8.1,1,2054,2079.67
TS-0041419,CON-0046,ENG-00369,2025-02-19,Client Work,2.37,1,498,147.53
TS-0041420,CON-0107,ENG-00481,2025-02-26,Business Development,6.54,0,1283,0
TS-0041421,CON-0114,ENG-00516,2024-09-25,Client Work,8.89,1,1298,1442.4
TS-0041422,CON-0043,ENG-00895,2024-07-17,Client Work,6.64,1,930,771.9
TS-0041423,CON-0117,ENG-00664,2025-01-01,Admin,7.19,0,1999,0
TS-0041424,CON-0010,ENG-00287,2024-07-10,Business Development,5.09,0,418,0
TS-0041425,CON-0162,ENG-00653,2024-07-17,Client Work,3.15,1,1964,773.32
TS-0041426,CON-0165,ENG-00207,2024-11-27,Client Work,2.82,1,2068,728.97
TS-0041427,CON-0022,ENG-00740,2024-11-20,Client Work,5.59,0,2879,0
TS-0041428,CON-0066,ENG-00367,2024-07-24,Client Work,1.31,1,2880,471.6
TS-0041429,CON-0137,ENG-00984,2024-07-17,Client Work,5.79,1,894,647.03
TS-0041430,CON-0166,ENG-00575,2024-09-11,Client Work,3.46,1,1223,528.95
TS-0041431,CON-0022,ENG-00850,2025-02-05,Training,7.96,0,2879,0
TS-0041432,CON-0065,ENG-00705,2024-11-06,Client Work,9.94,1,702,872.23
TS-0041433,CON-0101,ENG-00897,2024-09-18,Training,6.33,0,379,0
TS-0041434,CON-0114,ENG-00226,2024-08-07,Internal,4.42,0,1298,0
TS-0041435,CON-0153,ENG-00161,2024-10-09,Internal,9.38,0,1696,0
TS-0041436,CON-0183,ENG-00749,2024-08-14,Client Work,7.67,0,624,0
TS-0041437,CON-0102,ENG-00875,2024-08-21,Admin,9.05,0,497,0
TS-0041438,CON-0005,ENG-00211,2024-10-02,Business Development,3.36,0,1189,0
TS-0041439,CON-0148,ENG-00944,2025-01-01,Client Work,1.22,1,1666,254.06
TS-0041440,CON-0149,ENG-00028,2024-11-27,Client Work,3.62,1,1984,897.76
TS-0041441,CON-0170,ENG-00271,2025-01-01,Internal,6.87,0,612,0
TS-0041442,CON-0133,ENG-00970,2025-02-05,Client Work,8.51,1,923,981.84
TS-0041443,CON-0185,ENG-00663,2024-08-21,Client Work,6.65,1,1675,1392.34
TS-0041444,CON-0012,ENG-00896,2024-12-04,Client Work,8.72,1,2892,3152.28
TS-0041445,CON-0108,ENG-00207,2024-10-02,Client Work,3.35,0,1218,0
TS-0041446,CON-0186,ENG-00757,2024-08-28,Internal,4.23,0,463,0
TS-0041447,CON-0152,ENG-00377,2024-07-10,Client Work,6.47,1,739,597.67
TS-0041448,CON-0078,ENG-00840,2024-09-04,Internal,5.13,0,1200,0
TS-0041449,CON-0088,ENG-00282,2024-07-10,Client Work,9.69,1,654,792.16
TS-0041450,CON-0088,ENG-00940,2024-11-13,Admin,0.64,0,654,0
TS-0041451,CON-0074,ENG-00862,2024-10-16,Client Work,2.83,1,1295,458.11
TS-0041452,CON-0198,ENG-00954,2024-07-17,Business Development,0.68,0,1170,0
TS-0041453,CON-0172,ENG-00932,2024-09-04,Internal,5.92,0,1185,0
TS-0041454,CON-0196,ENG-00903,2024-10-09,Client Work,7.78,1,733,712.84
TS-0041455,CON-0082,ENG-00140,2024-12-04,Training,8.82,0,1668,0
TS-0041456,CON-0004,ENG-00529,2024-10-09,Client Work,7.22,1,671,605.58
TS-0041457,CON-0099,ENG-00998,2024-10-02,Client Work,5.44,1,1155,785.4
TS-0041458,CON-0010,ENG-00512,2025-03-19,Client Work,7.7,0,418,0
TS-0041459,CON-0100,ENG-00765,2024-08-28,Client Work,6.66,1,905,753.41
TS-0041460,CON-0094,ENG-00845,2025-04-02,Client Work,4.69,1,1956,1146.71
TS-0041461,CON-0075,ENG-00126,2024-11-13,Training,6.48,0,748,0
TS-0041462,CON-0167,ENG-00393,2025-02-26,Client Work,9.39,0,676,0
TS-0041463,CON-0045,ENG-00636,2024-10-02,Client Work,7.26,0,1567,0
TS-0041464,CON-0057,ENG-00863,2024-07-03,Client Work,5.73,1,963,689.75
TS-0041465,CON-0075,ENG-00043,2025-02-19,Business Development,4.16,0,748,0
TS-0041466,CON-0002,ENG-00675,2025-02-05,Internal,5.98,0,1258,0
TS-0041467,CON-0043,ENG-00682,2024-10-02,Business Development,1.2,0,930,0
TS-0041468,CON-0130,ENG-00840,2024-11-06,Client Work,8.85,1,1209,1337.46
TS-0041469,CON-0111,ENG-00877,2025-01-15,Client Work,3.92,1,1220,597.8
TS-0041470,CON-0095,ENG-00855,2024-08-07,Client Work,0.8,1,468,46.8
TS-0041471,CON-0041,ENG-00865,2024-07-31,Client Work,6.73,1,716,602.34
TS-0041472,CON-0031,ENG-00383,2024-10-02,Client Work,9.48,1,865,1025.03
TS-0041473,CON-0125,ENG-00920,2024-09-18,Client Work,8.1,1,983,995.29
TS-0041474,CON-0185,ENG-00827,2024-07-17,Client Work,6.34,1,1675,1327.44
TS-0041475,CON-0039,ENG-00991,2024-09-11,Client Work,0.54,1,1610,108.68
TS-0041476,CON-0145,ENG-00480,2025-01-22,Client Work,2.82,1,411,144.88
TS-0041477,CON-0153,ENG-00619,2024-08-21,Internal,1.49,0,1696,0
TS-0041478,CON-0072,ENG-00918,2025-02-26,Client Work,8.54,1,1229,1311.96
TS-0041479,CON-0001,ENG-00212,2024-12-11,Business Development,1.52,0,920,0
TS-0041480,CON-0087,ENG-00727,2024-11-27,Admin,6.75,0,738,0
TS-0041481,CON-0134,ENG-00452,2024-08-07,Training,7.99,0,1288,0
TS-0041482,CON-0116,ENG-00593,2025-02-05,Business Development,6.03,0,649,0
TS-0041483,CON-0075,ENG-00448,2025-01-29,Internal,6.11,0,748,0
TS-0041484,CON-0057,ENG-00025,2025-03-19,Training,9.07,0,963,0
TS-0041485,CON-0106,ENG-00993,2024-11-20,Admin,2.67,0,1577,0
TS-0041486,CON-0062,ENG-00925,2024-07-17,Client Work,8.63,1,1635,1763.76
TS-0041487,CON-0165,ENG-00170,2024-10-30,Business Development,2.37,0,2068,0
TS-0041488,CON-0137,ENG-00260,2024-11-13,Business Development,4.11,0,894,0
TS-0041489,CON-0129,ENG-00591,2024-10-09,Client Work,9.37,1,1158,1356.31
TS-0041490,CON-0097,ENG-00693,2024-10-02,Client Work,8.54,1,1214,1295.94
TS-0041491,CON-0099,ENG-00635,2024-12-25,Admin,5.15,0,1155,0
TS-0041492,CON-0061,ENG-00388,2024-10-16,Client Work,9.71,0,1589,0
TS-0041493,CON-0021,ENG-00489,2024-07-31,Internal,0.74,0,466,0
TS-0041494,CON-0135,ENG-00927,2024-10-09,Client Work,8.0,1,432,432.0
TS-0041495,CON-0116,ENG-00513,2025-04-02,Client Work,3.62,1,649,293.67
TS-0041496,CON-0045,ENG-00376,2025-04-02,Client Work,5.96,0,1567,0
TS-0041497,CON-0187,ENG-00093,2024-07-24,Client Work,0.5,1,489,30.56
TS-0041498,CON-0187,ENG-00183,2025-02-05,Client Work,4.32,1,489,264.06
TS-0041499,CON-0025,ENG-00514,2025-02-12,Client Work,5.09,1,428,272.31
TS-0041500,CON-0123,ENG-00742,2025-03-12,Client Work,7.99,1,863,861.92
TS-0041501,CON-0038,ENG-00349,2024-07-17,Client Work,7.25,1,740,670.62
TS-0041502,CON-0115,ENG-00902,2024-10-09,Business Development,4.13,0,684,0
TS-0041503,CON-0109,ENG-00178,2024-10-09,Client Work,9.35,1,718,839.16
TS-0041504,CON-0165,ENG-00036,2025-03-19,Admin,6.81,0,2068,0
TS-0041505,CON-0132,ENG-00567,2025-01-01,Client Work,8.71,1,1968,2142.66
TS-0041506,CON-0038,ENG-00224,2024-07-17,Client Work,1.21,1,740,111.92
TS-0041507,CON-0040,ENG-00144,2024-12-11,Client Work,3.99,1,642,320.2
TS-0041508,CON-0145,ENG-00939,2024-07-17,Client Work,9.36,1,411,480.87
TS-0041509,CON-0027,ENG-00107,2024-07-03,Client Work,9.52,1,1271,1512.49
TS-0041510,CON-0048,ENG-00161,2025-02-05,Business Development,9.27,0,1217,0
TS-0041511,CON-0038,ENG-00198,2024-08-14,Client Work,2.83,1,740,261.78
TS-0041512,CON-0181,ENG-00321,2025-03-12,Client Work,9.43,1,406,478.57
TS-0041513,CON-0133,ENG-00071,2024-07-31,Business Development,2.23,0,923,0
TS-0041514,CON-0017,ENG-00114,2024-10-23,Client Work,5.78,1,2876,2077.91
TS-0041515,CON-0008,ENG-00168,2024-08-28,Client Work,2.73,1,861,293.82
TS-0041516,CON-0120,ENG-00804,2024-08-28,Client Work,6.8,0,424,0
TS-0041517,CON-0196,ENG-00172,2024-10-16,Client Work,8.56,1,733,784.31
TS-0041518,CON-0057,ENG-00717,2024-07-17,Client Work,6.69,1,963,805.31
TS-0041519,CON-0160,ENG-00607,2024-10-16,Business Development,7.07,0,658,0
TS-0041520,CON-0145,ENG-00134,2024-07-17,Client Work,1.34,1,411,68.84
TS-0041521,CON-0042,ENG-00140,2024-08-14,Client Work,4.8,1,1198,718.8
TS-0041522,CON-0030,ENG-00685,2024-08-21,Client Work,9.35,1,436,509.57
TS-0041523,CON-0026,ENG-00889,2024-12-18,Admin,6.44,0,2074,0
TS-0041524,CON-0172,ENG-00199,2025-03-05,Client Work,5.21,1,1185,771.73
TS-0041525,CON-0030,ENG-00964,2024-09-25,Admin,3.35,0,436,0
TS-0041526,CON-0046,ENG-00833,2025-01-15,Client Work,9.68,1,498,602.58
TS-0041527,CON-0032,ENG-00336,2024-12-11,Client Work,6.52,1,1610,1312.15
TS-0041528,CON-0192,ENG-00242,2025-01-08,Business Development,8.0,0,2794,0
TS-0041529,CON-0008,ENG-00283,2024-10-30,Business Development,7.36,0,861,0
TS-0041530,CON-0194,ENG-00036,2024-08-21,Client Work,3.89,1,707,343.78
TS-0041531,CON-0096,ENG-00666,2024-11-13,Training,3.84,0,686,0
TS-0041532,CON-0141,ENG-00369,2024-07-31,Training,8.28,0,414,0
TS-0041533,CON-0090,ENG-00714,2024-07-10,Client Work,2.19,1,2097,574.05
TS-0041534,CON-0161,ENG-00153,2025-01-15,Client Work,0.79,1,1175,116.03
TS-0041535,CON-0120,ENG-00514,2024-09-25,Business Development,4.36,0,424,0
TS-0041536,CON-0120,ENG-00538,2024-09-11,Client Work,4.57,0,424,0
TS-0041537,CON-0033,ENG-00527,2024-10-23,Client Work,9.48,1,997,1181.45
TS-0041538,CON-0160,ENG-00023,2024-10-23,Business Development,5.43,0,658,0
TS-0041539,CON-0158,ENG-00759,2024-07-31,Client Work,2.67,0,620,0
TS-0041540,CON-0084,ENG-00459,2025-03-12,Client Work,1.82,1,959,218.17
TS-0041541,CON-0052,ENG-00050,2025-02-05,Training,1.3,0,1285,0
TS-0041542,CON-0069,ENG-00805,2024-08-07,Internal,2.85,0,948,0
TS-0041543,CON-0003,ENG-00690,2024-07-03,Client Work,6.44,1,743,598.12
TS-0041544,CON-0195,ENG-00086,2025-02-12,Client Work,6.36,1,981,779.9
TS-0041545,CON-0183,ENG-00055,2025-02-26,Client Work,8.86,0,624,0
TS-0041546,CON-0091,ENG-00343,2024-10-16,Client Work,1.13,1,707,99.86
TS-0041547,CON-0038,ENG-00372,2025-03-26,Client Work,0.98,1,740,90.65
TS-0041548,CON-0050,ENG-00006,2024-08-14,Client Work,3.21,1,2804,1125.11
TS-0041549,CON-0160,ENG-00366,2025-01-15,Admin,2.49,0,658,0
TS-0041550,CON-0101,ENG-00155,2025-02-05,Client Work,9.9,1,379,469.01
TS-0041551,CON-0187,ENG-00667,2025-03-26,Business Development,8.78,0,489,0
TS-0041552,CON-0057,ENG-00520,2025-02-05,Client Work,6.13,1,963,737.9
TS-0041553,CON-0194,ENG-00145,2024-10-02,Client Work,7.77,1,707,686.67
TS-0041554,CON-0079,ENG-00930,2025-03-05,Client Work,1.39,1,2768,480.94
TS-0041555,CON-0049,ENG-00236,2024-09-04,Training,5.24,0,852,0
TS-0041556,CON-0042,ENG-00107,2024-08-07,Admin,1.24,0,1198,0
