batch_id,production_line,product,batch_start,batch_end,planned_units,units_produced,defect_count,downtime_minutes,machine_id,failure_event
B-00627,Line-A,Valve-Q,2025-02-07 00:00:00,2025-02-07 08:00:00,269,257,8,36.0,MCH-0030,0
B-03311,Line-E,Valve-Q,2025-03-09 00:00:00,2025-03-09 08:00:00,322,296,12,39.3,MCH-0034,0
B-03316,Line-B,Rotor-M,2025-03-09 08:00:00,2025-03-09 16:00:00,349,337,8,21.1,MCH-0036,0
B-00158,Line-B,Bracket-Z,2025-02-02 00:00:00,2025-02-02 08:00:00,317,297,8,37.0,MCH-0036,0
B-00982,Line-E,Gear-X,2025-02-11 00:00:00,2025-02-11 08:00:00,317,300,6,31.2,MCH-0029,0
B-01575,Line-D,Rotor-M,2025-02-17 00:00:00,2025-02-17 08:00:00,312,289,9,26.2,MCH-0048,0
B-02100,Line-A,Valve-Q,2025-02-24 16:00:00,2025-02-25 00:00:00,294,276,9,22.3,MCH-0005,0
B-00986,Line-A,Rotor-M,2025-02-11 08:00:00,2025-02-11 16:00:00,321,306,8,23.8,MCH-0030,0
B-01978,Line-D,Widget-A,2025-02-22 08:00:00,2025-02-22 16:00:00,338,310,8,39.2,MCH-0033,0
B-00152,Line-D,Rotor-M,2025-02-02 08:00:00,2025-02-02 16:00:00,284,261,8,29.2,MCH-0033,0
B-01278,Line-C,Valve-Q,2025-02-14 08:00:00,2025-02-14 16:00:00,339,273,31,149.3,MCH-0032,1
B-00602,Line-C,Rotor-M,2025-02-07 08:00:00,2025-02-07 16:00:00,341,321,8,37.0,MCH-0017,0
B-00032,Line-C,Widget-A,2025-02-01 00:00:00,2025-02-01 08:00:00,302,289,5,15.0,MCH-0017,0
B-03049,Line-A,Gear-X,2025-03-06 00:00:00,2025-03-06 08:00:00,304,280,10,35.3,MCH-0035,0
B-01097,Line-E,Gear-X,2025-02-12 00:00:00,2025-02-12 08:00:00,250,235,4,18.2,MCH-0039,0
B-03794,Line-A,Widget-A,2025-03-14 16:00:00,2025-03-15 00:00:00,325,266,19,113.9,MCH-0045,1
B-01168,Line-D,Rotor-M,2025-02-13 00:00:00,2025-02-13 08:00:00,265,252,9,31.7,MCH-0028,0
B-00547,Line-D,Rotor-M,2025-02-06 00:00:00,2025-02-06 08:00:00,272,259,9,25.2,MCH-0038,0
B-02287,Line-A,Widget-A,2025-02-26 16:00:00,2025-02-27 00:00:00,310,295,11,33.3,MCH-0010,0
B-02642,Line-D,Gear-X,2025-03-02 16:00:00,2025-03-03 00:00:00,385,364,9,32.1,MCH-0013,0
B-00578,Line-C,Widget-A,2025-02-07 16:00:00,2025-02-08 00:00:00,271,250,8,37.1,MCH-0002,0
B-02584,Line-D,Valve-Q,2025-03-01 16:00:00,2025-03-02 00:00:00,307,278,8,48.5,MCH-0033,0
B-01468,Line-A,Widget-A,2025-02-16 08:00:00,2025-02-16 16:00:00,306,293,9,17.4,MCH-0040,0
B-03395,Line-E,Bracket-Z,2025-03-10 00:00:00,2025-03-10 08:00:00,376,328,33,93.0,MCH-0029,1
B-04050,Line-C,Rotor-M,2025-03-17 08:00:00,2025-03-17 16:00:00,406,392,9,8.9,MCH-0047,0
B-01587,Line-C,Valve-Q,2025-02-18 16:00:00,2025-02-19 00:00:00,296,283,12,12.1,MCH-0007,0
B-02496,Line-C,Rotor-M,2025-02-28 08:00:00,2025-02-28 16:00:00,292,274,9,34.2,MCH-0022,0
B-00026,Line-E,Rotor-M,2025-02-01 00:00:00,2025-02-01 08:00:00,263,220,22,128.0,MCH-0014,1
B-02773,Line-C,Gear-X,2025-03-03 16:00:00,2025-03-04 00:00:00,320,272,22,86.3,MCH-0032,1
B-03998,Line-E,Widget-A,2025-03-17 00:00:00,2025-03-17 08:00:00,316,291,13,29.8,MCH-0019,0
B-02151,Line-C,Gear-X,2025-02-24 00:00:00,2025-02-24 08:00:00,321,304,10,24.9,MCH-0032,0
B-01141,Line-C,Gear-X,2025-02-13 00:00:00,2025-02-13 08:00:00,306,281,7,32.6,MCH-0017,0
B-02537,Line-B,Widget-A,2025-02-28 00:00:00,2025-02-28 08:00:00,216,160,16,165.6,MCH-0046,1
B-04026,Line-D,Widget-A,2025-03-17 08:00:00,2025-03-17 16:00:00,336,312,12,32.3,MCH-0033,0
B-02246,Line-B,Rotor-M,2025-02-25 16:00:00,2025-02-26 00:00:00,289,281,8,8.7,MCH-0036,0
B-01263,Line-B,Widget-A,2025-02-14 16:00:00,2025-02-15 00:00:00,327,256,29,150.2,MCH-0026,1
B-00655,Line-E,Gear-X,2025-02-07 16:00:00,2025-02-08 00:00:00,318,296,14,37.2,MCH-0049,0
B-01594,Line-B,Rotor-M,2025-02-18 16:00:00,2025-02-19 00:00:00,297,282,10,32.1,MCH-0011,0
B-00921,Line-E,Rotor-M,2025-02-10 16:00:00,2025-02-11 00:00:00,265,216,14,106.1,MCH-0044,1
B-01232,Line-B,Bracket-Z,2025-02-14 08:00:00,2025-02-14 16:00:00,386,373,9,24.7,MCH-0011,0
B-03865,Line-A,Widget-A,2025-03-15 00:00:00,2025-03-15 08:00:00,259,235,7,45.2,MCH-0035,0
B-03019,Line-B,Bracket-Z,2025-03-06 00:00:00,2025-03-06 08:00:00,331,296,13,51.8,MCH-0016,0
B-00973,Line-E,Bracket-Z,2025-02-11 16:00:00,2025-02-12 00:00:00,217,197,9,56.1,MCH-0024,0
B-01559,Line-D,Rotor-M,2025-02-17 00:00:00,2025-02-17 08:00:00,295,292,9,0.0,MCH-0038,0
B-03525,Line-C,Widget-A,2025-03-12 08:00:00,2025-03-12 16:00:00,321,274,27,116.9,MCH-0002,1
B-01657,Line-A,Bracket-Z,2025-02-18 16:00:00,2025-02-19 00:00:00,341,283,33,126.6,MCH-0045,1
B-03920,Line-A,Rotor-M,2025-03-16 08:00:00,2025-03-16 16:00:00,316,293,6,23.1,MCH-0015,0
B-00315,Line-B,Bracket-Z,2025-02-04 08:00:00,2025-02-04 16:00:00,306,292,9,14.7,MCH-0026,0
B-02456,Line-C,Widget-A,2025-02-28 00:00:00,2025-02-28 08:00:00,250,237,10,3.4,MCH-0002,0
B-02965,Line-C,Widget-A,2025-03-05 08:00:00,2025-03-05 16:00:00,265,246,9,40.9,MCH-0037,0
B-01294,Line-A,Bracket-Z,2025-02-14 16:00:00,2025-02-15 00:00:00,353,334,9,42.3,MCH-0040,0
B-01616,Line-B,Widget-A,2025-02-18 00:00:00,2025-02-18 08:00:00,317,307,10,14.8,MCH-0026,0
B-00814,Line-A,Gear-X,2025-02-09 08:00:00,2025-02-09 16:00:00,280,262,7,37.5,MCH-0035,0
B-02995,Line-A,Valve-Q,2025-03-06 16:00:00,2025-03-07 00:00:00,283,266,10,10.3,MCH-0005,0
B-03939,Line-A,Rotor-M,2025-03-16 08:00:00,2025-03-16 16:00:00,315,258,20,132.6,MCH-0030,1
B-01701,Line-D,Bracket-Z,2025-02-19 16:00:00,2025-02-20 00:00:00,303,283,7,41.9,MCH-0018,0
B-01450,Line-B,Rotor-M,2025-02-16 08:00:00,2025-02-16 16:00:00,331,316,13,18.9,MCH-0031,0
B-01681,Line-E,Widget-A,2025-02-19 16:00:00,2025-02-20 00:00:00,357,277,34,159.8,MCH-0009,1
B-03075,Line-D,Rotor-M,2025-03-07 08:00:00,2025-03-07 16:00:00,242,224,6,30.0,MCH-0003,0
B-02358,Line-B,Valve-Q,2025-02-26 00:00:00,2025-02-26 08:00:00,316,291,8,36.7,MCH-0046,0
B-03033,Line-A,Rotor-M,2025-03-06 00:00:00,2025-03-06 08:00:00,319,300,9,35.7,MCH-0025,0
B-00900,Line-E,Widget-A,2025-02-10 08:00:00,2025-02-10 16:00:00,278,258,9,29.0,MCH-0034,0
B-01451,Line-B,Bracket-Z,2025-02-16 00:00:00,2025-02-16 08:00:00,320,299,12,34.9,MCH-0031,0
B-02519,Line-C,Rotor-M,2025-02-28 08:00:00,2025-02-28 16:00:00,383,305,40,158.2,MCH-0032,1
B-00955,Line-D,Gear-X,2025-02-11 00:00:00,2025-02-11 08:00:00,354,277,24,157.4,MCH-0013,1
B-01190,Line-B,Gear-X,2025-02-13 00:00:00,2025-02-13 08:00:00,333,313,9,40.4,MCH-0041,0
B-02380,Line-B,Widget-A,2025-02-27 00:00:00,2025-02-27 08:00:00,357,339,12,39.8,MCH-0011,0
B-03520,Line-E,Widget-A,2025-03-11 08:00:00,2025-03-11 16:00:00,294,288,8,10.2,MCH-0049,0
B-04020,Line-A,Bracket-Z,2025-03-17 00:00:00,2025-03-17 08:00:00,326,298,9,39.5,MCH-0030,0
B-02488,Line-C,Gear-X,2025-02-28 00:00:00,2025-02-28 08:00:00,233,213,5,27.8,MCH-0017,0
B-00068,Line-B,Valve-Q,2025-02-01 08:00:00,2025-02-01 16:00:00,279,264,8,35.4,MCH-0036,0
B-03921,Line-B,Gear-X,2025-03-16 16:00:00,2025-03-17 00:00:00,394,317,32,128.5,MCH-0016,1
B-03303,Line-B,Gear-X,2025-03-09 16:00:00,2025-03-10 00:00:00,350,288,18,115.8,MCH-0026,1
B-01361,Line-B,Gear-X,2025-02-15 00:00:00,2025-02-15 08:00:00,322,302,9,24.3,MCH-0031,0
B-00382,Line-C,Valve-Q,2025-02-05 16:00:00,2025-02-06 00:00:00,328,314,8,27.0,MCH-0007,0
B-03332,Line-E,Valve-Q,2025-03-09 08:00:00,2025-03-09 16:00:00,309,305,8,10.6,MCH-0049,0
B-03913,Line-C,Rotor-M,2025-03-16 00:00:00,2025-03-16 08:00:00,288,248,23,88.7,MCH-0012,1
B-01566,Line-B,Bracket-Z,2025-02-17 00:00:00,2025-02-17 08:00:00,285,224,23,142.0,MCH-0041,1
B-00903,Line-A,Rotor-M,2025-02-10 08:00:00,2025-02-10 16:00:00,310,284,13,33.6,MCH-0035,0
B-02326,Line-A,Widget-A,2025-02-26 00:00:00,2025-02-26 08:00:00,379,359,10,40.1,MCH-0030,0
B-00797,Line-B,Valve-Q,2025-02-09 08:00:00,2025-02-09 16:00:00,351,333,11,23.4,MCH-0026,0
B-02951,Line-B,Valve-Q,2025-03-05 16:00:00,2025-03-06 00:00:00,341,322,12,25.5,MCH-0031,0
B-00051,Line-D,Bracket-Z,2025-02-01 08:00:00,2025-02-01 16:00:00,293,249,21,116.3,MCH-0028,1
B-04052,Line-C,Rotor-M,2025-03-17 08:00:00,2025-03-17 16:00:00,288,278,6,3.0,MCH-0047,0
B-00058,Line-D,Bracket-Z,2025-02-01 16:00:00,2025-02-02 00:00:00,319,291,7,41.4,MCH-0033,0
B-01704,Line-E,Gear-X,2025-02-19 16:00:00,2025-02-20 00:00:00,294,210,16,194.5,MCH-0019,1
B-02471,Line-A,Rotor-M,2025-02-28 00:00:00,2025-02-28 08:00:00,322,299,11,25.3,MCH-0010,0
B-02227,Line-C,Rotor-M,2025-02-25 16:00:00,2025-02-26 00:00:00,319,274,30,99.2,MCH-0027,1
B-00189,Line-B,Valve-Q,2025-02-03 16:00:00,2025-02-04 00:00:00,350,276,30,153.3,MCH-0006,1
B-00748,Line-C,Widget-A,2025-02-09 00:00:00,2025-02-09 08:00:00,340,328,7,1.8,MCH-0002,0
B-00456,Line-A,Bracket-Z,2025-02-05 00:00:00,2025-02-05 08:00:00,315,283,10,50.2,MCH-0040,0
B-01466,Line-E,Rotor-M,2025-02-16 08:00:00,2025-02-16 16:00:00,280,264,6,19.6,MCH-0039,0
B-01608,Line-A,Widget-A,2025-02-18 16:00:00,2025-02-19 00:00:00,327,249,29,173.0,MCH-0020,1
B-02080,Line-A,Valve-Q,2025-02-23 16:00:00,2025-02-24 00:00:00,212,197,7,40.5,MCH-0045,0
B-02658,Line-A,Widget-A,2025-03-02 16:00:00,2025-03-03 00:00:00,310,303,9,6.3,MCH-0020,0
B-03603,Line-E,Rotor-M,2025-03-12 16:00:00,2025-03-13 00:00:00,247,239,8,7.8,MCH-0044,0
B-02685,Line-E,Rotor-M,2025-03-02 00:00:00,2025-03-02 08:00:00,315,297,7,28.1,MCH-0034,0
B-02845,Line-B,Valve-Q,2025-03-04 08:00:00,2025-03-04 16:00:00,324,305,11,40.3,MCH-0021,0
B-00762,Line-A,Gear-X,2025-02-09 00:00:00,2025-02-09 08:00:00,326,284,29,73.0,MCH-0010,1
B-03976,Line-A,Valve-Q,2025-03-16 16:00:00,2025-03-17 00:00:00,336,318,13,37.1,MCH-0050,0
B-01684,Line-A,Gear-X,2025-02-19 08:00:00,2025-02-19 16:00:00,294,270,11,30.6,MCH-0010,0
B-00359,Line-C,Valve-Q,2025-02-04 16:00:00,2025-02-05 00:00:00,304,288,8,23.5,MCH-0047,0
B-03105,Line-E,Gear-X,2025-03-07 16:00:00,2025-03-08 00:00:00,353,325,15,32.7,MCH-0019,0
B-01950,Line-B,Gear-X,2025-02-22 00:00:00,2025-02-22 08:00:00,342,291,23,114.1,MCH-0016,1
B-03020,Line-B,Gear-X,2025-03-06 08:00:00,2025-03-06 16:00:00,363,357,16,0.2,MCH-0016,0
B-00922,Line-E,Bracket-Z,2025-02-10 08:00:00,2025-02-10 16:00:00,312,251,23,142.0,MCH-0044,1
B-00399,Line-A,Widget-A,2025-02-05 08:00:00,2025-02-05 16:00:00,320,306,6,19.5,MCH-0015,0
B-04005,Line-D,Valve-Q,2025-03-17 16:00:00,2025-03-18 00:00:00,274,210,22,187.7,MCH-0023,1
B-00424,Line-B,Rotor-M,2025-02-05 00:00:00,2025-02-05 08:00:00,300,256,16,109.7,MCH-0026,1
B-02314,Line-A,Gear-X,2025-02-26 00:00:00,2025-02-26 08:00:00,425,359,22,120.3,MCH-0025,1
B-01170,Line-E,Valve-Q,2025-02-13 16:00:00,2025-02-14 00:00:00,403,399,10,4.0,MCH-0029,0
B-03421,Line-E,Bracket-Z,2025-03-10 08:00:00,2025-03-10 16:00:00,342,318,11,28.0,MCH-0044,0
B-01438,Line-A,Rotor-M,2025-02-16 16:00:00,2025-02-17 00:00:00,314,305,6,22.8,MCH-0025,0
B-01386,Line-B,Rotor-M,2025-02-15 00:00:00,2025-02-15 08:00:00,279,234,30,115.7,MCH-0046,1
B-03377,Line-E,Bracket-Z,2025-03-10 16:00:00,2025-03-11 00:00:00,290,229,27,140.6,MCH-0019,1
B-00604,Line-E,Rotor-M,2025-02-07 00:00:00,2025-02-07 08:00:00,311,295,9,21.4,MCH-0019,0
B-03253,Line-E,Bracket-Z,2025-03-08 16:00:00,2025-03-09 00:00:00,275,264,8,29.6,MCH-0049,0
B-01525,Line-A,Gear-X,2025-02-17 00:00:00,2025-02-17 08:00:00,332,260,27,159.4,MCH-0020,1
B-03744,Line-B,Gear-X,2025-03-14 16:00:00,2025-03-15 00:00:00,348,256,35,193.1,MCH-0016,1
B-02069,Line-A,Widget-A,2025-02-23 00:00:00,2025-02-23 08:00:00,346,324,10,29.2,MCH-0040,0
B-00702,Line-D,Valve-Q,2025-02-08 08:00:00,2025-02-08 16:00:00,320,310,8,3.5,MCH-0028,0
B-01737,Line-A,Widget-A,2025-02-19 00:00:00,2025-02-19 08:00:00,298,213,26,216.0,MCH-0035,1
B-02505,Line-C,Valve-Q,2025-02-28 00:00:00,2025-02-28 08:00:00,277,210,17,171.9,MCH-0027,1
B-02398,Line-E,Widget-A,2025-02-27 16:00:00,2025-02-28 00:00:00,362,342,14,27.4,MCH-0019,0
B-00111,Line-C,Bracket-Z,2025-02-02 00:00:00,2025-02-02 08:00:00,325,313,8,17.0,MCH-0012,0
B-00878,Line-C,Widget-A,2025-02-10 08:00:00,2025-02-10 16:00:00,266,253,8,0.0,MCH-0022,0
B-01775,Line-C,Widget-A,2025-02-20 16:00:00,2025-02-21 00:00:00,324,306,11,19.3,MCH-0007,0
B-01779,Line-E,Valve-Q,2025-02-20 00:00:00,2025-02-20 08:00:00,341,320,16,32.5,MCH-0009,0
B-00533,Line-A,Rotor-M,2025-02-06 16:00:00,2025-02-07 00:00:00,342,325,8,15.5,MCH-0030,0
B-03776,Line-A,Valve-Q,2025-03-14 00:00:00,2025-03-14 08:00:00,341,314,12,33.2,MCH-0035,0
B-00768,Line-C,Bracket-Z,2025-02-09 16:00:00,2025-02-10 00:00:00,277,259,7,37.8,MCH-0012,0
B-02868,Line-A,Bracket-Z,2025-03-04 16:00:00,2025-03-05 00:00:00,312,228,24,184.4,MCH-0035,1
B-02297,Line-E,Rotor-M,2025-02-26 00:00:00,2025-02-26 08:00:00,383,367,13,35.5,MCH-0014,0
B-01107,Line-C,Gear-X,2025-02-12 00:00:00,2025-02-12 08:00:00,291,279,8,21.8,MCH-0047,0
B-02803,Line-A,Bracket-Z,2025-03-03 08:00:00,2025-03-03 16:00:00,315,292,12,46.4,MCH-0050,0
B-00620,Line-B,Widget-A,2025-02-07 16:00:00,2025-02-08 00:00:00,309,298,10,23.6,MCH-0026,0
B-00885,Line-B,Widget-A,2025-02-10 16:00:00,2025-02-11 00:00:00,323,308,13,32.1,MCH-0026,0
B-00844,Line-A,Rotor-M,2025-02-10 08:00:00,2025-02-10 16:00:00,313,303,8,22.5,MCH-0005,0
B-01432,Line-B,Gear-X,2025-02-16 16:00:00,2025-02-17 00:00:00,304,289,8,27.0,MCH-0021,0
B-02958,Line-D,Valve-Q,2025-03-05 08:00:00,2025-03-05 16:00:00,295,270,7,38.1,MCH-0033,0
B-03864,Line-E,Widget-A,2025-03-15 00:00:00,2025-03-15 08:00:00,407,391,12,13.4,MCH-0034,0
B-01637,Line-B,Bracket-Z,2025-02-18 16:00:00,2025-02-19 00:00:00,299,213,16,200.3,MCH-0036,1
B-02893,Line-E,Valve-Q,2025-03-04 08:00:00,2025-03-04 16:00:00,282,270,7,24.6,MCH-0049,0
B-01640,Line-C,Widget-A,2025-02-18 08:00:00,2025-02-18 16:00:00,359,343,13,20.8,MCH-0037,0
B-02474,Line-B,Widget-A,2025-02-28 16:00:00,2025-03-01 00:00:00,358,344,10,31.2,MCH-0011,0
B-02192,Line-E,Widget-A,2025-02-25 16:00:00,2025-02-26 00:00:00,364,345,12,15.1,MCH-0004,0
B-03351,Line-D,Gear-X,2025-03-10 00:00:00,2025-03-10 08:00:00,313,301,9,5.0,MCH-0008,0
B-00150,Line-C,Valve-Q,2025-02-02 16:00:00,2025-02-03 00:00:00,356,284,34,135.7,MCH-0032,1
B-00593,Line-A,Valve-Q,2025-02-07 08:00:00,2025-02-07 16:00:00,305,286,10,35.1,MCH-0010,0
B-01816,Line-B,Widget-A,2025-02-20 00:00:00,2025-02-20 08:00:00,363,347,14,23.2,MCH-0031,0
B-00720,Line-B,Valve-Q,2025-02-08 16:00:00,2025-02-09 00:00:00,324,266,33,139.4,MCH-0036,1
B-01102,Line-D,Valve-Q,2025-02-12 08:00:00,2025-02-12 16:00:00,331,255,30,166.8,MCH-0043,1
B-01161,Line-A,Bracket-Z,2025-02-13 16:00:00,2025-02-14 00:00:00,307,290,6,35.9,MCH-0025,0
B-00113,Line-C,Widget-A,2025-02-02 16:00:00,2025-02-03 00:00:00,281,268,7,22.7,MCH-0012,0
B-01689,Line-D,Valve-Q,2025-02-19 16:00:00,2025-02-20 00:00:00,301,277,10,42.4,MCH-0013,0
B-01488,Line-A,Valve-Q,2025-02-16 00:00:00,2025-02-16 08:00:00,324,309,9,12.2,MCH-0050,0
B-01745,Line-B,Gear-X,2025-02-19 08:00:00,2025-02-19 16:00:00,284,272,8,0.0,MCH-0041,0
B-00872,Line-E,Gear-X,2025-02-10 00:00:00,2025-02-10 08:00:00,359,337,12,45.1,MCH-0019,0
B-03832,Line-D,Bracket-Z,2025-03-15 16:00:00,2025-03-16 00:00:00,316,303,8,34.2,MCH-0018,0
B-00414,Line-C,Rotor-M,2025-02-05 08:00:00,2025-02-05 16:00:00,277,262,11,15.4,MCH-0022,0
B-02877,Line-E,Widget-A,2025-03-04 00:00:00,2025-03-04 08:00:00,301,295,6,10.2,MCH-0039,0
B-03580,Line-D,Gear-X,2025-03-12 08:00:00,2025-03-12 16:00:00,275,256,10,31.0,MCH-0028,0
B-01831,Line-D,Valve-Q,2025-02-20 16:00:00,2025-02-21 00:00:00,243,194,24,142.3,MCH-0043,1
B-01574,Line-C,Rotor-M,2025-02-17 00:00:00,2025-02-17 08:00:00,448,431,14,22.2,MCH-0047,0
B-00320,Line-D,Gear-X,2025-02-04 08:00:00,2025-02-04 16:00:00,320,307,12,20.4,MCH-0028,0
B-01730,Line-C,Bracket-Z,2025-02-19 08:00:00,2025-02-19 16:00:00,281,196,27,243.9,MCH-0032,1
B-02075,Line-D,Gear-X,2025-02-23 08:00:00,2025-02-23 16:00:00,271,232,20,105.8,MCH-0043,1
B-03159,Line-E,Rotor-M,2025-03-07 16:00:00,2025-03-08 00:00:00,359,289,29,144.2,MCH-0044,1
B-03651,Line-C,Valve-Q,2025-03-13 16:00:00,2025-03-14 00:00:00,410,393,11,13.8,MCH-0022,0
B-02000,Line-A,Widget-A,2025-02-22 08:00:00,2025-02-22 16:00:00,243,232,6,25.7,MCH-0050,0
B-03201,Line-A,Widget-A,2025-03-08 16:00:00,2025-03-09 00:00:00,292,230,24,164.7,MCH-0020,1
B-01085,Line-C,Rotor-M,2025-02-12 08:00:00,2025-02-12 16:00:00,301,226,28,166.2,MCH-0032,1
B-00946,Line-D,Rotor-M,2025-02-11 00:00:00,2025-02-11 08:00:00,241,226,8,19.9,MCH-0008,0
B-01339,Line-D,Widget-A,2025-02-15 16:00:00,2025-02-16 00:00:00,343,320,7,24.1,MCH-0018,0
B-03758,Line-E,Gear-X,2025-03-14 00:00:00,2025-03-14 08:00:00,334,258,31,169.0,MCH-0024,1
B-02267,Line-C,Gear-X,2025-02-25 08:00:00,2025-02-25 16:00:00,301,286,9,30.8,MCH-0047,0
B-01649,Line-B,Bracket-Z,2025-02-18 16:00:00,2025-02-19 00:00:00,327,320,9,17.0,MCH-0041,0
B-03600,Line-B,Widget-A,2025-03-12 16:00:00,2025-03-13 00:00:00,311,288,10,38.0,MCH-0041,0
B-03262,Line-E,Rotor-M,2025-03-09 16:00:00,2025-03-10 00:00:00,298,283,9,21.5,MCH-0004,0
B-03810,Line-B,Bracket-Z,2025-03-15 00:00:00,2025-03-15 08:00:00,223,207,7,19.0,MCH-0006,0
B-01292,Line-D,Gear-X,2025-02-14 16:00:00,2025-02-15 00:00:00,230,223,6,22.3,MCH-0038,0
B-02633,Line-D,Widget-A,2025-03-02 16:00:00,2025-03-03 00:00:00,344,329,9,35.0,MCH-0008,0
B-02280,Line-C,Rotor-M,2025-02-26 16:00:00,2025-02-27 00:00:00,297,282,9,16.1,MCH-0007,0
B-00314,Line-B,Bracket-Z,2025-02-04 16:00:00,2025-02-05 00:00:00,356,325,10,39.8,MCH-0026,0
B-03098,Line-C,Rotor-M,2025-03-07 00:00:00,2025-03-07 08:00:00,308,286,7,37.4,MCH-0017,0
B-00601,Line-C,Bracket-Z,2025-02-07 16:00:00,2025-02-08 00:00:00,282,259,6,34.8,MCH-0017,0
B-01798,Line-C,Gear-X,2025-02-20 16:00:00,2025-02-21 00:00:00,352,324,10,33.1,MCH-0022,0
B-01089,Line-D,Valve-Q,2025-02-12 00:00:00,2025-02-12 08:00:00,334,319,11,14.4,MCH-0033,0
B-01666,Line-E,Widget-A,2025-02-18 16:00:00,2025-02-19 00:00:00,323,303,9,15.4,MCH-0049,0
B-03067,Line-A,Widget-A,2025-03-06 00:00:00,2025-03-06 08:00:00,326,240,22,182.7,MCH-0045,1
B-00347,Line-B,Rotor-M,2025-02-04 00:00:00,2025-02-04 08:00:00,283,269,6,13.9,MCH-0041,0
B-02663,Line-C,Widget-A,2025-03-02 08:00:00,2025-03-02 16:00:00,317,305,7,20.5,MCH-0022,0
B-01282,Line-E,Widget-A,2025-02-14 00:00:00,2025-02-14 08:00:00,285,274,11,22.7,MCH-0034,0
B-01728,Line-B,Rotor-M,2025-02-19 16:00:00,2025-02-20 00:00:00,315,297,12,23.2,MCH-0031,0
B-00735,Line-A,Bracket-Z,2025-02-08 08:00:00,2025-02-08 16:00:00,324,310,7,24.7,MCH-0045,0
B-03874,Line-A,Gear-X,2025-03-15 16:00:00,2025-03-16 00:00:00,323,228,25,229.2,MCH-0040,1
B-03086,Line-A,Gear-X,2025-03-07 16:00:00,2025-03-08 00:00:00,377,359,10,27.9,MCH-0010,0
B-01472,Line-B,Bracket-Z,2025-02-16 00:00:00,2025-02-16 08:00:00,341,323,10,34.2,MCH-0041,0
B-02785,Line-B,Gear-X,2025-03-03 08:00:00,2025-03-03 16:00:00,280,277,10,9.2,MCH-0041,0
B-01654,Line-D,Gear-X,2025-02-18 00:00:00,2025-02-18 08:00:00,328,314,12,23.8,MCH-0043,0
B-01982,Line-B,Rotor-M,2025-02-22 16:00:00,2025-02-23 00:00:00,326,315,8,11.3,MCH-0036,0
B-03242,Line-E,Rotor-M,2025-03-08 00:00:00,2025-03-08 08:00:00,292,224,28,167.8,MCH-0044,1
B-03665,Line-E,Widget-A,2025-03-13 00:00:00,2025-03-13 08:00:00,347,321,11,32.6,MCH-0029,0
B-02567,Line-A,Widget-A,2025-03-01 16:00:00,2025-03-02 00:00:00,361,338,13,28.4,MCH-0020,0
B-01809,Line-E,Widget-A,2025-02-20 00:00:00,2025-02-20 08:00:00,338,303,10,54.3,MCH-0029,0
B-01305,Line-D,Valve-Q,2025-02-14 00:00:00,2025-02-14 08:00:00,321,247,19,166.7,MCH-0048,1
B-01664,Line-E,Bracket-Z,2025-02-18 00:00:00,2025-02-18 08:00:00,346,336,9,10.7,MCH-0049,0
B-01007,Line-B,Rotor-M,2025-02-11 00:00:00,2025-02-11 08:00:00,325,314,8,0.9,MCH-0041,0
B-00649,Line-A,Widget-A,2025-02-07 16:00:00,2025-02-08 00:00:00,301,239,26,163.2,MCH-0045,1
B-03046,Line-D,Gear-X,2025-03-06 00:00:00,2025-03-06 08:00:00,332,309,11,52.8,MCH-0033,0
B-01892,Line-B,Valve-Q,2025-02-21 00:00:00,2025-02-21 08:00:00,300,247,33,139.1,MCH-0026,1
B-00598,Line-A,Bracket-Z,2025-02-07 16:00:00,2025-02-08 00:00:00,382,374,9,8.4,MCH-0015,0
B-03174,Line-A,Gear-X,2025-03-08 08:00:00,2025-03-08 16:00:00,340,311,8,42.9,MCH-0005,0
B-04006,Line-D,Gear-X,2025-03-17 16:00:00,2025-03-18 00:00:00,279,246,25,92.5,MCH-0023,1
B-02436,Line-C,Bracket-Z,2025-02-27 00:00:00,2025-02-27 08:00:00,349,328,10,25.8,MCH-0042,0
B-02342,Line-E,Rotor-M,2025-02-26 16:00:00,2025-02-27 00:00:00,357,341,7,12.7,MCH-0039,0
B-03969,Line-B,Gear-X,2025-03-16 16:00:00,2025-03-17 00:00:00,366,338,11,32.2,MCH-0046,0
B-00285,Line-B,Valve-Q,2025-02-04 08:00:00,2025-02-04 16:00:00,239,187,17,162.5,MCH-0011,1
B-03319,Line-D,Rotor-M,2025-03-09 00:00:00,2025-03-09 08:00:00,304,290,7,27.8,MCH-0038,0
B-00651,Line-B,Gear-X,2025-02-07 00:00:00,2025-02-07 08:00:00,401,325,32,128.9,MCH-0046,1
B-03733,Line-E,Widget-A,2025-03-14 00:00:00,2025-03-14 08:00:00,310,295,12,25.2,MCH-0009,0
B-01529,Line-D,Gear-X,2025-02-17 00:00:00,2025-02-17 08:00:00,369,359,12,21.6,MCH-0023,0
B-03397,Line-A,Rotor-M,2025-03-10 08:00:00,2025-03-10 16:00:00,269,257,6,24.4,MCH-0030,0
B-00532,Line-A,Gear-X,2025-02-06 08:00:00,2025-02-06 16:00:00,358,341,8,39.8,MCH-0030,0
B-01362,Line-B,Bracket-Z,2025-02-15 00:00:00,2025-02-15 08:00:00,309,300,9,23.8,MCH-0031,0
