reading_id,machine_id,production_line,reading_timestamp,temperature,pressure,vibration,humidity
R-040782,MCH-0016,Line-C,2025-03-06 01:50:00,64.54,172.42,4.367,35.0
R-040783,MCH-0006,Line-A,2025-02-04 20:48:00,79.52,139.17,2.451,61.0
R-040784,MCH-0022,Line-B,2025-02-21 16:31:00,67.28,172.56,4.753,34.6
R-040785,MCH-0022,Line-B,2025-03-21 20:24:00,71.72,141.12,2.909,44.5
R-040786,MCH-0029,Line-A,2025-02-02 03:23:00,77.64,137.48,3.867,67.8
R-040787,MCH-0017,Line-A,2025-03-20 19:08:00,77.71,186.2,3.962,49.8
R-040788,MCH-0008,Line-C,2025-02-13 12:44:00,87.69,138.54,4.592,45.3
R-040789,MCH-0043,Line-C,2025-02-07 12:07:00,65.64,128.47,4.296,40.8
R-040790,MCH-0003,Line-A,2025-02-01 22:01:00,74.15,148.84,3.151,36.8
R-040791,MCH-0031,Line-D,2025-02-12 03:55:00,79.48,155.82,4.076,43.5
R-040792,MCH-0023,Line-A,2025-02-04 15:47:00,62.48,153.32,3.866,52.9
R-040793,MCH-0014,Line-A,2025-01-15 04:07:00,65.13,145.84,3.061,45.5
R-040794,MCH-0011,Line-A,2025-03-12 13:56:00,78.11,128.67,4.625,45.7
R-040795,MCH-0043,Line-C,2025-03-31 22:40:00,76.16,175.51,3.805,58.6
R-040796,MCH-0017,Line-A,2025-03-31 17:24:00,68.5,156.36,4.07,54.7
R-040797,MCH-0009,Line-D,2025-03-18 13:11:00,75.02,128.92,3.732,43.2
R-040798,MCH-0001,Line-A,2025-03-01 15:46:00,84.27,94.1,3.674,58.3
R-040799,MCH-0050,Line-A,2025-01-31 16:28:00,79.45,178.32,3.174,45.7
R-040800,MCH-0002,Line-B,2025-03-23 02:01:00,75.46,157.82,3.324,33.6
R-040801,MCH-0002,Line-B,2025-02-12 12:09:00,66.03,174.41,3.982,46.0
R-040802,MCH-0031,Line-D,2025-01-09 05:22:00,76.47,135.8,2.165,34.3
R-040803,MCH-0027,Line-A,2025-03-17 06:54:00,81.83,137.89,2.018,34.5
R-040804,MCH-0047,Line-A,2025-02-16 00:59:00,86.24,160.51,1.93,36.0
R-040805,MCH-0042,Line-A,2025-01-18 06:51:00,45.24,179.01,3.212,44.2
R-040806,MCH-0015,Line-C,2025-03-29 09:45:00,74.52,180.86,2.548,38.9
R-040807,MCH-0050,Line-A,2025-01-17 09:49:00,68.53,143.95,3.496,43.1
R-040808,MCH-0029,Line-A,2025-01-19 16:37:00,65.32,141.7,4.439,42.1
R-040809,MCH-0020,Line-D,2025-01-22 00:52:00,75.67,153.08,2.835,35.6
R-040810,MCH-0037,Line-A,2025-02-27 04:12:00,84.9,134.57,3.541,38.7
R-040811,MCH-0007,Line-D,2025-02-27 22:48:00,61.51,184.95,4.107,42.0
R-040812,MCH-0042,Line-A,2025-03-14 21:53:00,89.06,136.48,3.653,49.6
R-040813,MCH-0035,Line-D,2025-02-07 09:18:00,84.97,123.79,4.03,44.3
R-040814,MCH-0014,Line-A,2025-02-15 13:01:00,84.11,157.54,3.851,52.8
R-040815,MCH-0034,Line-C,2025-02-23 17:50:00,62.09,164.03,4.363,49.5
R-040816,MCH-0007,Line-D,2025-02-16 04:07:00,59.55,135.34,2.959,47.0
R-040817,MCH-0022,Line-B,2025-01-06 15:28:00,76.91,131.59,3.833,37.9
R-040818,MCH-0039,Line-D,2025-02-22 00:07:00,44.77,128.31,3.29,38.7
R-040819,MCH-0045,Line-B,2025-02-08 23:41:00,87.5,174.09,3.537,41.6
R-040820,MCH-0010,Line-B,2025-03-17 04:15:00,89.32,148.46,4.757,57.8
R-040821,MCH-0016,Line-C,2025-03-18 13:09:00,72.1,121.76,4.293,54.4
R-040822,MCH-0034,Line-C,2025-02-26 16:15:00,64.47,186.2,3.81,50.7
R-040823,MCH-0030,Line-C,2025-01-05 13:51:00,64.94,169.66,4.567,59.2
R-040824,MCH-0028,Line-C,2025-03-29 00:53:00,88.35,147.44,3.691,58.4
R-040825,MCH-0029,Line-A,2025-02-20 21:54:00,76.24,173.8,2.669,32.9
R-040826,MCH-0042,Line-A,2025-01-07 08:05:00,81.92,124.96,3.872,35.8
R-040827,MCH-0027,Line-A,2025-03-01 06:42:00,69.95,108.06,2.944,44.1
R-040828,MCH-0011,Line-A,2025-01-25 20:43:00,89.73,157.41,3.35,29.7
R-040829,MCH-0050,Line-A,2025-01-03 11:40:00,80.73,158.3,3.864,33.1
R-040830,MCH-0009,Line-D,2025-03-19 12:56:00,90.93,167.28,2.911,33.1
R-040831,MCH-0013,Line-C,2025-03-04 16:55:00,88.36,129.99,3.225,42.5
R-040832,MCH-0023,Line-A,2025-02-19 20:52:00,66.29,99.08,4.182,36.9
R-040833,MCH-0036,Line-B,2025-03-26 13:03:00,60.61,162.64,3.996,38.3
R-040834,MCH-0040,Line-D,2025-03-15 15:57:00,70.6,122.98,3.394,41.8
R-040835,MCH-0027,Line-A,2025-03-14 10:07:00,69.4,155.8,5.28,41.9
R-040836,MCH-0001,Line-A,2025-03-17 19:57:00,88.54,178.98,3.707,32.8
R-040837,MCH-0005,Line-B,2025-03-09 11:28:00,71.98,121.31,3.202,43.9
R-040838,MCH-0012,Line-A,2025-02-12 13:39:00,62.69,165.48,4.557,39.8
R-040839,MCH-0003,Line-A,2025-02-22 15:01:00,73.9,137.22,2.578,35.4
R-040840,MCH-0019,Line-A,2025-01-17 02:27:00,89.8,159.73,3.111,52.0
R-040841,MCH-0042,Line-A,2025-01-26 14:54:00,69.37,152.45,3.223,60.1
R-040842,MCH-0012,Line-A,2025-02-22 19:08:00,59.41,156.19,4.341,30.6
R-040843,MCH-0050,Line-A,2025-02-06 02:21:00,59.24,139.22,2.87,31.9
R-040844,MCH-0023,Line-A,2025-02-07 06:06:00,68.71,155.48,3.301,54.3
R-040845,MCH-0025,Line-D,2025-03-03 20:01:00,71.61,144.09,4.27,31.2
R-040846,MCH-0040,Line-D,2025-01-06 15:55:00,76.79,145.71,3.686,56.5
R-040847,MCH-0011,Line-A,2025-02-27 20:12:00,58.71,132.13,4.431,33.1
R-040848,MCH-0048,Line-B,2025-01-01 19:34:00,79.62,140.68,3.428,60.4
R-040849,MCH-0012,Line-A,2025-01-24 01:07:00,75.96,151.05,3.815,38.5
R-040850,MCH-0011,Line-A,2025-02-06 15:03:00,54.85,165.72,5.204,34.8
R-040851,MCH-0010,Line-B,2025-02-21 01:30:00,92.38,162.08,2.688,52.3
R-040852,MCH-0009,Line-D,2025-03-03 02:59:00,72.94,165.31,2.203,49.3
R-040853,MCH-0006,Line-A,2025-02-11 12:05:00,69.87,184.69,2.685,46.6
R-040854,MCH-0024,Line-B,2025-01-26 14:03:00,58.34,170.51,3.424,47.5
R-040855,MCH-0021,Line-B,2025-01-31 16:35:00,80.43,117.07,5.393,58.2
R-040856,MCH-0008,Line-C,2025-03-24 09:45:00,64.68,144.33,3.266,35.9
R-040857,MCH-0020,Line-D,2025-03-17 04:44:00,65.85,174.81,2.99,35.3
R-040858,MCH-0008,Line-C,2025-03-03 09:03:00,66.47,152.05,2.701,44.4
R-040859,MCH-0017,Line-A,2025-01-14 16:14:00,60.76,137.79,4.622,52.5
R-040860,MCH-0018,Line-C,2025-01-26 09:50:00,79.09,145.45,3.724,46.2
R-040861,MCH-0018,Line-C,2025-03-29 04:38:00,102.19,124.09,3.912,56.8
R-040862,MCH-0020,Line-D,2025-03-13 06:29:00,78.62,127.3,2.638,37.8
R-040863,MCH-0017,Line-A,2025-03-03 06:41:00,63.52,175.1,3.097,46.6
R-040864,MCH-0016,Line-C,2025-01-29 09:33:00,55.56,127.44,4.557,43.8
R-040865,MCH-0046,Line-C,2025-03-11 13:08:00,82.39,142.29,2.556,41.1
R-040866,MCH-0011,Line-A,2025-01-23 18:55:00,77.64,137.25,5.114,51.5
R-040867,MCH-0033,Line-B,2025-02-03 04:30:00,81.86,148.37,3.351,51.4
R-040868,MCH-0005,Line-B,2025-03-25 23:30:00,68.21,120.33,2.834,36.7
R-040869,MCH-0045,Line-B,2025-01-11 17:35:00,83.03,140.08,3.504,51.4
R-040870,MCH-0024,Line-B,2025-02-09 13:17:00,60.57,139.88,2.6,52.4
R-040871,MCH-0035,Line-D,2025-01-12 05:06:00,82.69,142.11,3.698,52.4
R-040872,MCH-0015,Line-C,2025-01-10 03:27:00,65.98,130.64,3.06,35.0
R-040873,MCH-0023,Line-A,2025-02-19 09:03:00,90.41,157.54,3.003,60.4
R-040874,MCH-0013,Line-C,2025-01-19 20:56:00,71.09,134.14,2.174,34.5
R-040875,MCH-0031,Line-D,2025-02-10 22:45:00,97.15,171.4,2.764,41.5
R-040876,MCH-0001,Line-A,2025-03-09 01:04:00,49.02,147.96,3.055,40.7
R-040877,MCH-0016,Line-C,2025-03-19 14:48:00,87.9,168.64,4.777,42.5
R-040878,MCH-0032,Line-B,2025-03-10 19:15:00,67.92,171.2,3.67,36.7
R-040879,MCH-0030,Line-C,2025-01-23 05:04:00,90.34,137.4,2.663,56.8
R-040880,MCH-0038,Line-B,2025-01-20 10:49:00,82.56,192.66,5.304,49.0
R-040881,MCH-0005,Line-B,2025-02-05 09:05:00,70.79,116.79,3.53,49.9
R-040882,MCH-0024,Line-B,2025-03-02 00:36:00,79.64,121.17,3.335,44.6
R-040883,MCH-0034,Line-C,2025-02-08 21:52:00,63.88,175.99,3.862,65.8
R-040884,MCH-0037,Line-A,2025-03-04 09:10:00,72.49,150.17,2.408,39.8
R-040885,MCH-0012,Line-A,2025-03-09 09:55:00,81.31,144.03,3.517,41.0
R-040886,MCH-0006,Line-A,2025-02-04 07:29:00,78.29,160.95,3.125,50.8
R-040887,MCH-0015,Line-C,2025-01-19 02:33:00,72.86,130.31,4.817,45.5
R-040888,MCH-0032,Line-B,2025-01-31 16:57:00,67.2,149.77,3.88,44.2
R-040889,MCH-0024,Line-B,2025-03-21 20:06:00,67.57,117.26,4.506,55.8
R-040890,MCH-0048,Line-B,2025-03-18 05:48:00,52.32,145.9,3.915,51.1
R-040891,MCH-0019,Line-A,2025-03-05 05:28:00,85.73,162.99,2.46,56.9
R-040892,MCH-0010,Line-B,2025-03-27 06:23:00,59.08,175.4,5.3,54.5
R-040893,MCH-0016,Line-C,2025-01-18 22:36:00,67.27,151.54,4.21,45.3
R-040894,MCH-0028,Line-C,2025-03-28 12:22:00,81.81,141.34,4.985,42.9
R-040895,MCH-0031,Line-D,2025-03-27 11:21:00,86.73,148.59,3.806,49.5
R-040896,MCH-0028,Line-C,2025-03-13 10:49:00,86.64,127.06,3.904,43.4
R-040897,MCH-0011,Line-A,2025-01-13 22:02:00,79.62,186.08,2.76,41.3
R-040898,MCH-0032,Line-B,2025-01-24 15:32:00,54.51,166.34,3.051,38.9
R-040899,MCH-0040,Line-D,2025-01-02 07:57:00,83.72,142.91,3.5,37.0
R-040900,MCH-0047,Line-A,2025-02-08 13:47:00,91.27,156.56,3.938,54.4
R-040901,MCH-0005,Line-B,2025-01-14 21:20:00,59.85,154.24,3.147,38.8
R-040902,MCH-0030,Line-C,2025-03-02 22:48:00,103.52,115.49,4.689,54.5
R-040903,MCH-0034,Line-C,2025-03-31 08:28:00,69.84,167.95,3.636,30.2
R-040904,MCH-0005,Line-B,2025-01-20 12:06:00,58.35,147.99,3.185,55.1
R-040905,MCH-0009,Line-D,2025-03-23 04:32:00,54.03,151.77,3.337,47.6
R-040906,MCH-0031,Line-D,2025-01-23 11:39:00,80.51,116.51,2.667,22.2
R-040907,MCH-0007,Line-D,2025-03-16 09:43:00,75.63,130.22,4.94,52.5
R-040908,MCH-0019,Line-A,2025-01-01 16:51:00,90.47,147.26,4.186,44.5
R-040909,MCH-0048,Line-B,2025-02-20 08:02:00,89.07,145.12,4.497,42.1
R-040910,MCH-0036,Line-B,2025-01-28 21:46:00,76.49,178.25,2.875,24.9
R-040911,MCH-0020,Line-D,2025-03-28 17:19:00,89.74,149.05,3.778,58.7
R-040912,MCH-0028,Line-C,2025-01-21 04:21:00,91.89,160.95,3.304,38.5
R-040913,MCH-0029,Line-A,2025-03-06 12:30:00,58.99,164.49,2.329,48.6
R-040914,MCH-0007,Line-D,2025-01-26 05:27:00,47.17,178.58,3.349,49.4
R-040915,MCH-0030,Line-C,2025-01-09 14:07:00,55.49,129.85,4.343,49.7
R-040916,MCH-0038,Line-B,2025-03-01 02:32:00,76.37,157.68,3.141,49.3
R-040917,MCH-0048,Line-B,2025-01-31 19:03:00,74.5,118.93,4.57,56.0
R-040918,MCH-0008,Line-C,2025-01-04 13:13:00,81.34,148.67,4.194,54.2
R-040919,MCH-0027,Line-A,2025-01-27 02:37:00,96.74,149.3,3.71,33.5
R-040920,MCH-0014,Line-A,2025-01-18 01:48:00,74.85,152.38,1.341,45.6
R-040921,MCH-0017,Line-A,2025-03-23 06:10:00,76.64,153.07,3.832,63.5
R-040922,MCH-0046,Line-C,2025-01-07 19:51:00,56.53,124.47,4.396,29.7
R-040923,MCH-0039,Line-D,2025-01-22 19:08:00,90.0,115.78,4.217,39.5
R-040924,MCH-0018,Line-C,2025-03-28 03:11:00,67.79,134.57,2.652,38.0
R-040925,MCH-0033,Line-B,2025-03-20 01:45:00,86.28,145.22,3.911,47.2
R-040926,MCH-0002,Line-B,2025-02-26 08:25:00,62.2,128.17,3.106,38.1
R-040927,MCH-0003,Line-A,2025-03-04 03:52:00,81.89,145.12,2.531,48.1
R-040928,MCH-0016,Line-C,2025-02-03 16:18:00,76.63,141.91,4.316,43.1
R-040929,MCH-0004,Line-A,2025-01-04 01:43:00,94.84,139.97,3.885,45.4
R-040930,MCH-0006,Line-A,2025-03-03 19:16:00,78.21,145.75,3.848,42.6
R-040931,MCH-0043,Line-C,2025-01-09 23:46:00,71.95,155.99,3.296,57.1
R-040932,MCH-0019,Line-A,2025-01-09 02:18:00,63.77,114.59,2.659,47.3
R-040933,MCH-0030,Line-C,2025-02-14 19:48:00,82.4,162.67,3.213,42.7
R-040934,MCH-0042,Line-A,2025-03-04 11:17:00,91.12,112.71,4.179,41.8
R-040935,MCH-0026,Line-B,2025-02-13 14:43:00,84.74,139.93,4.045,48.2
R-040936,MCH-0007,Line-D,2025-01-23 17:26:00,68.93,172.88,4.642,38.2
R-040937,MCH-0049,Line-B,2025-02-11 01:18:00,58.8,140.22,2.941,54.0
R-040938,MCH-0047,Line-A,2025-03-01 23:18:00,68.15,145.0,3.614,34.8
R-040939,MCH-0049,Line-B,2025-03-25 00:58:00,81.36,144.09,4.0,44.9
R-040940,MCH-0022,Line-B,2025-03-29 12:50:00,89.59,130.62,3.831,34.7
R-040941,MCH-0040,Line-D,2025-03-17 04:17:00,87.51,122.1,3.093,45.1
R-040942,MCH-0050,Line-A,2025-03-07 09:27:00,92.95,167.49,3.729,57.4
R-040943,MCH-0010,Line-B,2025-02-18 03:31:00,76.66,110.59,3.602,47.0
R-040944,MCH-0041,Line-D,2025-03-10 06:03:00,77.52,150.1,4.31,38.6
R-040945,MCH-0043,Line-C,2025-01-06 07:33:00,78.56,137.06,3.985,47.6
R-040946,MCH-0027,Line-A,2025-01-12 00:40:00,72.41,156.19,3.736,44.3
R-040947,MCH-0006,Line-A,2025-02-02 16:53:00,67.44,145.54,4.422,36.1
R-040948,MCH-0020,Line-D,2025-03-24 06:35:00,70.22,180.38,4.454,52.0
R-040949,MCH-0005,Line-B,2025-01-26 20:03:00,90.19,186.71,3.793,54.9
R-040950,MCH-0023,Line-A,2025-02-05 16:23:00,81.12,105.79,2.586,42.6
R-040951,MCH-0026,Line-B,2025-02-06 07:32:00,62.67,107.65,2.689,46.0
R-040952,MCH-0037,Line-A,2025-01-24 01:04:00,63.01,195.63,3.565,53.0
R-040953,MCH-0044,Line-A,2025-02-08 20:29:00,99.41,160.41,3.402,55.6
R-040954,MCH-0022,Line-B,2025-02-25 19:18:00,71.89,141.73,2.257,37.4
R-040955,MCH-0036,Line-B,2025-02-10 00:34:00,93.16,164.01,2.74,44.0
R-040956,MCH-0037,Line-A,2025-03-19 08:18:00,74.97,148.76,3.403,53.8
R-040957,MCH-0023,Line-A,2025-02-01 22:52:00,60.4,137.9,3.945,49.4
R-040958,MCH-0020,Line-D,2025-01-11 06:38:00,70.23,139.87,4.774,39.7
R-040959,MCH-0027,Line-A,2025-01-30 02:53:00,90.46,147.5,3.86,42.4
R-040960,MCH-0032,Line-B,2025-02-12 13:39:00,59.14,135.43,4.018,52.9
R-040961,MCH-0038,Line-B,2025-03-14 18:32:00,71.67,173.7,3.153,39.7
R-040962,MCH-0047,Line-A,2025-03-03 00:39:00,76.42,139.13,3.748,38.5
R-040963,MCH-0010,Line-B,2025-02-18 10:34:00,87.71,167.67,2.988,39.4
R-040964,MCH-0008,Line-C,2025-03-18 12:38:00,107.17,136.03,4.526,44.8
R-040965,MCH-0020,Line-D,2025-02-15 16:25:00,68.46,161.66,3.043,58.0
R-040966,MCH-0006,Line-A,2025-01-20 03:56:00,76.2,188.2,5.018,50.9
R-040967,MCH-0008,Line-C,2025-02-05 12:43:00,74.34,141.72,2.105,31.2
R-040968,MCH-0017,Line-A,2025-03-29 15:11:00,72.44,129.68,2.126,62.2
R-040969,MCH-0050,Line-A,2025-01-14 19:43:00,89.12,129.16,3.689,39.1
R-040970,MCH-0019,Line-A,2025-02-14 16:59:00,73.27,125.66,2.175,48.2
R-040971,MCH-0009,Line-D,2025-01-28 08:53:00,68.43,126.34,4.2,37.9
R-040972,MCH-0004,Line-A,2025-03-26 22:26:00,79.45,148.3,3.431,65.6
R-040973,MCH-0019,Line-A,2025-01-06 20:34:00,63.43,191.43,2.549,53.0
R-040974,MCH-0049,Line-B,2025-02-11 07:06:00,59.12,155.91,3.06,51.8
R-040975,MCH-0029,Line-A,2025-02-26 18:59:00,81.27,175.94,4.01,35.3
R-040976,MCH-0020,Line-D,2025-01-08 10:59:00,81.01,161.01,3.195,41.9
R-040977,MCH-0009,Line-D,2025-01-12 10:39:00,58.66,155.47,5.518,36.1
R-040978,MCH-0011,Line-A,2025-03-25 16:03:00,95.63,139.92,3.17,46.1
R-040979,MCH-0016,Line-C,2025-02-02 08:50:00,87.65,177.24,2.498,37.5
R-040980,MCH-0024,Line-B,2025-02-01 11:53:00,65.27,94.22,4.058,39.1
R-040981,MCH-0013,Line-C,2025-01-29 18:35:00,61.3,155.56,4.757,43.3
R-040982,MCH-0015,Line-C,2025-01-07 01:47:00,73.28,113.72,1.911,59.0
R-040983,MCH-0011,Line-A,2025-02-05 05:15:00,88.19,152.35,4.339,49.1
R-040984,MCH-0011,Line-A,2025-02-13 14:27:00,89.35,153.72,2.133,51.9
R-040985,MCH-0049,Line-B,2025-01-05 08:53:00,73.84,168.69,3.78,55.8
R-040986,MCH-0025,Line-D,2025-03-03 14:42:00,71.05,175.16,2.45,43.0
R-040987,MCH-0033,Line-B,2025-02-25 20:08:00,71.35,144.26,2.345,42.3
R-040988,MCH-0037,Line-A,2025-01-11 05:25:00,99.91,158.02,2.896,41.3
R-040989,MCH-0047,Line-A,2025-01-20 13:19:00,65.35,148.21,3.783,42.2
R-040990,MCH-0050,Line-A,2025-02-28 06:35:00,72.62,147.47,3.741,30.2
R-040991,MCH-0028,Line-C,2025-01-29 11:24:00,78.05,153.42,2.785,53.8
R-040992,MCH-0043,Line-C,2025-03-18 01:39:00,71.93,178.64,2.977,52.1
R-040993,MCH-0027,Line-A,2025-01-02 11:33:00,72.06,164.99,3.465,49.6
R-040994,MCH-0030,Line-C,2025-03-07 11:53:00,76.4,171.12,4.595,31.7
R-040995,MCH-0036,Line-B,2025-03-04 18:30:00,63.0,198.73,3.701,46.1
R-040996,MCH-0043,Line-C,2025-02-10 15:30:00,70.32,140.56,3.38,50.5
R-040997,MCH-0042,Line-A,2025-01-28 06:57:00,67.61,140.24,2.678,34.0
R-040998,MCH-0030,Line-C,2025-03-03 14:55:00,82.25,155.34,4.692,52.0
R-040999,MCH-0050,Line-A,2025-02-14 08:48:00,81.4,123.57,2.356,25.1
R-041000,MCH-0037,Line-A,2025-01-03 00:51:00,88.4,123.07,3.992,51.8
R-041001,MCH-0030,Line-C,2025-02-01 02:58:00,69.79,172.94,4.968,58.4
R-041002,MCH-0004,Line-A,2025-02-08 22:13:00,66.51,133.27,3.294,55.1
R-041003,MCH-0010,Line-B,2025-01-13 01:51:00,50.79,141.49,3.612,50.1
R-041004,MCH-0042,Line-A,2025-01-30 00:19:00,81.35,133.26,3.485,33.3
R-041005,MCH-0043,Line-C,2025-01-13 03:28:00,90.75,136.48,4.256,55.7
R-041006,MCH-0005,Line-B,2025-01-23 06:24:00,78.71,166.37,4.141,42.2
R-041007,MCH-0013,Line-C,2025-03-26 06:06:00,75.93,190.18,4.193,46.0
R-041008,MCH-0042,Line-A,2025-03-22 08:18:00,60.89,158.45,2.808,50.7
R-041009,MCH-0047,Line-A,2025-03-17 02:53:00,94.27,126.17,3.128,44.0
R-041010,MCH-0035,Line-D,2025-01-26 17:27:00,78.65,180.17,2.152,38.7
R-041011,MCH-0023,Line-A,2025-02-10 11:50:00,72.23,139.84,3.796,35.8
R-041012,MCH-0050,Line-A,2025-02-24 08:30:00,95.9,150.84,4.841,50.2
R-041013,MCH-0032,Line-B,2025-01-16 21:31:00,82.78,158.4,4.118,52.1
R-041014,MCH-0045,Line-B,2025-01-16 07:33:00,59.0,141.47,4.796,46.5
R-041015,MCH-0020,Line-D,2025-01-14 20:31:00,62.86,133.02,2.955,46.3
R-041016,MCH-0032,Line-B,2025-01-14 22:30:00,81.05,127.67,5.271,43.6
R-041017,MCH-0035,Line-D,2025-01-21 07:51:00,73.68,168.01,2.591,42.0
R-041018,MCH-0049,Line-B,2025-03-13 23:24:00,69.84,147.36,4.236,41.6
R-041019,MCH-0027,Line-A,2025-03-03 00:48:00,57.55,123.05,3.848,45.8
R-041020,MCH-0017,Line-A,2025-01-28 23:07:00,70.6,150.52,3.129,54.9
R-041021,MCH-0005,Line-B,2025-03-01 15:28:00,105.17,128.52,4.031,50.2
R-041022,MCH-0046,Line-C,2025-02-13 00:24:00,81.13,170.32,4.523,37.7
R-041023,MCH-0001,Line-A,2025-01-02 22:55:00,94.65,158.96,2.627,51.6
R-041024,MCH-0016,Line-C,2025-03-06 16:58:00,85.6,135.76,4.683,48.9
R-041025,MCH-0013,Line-C,2025-02-07 10:10:00,97.84,153.89,3.105,40.1
R-041026,MCH-0033,Line-B,2025-01-11 13:43:00,90.39,158.46,3.78,45.1
R-041027,MCH-0021,Line-B,2025-03-28 21:07:00,73.45,137.55,3.898,32.2
R-041028,MCH-0022,Line-B,2025-03-30 06:10:00,77.59,147.61,3.958,44.3
R-041029,MCH-0035,Line-D,2025-02-16 04:00:00,83.49,168.17,5.1,45.6
R-041030,MCH-0017,Line-A,2025-01-16 06:32:00,63.69,112.63,3.12,52.1
R-041031,MCH-0050,Line-A,2025-02-14 15:38:00,100.06,141.95,3.416,47.1
R-041032,MCH-0043,Line-C,2025-03-09 07:31:00,56.78,143.79,3.087,34.8
R-041033,MCH-0025,Line-D,2025-02-17 02:58:00,64.2,167.11,2.845,51.1
R-041034,MCH-0035,Line-D,2025-03-30 05:49:00,73.43,118.4,2.991,51.7
R-041035,MCH-0003,Line-A,2025-03-27 19:04:00,77.73,139.2,2.926,41.3
R-041036,MCH-0016,Line-C,2025-03-11 10:58:00,94.56,179.08,3.762,61.0
R-041037,MCH-0008,Line-C,2025-01-05 16:55:00,72.98,160.97,3.101,52.8
R-041038,MCH-0033,Line-B,2025-03-05 08:43:00,85.56,121.37,1.907,30.7
R-041039,MCH-0026,Line-B,2025-03-31 18:44:00,87.62,133.15,4.126,48.7
R-041040,MCH-0010,Line-B,2025-01-26 20:00:00,85.66,181.2,3.84,41.6
R-041041,MCH-0020,Line-D,2025-03-09 07:20:00,84.13,126.42,4.215,37.7
R-041042,MCH-0026,Line-B,2025-03-15 09:53:00,61.03,165.27,1.9,52.6
R-041043,MCH-0030,Line-C,2025-01-17 10:08:00,80.9,140.61,2.36,50.9
R-041044,MCH-0035,Line-D,2025-03-28 22:42:00,96.75,159.86,3.585,55.8
R-041045,MCH-0040,Line-D,2025-02-08 09:33:00,64.37,193.2,2.346,46.1
R-041046,MCH-0026,Line-B,2025-03-15 22:36:00,64.37,135.38,2.935,50.1
R-041047,MCH-0025,Line-D,2025-03-07 07:05:00,75.67,151.6,3.406,48.7
R-041048,MCH-0006,Line-A,2025-02-06 01:43:00,95.72,147.28,3.724,53.0
R-041049,MCH-0024,Line-B,2025-02-04 09:44:00,65.39,102.09,2.688,40.2
R-041050,MCH-0007,Line-D,2025-03-30 01:44:00,79.71,189.75,2.401,45.8
R-041051,MCH-0033,Line-B,2025-01-26 17:21:00,46.25,164.67,3.575,40.3
R-041052,MCH-0049,Line-B,2025-02-18 13:02:00,92.8,116.37,5.138,54.6
R-041053,MCH-0018,Line-C,2025-03-08 01:25:00,66.42,181.85,2.467,49.7
R-041054,MCH-0036,Line-B,2025-01-08 15:35:00,84.13,150.8,3.863,46.5
R-041055,MCH-0025,Line-D,2025-01-02 18:04:00,64.55,126.62,3.156,67.3
R-041056,MCH-0004,Line-A,2025-01-20 15:16:00,52.6,148.8,2.93,38.5
R-041057,MCH-0022,Line-B,2025-03-11 06:53:00,102.27,164.26,4.538,58.1
R-041058,MCH-0045,Line-B,2025-03-15 12:03:00,69.59,151.2,2.847,45.5
R-041059,MCH-0016,Line-C,2025-01-04 19:12:00,88.35,125.52,4.102,41.8
R-041060,MCH-0013,Line-C,2025-01-10 21:28:00,87.89,151.4,3.291,44.5
R-041061,MCH-0011,Line-A,2025-02-01 19:41:00,68.59,123.52,4.155,31.8
R-041062,MCH-0034,Line-C,2025-02-27 08:39:00,95.96,169.08,2.712,41.0
R-041063,MCH-0026,Line-B,2025-01-27 09:26:00,75.93,151.96,3.118,43.9
R-041064,MCH-0048,Line-B,2025-01-28 07:17:00,64.61,154.68,4.27,49.2
R-041065,MCH-0050,Line-A,2025-01-05 12:10:00,73.98,195.03,4.675,44.5
R-041066,MCH-0050,Line-A,2025-03-02 13:36:00,76.11,184.67,4.13,32.4
R-041067,MCH-0001,Line-A,2025-02-01 09:22:00,68.01,139.37,4.626,47.1
R-041068,MCH-0035,Line-D,2025-03-28 03:28:00,90.53,164.8,3.079,45.6
R-041069,MCH-0021,Line-B,2025-02-09 15:41:00,89.95,199.13,3.894,42.0
R-041070,MCH-0033,Line-B,2025-03-21 03:54:00,73.56,152.26,3.596,40.3
R-041071,MCH-0041,Line-D,2025-03-08 13:00:00,74.73,160.91,2.463,38.4
R-041072,MCH-0021,Line-B,2025-03-09 19:46:00,53.88,144.87,3.608,52.8
R-041073,MCH-0021,Line-B,2025-03-16 04:35:00,87.47,191.5,2.487,49.3
R-041074,MCH-0028,Line-C,2025-01-18 17:18:00,83.03,136.01,3.495,40.9
R-041075,MCH-0017,Line-A,2025-01-22 11:29:00,82.47,127.47,3.258,50.8
R-041076,MCH-0029,Line-A,2025-02-02 14:14:00,86.43,182.28,3.309,35.2
R-041077,MCH-0032,Line-B,2025-01-26 18:22:00,73.72,143.94,4.212,52.3
R-041078,MCH-0002,Line-B,2025-02-12 13:09:00,74.61,120.57,3.175,43.4
R-041079,MCH-0020,Line-D,2025-03-26 00:48:00,66.33,174.57,2.418,41.5
R-041080,MCH-0041,Line-D,2025-02-10 03:11:00,44.76,149.17,3.598,50.0
R-041081,MCH-0034,Line-C,2025-02-24 23:06:00,55.07,125.64,3.554,69.7
R-041082,MCH-0029,Line-A,2025-01-11 01:40:00,62.81,141.64,3.322,50.1
R-041083,MCH-0028,Line-C,2025-03-29 13:22:00,82.25,150.68,3.114,53.1
R-041084,MCH-0005,Line-B,2025-01-30 08:32:00,77.08,130.43,2.28,47.7
