event_id,timestamp,substation_id,region,event_type,severity,duration_sec,affected_customers,resolved
EVT-000030,2025-03-04T18:11:40Z,SUB-011,North,restoration,low,410,801,true
EVT-000291,2025-03-21T00:41:39Z,SUB-017,South,restoration,low,137,271,true
EVT-000634,2025-04-08T08:31:47Z,SUB-020,Central,restoration,low,192,1468,true
EVT-002053,2025-03-10T23:50:20Z,SUB-012,South,restoration,low,101,506,true
EVT-000749,2025-04-13T03:59:01Z,SUB-008,East,voltage_sag,high,1032,3316,false
EVT-002123,2025-03-27T07:42:03Z,SUB-013,East,restoration,low,223,750,true
EVT-000213,2025-03-17T23:25:29Z,SUB-020,Central,surge,medium,1013,1705,false
EVT-001789,2025-04-14T19:18:03Z,SUB-012,South,restoration,low,306,69,true
EVT-000999,2025-04-23T21:19:27Z,SUB-016,North,voltage_sag,high,1359,2958,false
EVT-001952,2025-03-01T10:10:59Z,SUB-020,Central,restoration,low,384,246,true
EVT-000852,2025-04-17T13:03:32Z,SUB-022,South,restoration,low,372,574,true
EVT-001859,2025-04-17T03:18:14Z,SUB-003,East,restoration,low,399,317,true
EVT-002232,2025-03-12T12:39:32Z,SUB-013,East,restoration,low,173,257,true
EVT-000223,2025-03-17T05:56:21Z,SUB-024,West,voltage_sag,high,1523,3075,false
EVT-000247,2025-03-19T10:30:21Z,SUB-002,South,voltage_sag,high,2263,2237,false
EVT-001669,2025-04-21T15:46:39Z,SUB-025,Central,restoration,low,277,322,true
EVT-002074,2025-03-30T23:02:56Z,SUB-024,West,restoration,low,67,49,true
EVT-001412,2025-03-27T15:22:26Z,SUB-021,North,restoration,low,168,283,true
EVT-002167,2025-03-31T22:55:35Z,SUB-001,North,restoration,low,387,717,true
EVT-001898,2025-04-15T01:57:56Z,SUB-006,North,restoration,low,159,59,true
EVT-000795,2025-04-15T10:28:54Z,SUB-004,West,voltage_sag,critical,1780,2855,false
EVT-000330,2025-03-24T15:56:38Z,SUB-023,East,voltage_sag,high,2047,2818,false
EVT-000016,2025-03-02T13:33:28Z,SUB-019,West,voltage_sag,high,1036,3612,false
EVT-000947,2025-04-21T06:57:21Z,SUB-019,West,restoration,low,85,537,true
EVT-000691,2025-04-10T19:41:26Z,SUB-007,South,voltage_sag,high,822,2085,false
EVT-001743,2025-03-21T11:47:16Z,SUB-006,North,restoration,low,343,573,true
EVT-000619,2025-04-08T06:48:42Z,SUB-009,West,voltage_sag,critical,1818,3962,false
EVT-000731,2025-04-11T22:41:18Z,SUB-022,South,voltage_sag,high,1118,2872,false
EVT-000439,2025-03-30T03:07:27Z,SUB-001,North,voltage_sag,high,1171,2316,false
EVT-000802,2025-04-15T14:57:39Z,SUB-017,South,surge,high,1570,2404,false
EVT-000846,2025-04-17T09:24:20Z,SUB-016,North,surge,medium,1979,1532,false
EVT-000369,2025-03-26T22:03:35Z,SUB-010,Central,restoration,low,529,1187,true
EVT-000986,2025-04-23T12:58:49Z,SUB-002,South,voltage_sag,high,1548,2976,false
EVT-000753,2025-04-13T08:06:34Z,SUB-012,South,voltage_sag,critical,2298,3180,false
EVT-000142,2025-03-12T02:00:34Z,SUB-010,Central,surge,medium,783,1362,false
EVT-001294,2025-03-31T14:25:23Z,SUB-020,Central,restoration,low,85,259,true
EVT-000506,2025-04-02T15:07:58Z,SUB-024,West,voltage_sag,high,1787,2849,false
EVT-001637,2025-03-30T23:09:49Z,SUB-014,West,restoration,low,123,285,true
EVT-000548,2025-04-04T21:34:09Z,SUB-014,West,surge,critical,1792,4413,false
EVT-000877,2025-04-19T12:05:05Z,SUB-004,West,voltage_sag,critical,2078,3299,false
EVT-000154,2025-03-12T20:08:37Z,SUB-021,North,restoration,low,293,113,true
EVT-000812,2025-04-15T04:09:00Z,SUB-023,East,voltage_sag,critical,1887,4661,false
EVT-001617,2025-03-31T14:12:34Z,SUB-016,North,restoration,low,367,666,true
EVT-000014,2025-03-02T11:17:03Z,SUB-015,Central,restoration,low,89,1320,true
EVT-001021,2025-04-24T18:38:52Z,SUB-007,South,voltage_sag,critical,2098,2853,false
EVT-002177,2025-04-15T06:39:08Z,SUB-007,South,restoration,low,102,138,true
EVT-001171,2025-04-29T07:04:18Z,SUB-007,South,voltage_sag,high,1060,3933,false
EVT-002190,2025-03-11T22:03:52Z,SUB-001,North,restoration,low,288,612,true
EVT-000598,2025-04-07T10:52:09Z,SUB-013,East,voltage_sag,high,1983,1586,false
EVT-001328,2025-04-07T07:58:13Z,SUB-016,North,restoration,low,159,565,true
EVT-000487,2025-04-01T11:12:55Z,SUB-015,Central,surge,high,1634,1972,false
EVT-000635,2025-04-08T03:59:56Z,SUB-022,South,surge,high,1359,2770,false
EVT-000398,2025-03-28T19:32:41Z,SUB-008,East,restoration,low,526,781,true
EVT-002125,2025-04-18T09:32:15Z,SUB-024,West,restoration,low,221,68,true
EVT-002270,2025-03-01T07:40:15Z,SUB-014,West,restoration,low,188,363,true
EVT-001918,2025-04-23T17:43:14Z,SUB-011,North,restoration,low,185,263,true
EVT-001632,2025-03-12T06:48:52Z,SUB-006,North,restoration,low,355,218,true
EVT-000388,2025-03-27T08:25:32Z,SUB-003,East,voltage_sag,high,1075,2094,false
EVT-000693,2025-04-10T07:32:06Z,SUB-007,South,restoration,low,203,1451,true
EVT-002169,2025-04-03T05:09:52Z,SUB-018,East,restoration,low,139,153,true
EVT-000817,2025-04-15T23:23:30Z,SUB-024,West,voltage_sag,high,1392,2456,false
EVT-000073,2025-03-07T07:03:09Z,SUB-012,South,surge,high,1307,2319,false
EVT-001500,2025-03-21T12:20:19Z,SUB-025,Central,restoration,low,198,150,true
EVT-000237,2025-03-18T07:24:37Z,SUB-018,East,surge,high,1789,2839,false
EVT-002114,2025-03-07T14:45:56Z,SUB-007,South,restoration,low,337,90,true
EVT-002246,2025-03-13T18:19:53Z,SUB-001,North,restoration,low,82,769,true
EVT-000371,2025-03-26T16:27:29Z,SUB-011,North,voltage_sag,critical,1874,4121,false
EVT-000122,2025-03-11T08:13:42Z,SUB-009,West,surge,medium,399,1060,false
EVT-002290,2025-03-11T20:36:56Z,SUB-002,South,restoration,low,318,724,true
EVT-000676,2025-04-09T10:53:10Z,SUB-019,West,voltage_sag,critical,1910,3123,false
EVT-001904,2025-04-26T07:16:16Z,SUB-008,East,restoration,low,173,530,true
EVT-001469,2025-04-23T10:24:15Z,SUB-013,East,restoration,low,199,108,true
EVT-002136,2025-03-22T07:30:04Z,SUB-004,West,restoration,low,83,487,true
EVT-002093,2025-03-30T03:37:30Z,SUB-020,Central,restoration,low,382,16,true
EVT-001168,2025-04-29T07:31:07Z,SUB-005,Central,surge,medium,1422,2337,false
EVT-001801,2025-04-01T03:26:54Z,SUB-019,West,restoration,low,165,716,true
EVT-002269,2025-04-08T23:02:23Z,SUB-025,Central,restoration,low,170,33,true
EVT-000392,2025-03-27T13:18:38Z,SUB-009,West,surge,high,1329,2849,false
EVT-002054,2025-03-12T02:36:49Z,SUB-025,Central,restoration,low,127,226,true
EVT-001867,2025-03-14T20:13:59Z,SUB-020,Central,restoration,low,216,751,true
EVT-002034,2025-04-15T01:29:34Z,SUB-009,West,restoration,low,95,508,true
EVT-000039,2025-03-05T20:30:19Z,SUB-008,East,voltage_sag,high,2210,2854,false
EVT-001508,2025-03-27T23:07:57Z,SUB-018,East,restoration,low,131,637,true
EVT-001624,2025-03-10T09:19:34Z,SUB-018,East,restoration,low,172,102,true
EVT-001160,2025-04-29T07:03:44Z,SUB-002,South,surge,high,1587,2230,false
EVT-000484,2025-04-01T06:57:31Z,SUB-013,East,surge,medium,1068,774,false
EVT-000351,2025-03-25T13:20:20Z,SUB-015,Central,voltage_sag,high,1329,4021,false
EVT-001394,2025-03-31T00:36:14Z,SUB-006,North,restoration,low,151,755,true
EVT-000041,2025-03-05T18:51:16Z,SUB-008,East,restoration,low,286,190,true
EVT-001019,2025-04-24T17:48:11Z,SUB-006,North,voltage_sag,high,1006,2538,false
EVT-001995,2025-04-23T10:19:08Z,SUB-009,West,restoration,low,312,716,true
EVT-001450,2025-03-05T16:27:53Z,SUB-005,Central,restoration,low,213,684,true
EVT-000183,2025-03-14T06:22:12Z,SUB-016,North,restoration,low,446,1283,true
EVT-001144,2025-04-28T03:28:34Z,SUB-018,East,restoration,low,190,930,true
EVT-000829,2025-04-16T21:24:23Z,SUB-023,East,voltage_sag,critical,1920,3382,false
EVT-001924,2025-03-23T03:29:24Z,SUB-013,East,restoration,low,281,701,true
EVT-000793,2025-04-15T16:32:16Z,SUB-003,East,restoration,low,227,253,true
EVT-000366,2025-03-26T11:47:21Z,SUB-008,East,restoration,low,403,173,true
EVT-001705,2025-03-18T12:00:48Z,SUB-009,West,restoration,low,326,21,true
EVT-000207,2025-03-17T06:11:02Z,SUB-008,East,voltage_sag,medium,1478,2973,false
EVT-001117,2025-04-27T09:13:46Z,SUB-023,East,voltage_sag,high,1786,2535,false
EVT-000052,2025-03-05T13:52:58Z,SUB-017,South,voltage_sag,medium,957,2587,false
EVT-002279,2025-04-13T02:18:08Z,SUB-023,East,restoration,low,197,211,true
EVT-001441,2025-03-15T20:45:48Z,SUB-004,West,restoration,low,303,631,true
EVT-001137,2025-04-28T06:49:10Z,SUB-014,West,voltage_sag,high,1163,2975,false
EVT-001606,2025-03-14T02:38:15Z,SUB-007,South,restoration,low,174,247,true
EVT-000335,2025-03-24T13:57:59Z,SUB-024,West,restoration,low,233,497,true
EVT-001913,2025-03-04T11:59:49Z,SUB-020,Central,restoration,low,271,796,true
EVT-002066,2025-04-14T13:21:15Z,SUB-008,East,restoration,low,68,689,true
EVT-002073,2025-03-08T07:36:31Z,SUB-004,West,restoration,low,353,532,true
EVT-002296,2025-04-04T09:03:53Z,SUB-020,Central,restoration,low,177,436,true
EVT-002305,2025-04-20T17:42:07Z,SUB-004,West,restoration,low,248,509,true
EVT-000050,2025-03-05T10:18:09Z,SUB-016,North,outage,medium,1457,1830,false
EVT-000158,2025-03-12T02:14:38Z,SUB-024,West,restoration,low,194,660,true
EVT-000653,2025-04-09T00:36:55Z,SUB-011,North,surge,high,1509,2348,false
EVT-000896,2025-04-19T03:18:52Z,SUB-013,East,restoration,low,532,1013,true
EVT-001738,2025-03-27T15:16:25Z,SUB-004,West,restoration,low,395,165,true
EVT-001719,2025-03-25T18:58:14Z,SUB-001,North,restoration,low,222,439,true
EVT-001648,2025-03-28T09:19:21Z,SUB-001,North,restoration,low,274,366,true
EVT-000772,2025-04-13T02:29:21Z,SUB-021,North,surge,high,961,1523,false
EVT-002147,2025-03-12T17:44:58Z,SUB-016,North,restoration,low,348,118,true
EVT-001856,2025-04-07T13:02:30Z,SUB-023,East,restoration,low,291,129,true
EVT-001795,2025-03-16T07:10:05Z,SUB-008,East,restoration,low,308,798,true
EVT-001595,2025-04-21T09:44:22Z,SUB-006,North,restoration,low,375,656,true
EVT-001480,2025-03-22T06:12:50Z,SUB-015,Central,restoration,low,259,224,true
EVT-001543,2025-04-27T08:11:55Z,SUB-024,West,restoration,low,204,301,true
EVT-000561,2025-04-04T10:30:25Z,SUB-022,South,voltage_sag,high,1446,3143,false
EVT-001070,2025-04-25T06:46:21Z,SUB-020,Central,restoration,low,230,1484,true
EVT-001643,2025-04-11T03:55:53Z,SUB-016,North,restoration,low,68,103,true
EVT-000326,2025-03-24T13:17:22Z,SUB-019,West,voltage_sag,high,1825,3648,false
EVT-001556,2025-03-31T23:33:07Z,SUB-019,West,restoration,low,308,109,true
EVT-002024,2025-04-01T20:00:16Z,SUB-005,Central,restoration,low,301,136,true
EVT-000713,2025-04-10T23:09:48Z,SUB-023,East,voltage_sag,high,1903,3535,false
EVT-001093,2025-04-26T09:23:14Z,SUB-019,West,voltage_sag,high,1458,2678,false
EVT-002168,2025-03-23T08:18:17Z,SUB-011,North,restoration,low,103,13,true
EVT-000586,2025-04-06T04:07:33Z,SUB-004,West,voltage_sag,medium,1071,2179,false
EVT-002223,2025-03-31T08:20:41Z,SUB-011,North,restoration,low,237,521,true
EVT-001311,2025-03-19T18:37:53Z,SUB-024,West,restoration,low,329,556,true
EVT-000816,2025-04-15T02:15:07Z,SUB-024,West,voltage_sag,high,1525,3250,false
EVT-001715,2025-04-05T20:24:10Z,SUB-020,Central,restoration,low,94,768,true
EVT-000384,2025-03-26T21:54:59Z,SUB-025,Central,restoration,low,342,1087,true
EVT-000695,2025-04-10T19:59:08Z,SUB-009,West,restoration,low,289,700,true
EVT-000411,2025-03-28T20:47:12Z,SUB-019,West,voltage_sag,critical,1878,3167,false
EVT-000542,2025-04-04T02:32:29Z,SUB-009,West,surge,medium,1554,2629,false
EVT-001197,2025-03-15T15:23:30Z,SUB-021,North,restoration,low,311,564,true
EVT-001418,2025-04-29T21:44:21Z,SUB-011,North,restoration,low,79,463,true
EVT-001039,2025-04-24T04:44:34Z,SUB-020,Central,voltage_sag,high,1699,2480,false
EVT-002215,2025-03-06T09:46:44Z,SUB-001,North,restoration,low,112,158,true
EVT-000107,2025-03-10T23:08:35Z,SUB-017,South,restoration,low,243,1430,true
EVT-000873,2025-04-19T01:24:00Z,SUB-001,North,surge,medium,982,2058,false
EVT-000766,2025-04-13T08:43:44Z,SUB-019,West,voltage_sag,high,1235,2360,false
EVT-000738,2025-04-11T14:41:53Z,SUB-025,Central,restoration,low,490,1475,true
EVT-000442,2025-03-30T20:04:56Z,SUB-007,South,surge,high,1859,2117,false
EVT-001299,2025-03-04T07:03:34Z,SUB-015,Central,restoration,low,399,505,true
EVT-000961,2025-04-22T02:29:26Z,SUB-012,South,voltage_sag,high,1595,2387,false
EVT-001631,2025-03-12T18:28:45Z,SUB-003,East,restoration,low,323,754,true
EVT-002013,2025-04-22T18:31:16Z,SUB-003,East,restoration,low,110,334,true
EVT-001862,2025-03-03T10:35:49Z,SUB-022,South,restoration,low,342,131,true
EVT-002014,2025-04-23T05:24:28Z,SUB-018,East,restoration,low,61,496,true
EVT-001681,2025-04-20T21:02:49Z,SUB-016,North,restoration,low,273,734,true
EVT-000832,2025-04-16T23:13:41Z,SUB-025,Central,voltage_sag,high,2125,3699,false
EVT-001685,2025-03-22T12:29:50Z,SUB-013,East,restoration,low,348,419,true
EVT-000754,2025-04-13T09:34:58Z,SUB-012,South,voltage_sag,critical,1793,3870,false
EVT-002069,2025-03-22T12:31:12Z,SUB-002,South,restoration,low,395,621,true
EVT-001909,2025-04-01T11:06:10Z,SUB-020,Central,restoration,low,182,728,true
EVT-000277,2025-03-20T19:36:48Z,SUB-024,West,restoration,low,194,554,true
EVT-001113,2025-04-27T11:58:04Z,SUB-020,Central,voltage_sag,high,1514,2010,false
EVT-001938,2025-04-14T01:43:18Z,SUB-004,West,restoration,low,90,302,true
EVT-000376,2025-03-26T20:26:29Z,SUB-020,Central,voltage_sag,high,1283,2983,false
EVT-000637,2025-04-08T03:29:30Z,SUB-022,South,surge,high,1694,1592,false
EVT-000613,2025-04-08T16:39:04Z,SUB-003,East,voltage_sag,high,1664,1800,false
EVT-001911,2025-04-02T03:58:15Z,SUB-007,South,restoration,low,253,722,true
EVT-000096,2025-03-09T00:21:00Z,SUB-015,Central,surge,high,1154,2294,false
EVT-001430,2025-04-11T15:15:14Z,SUB-009,West,restoration,low,390,696,true
EVT-000304,2025-03-22T09:37:03Z,SUB-014,West,voltage_sag,high,1573,1642,false
EVT-001478,2025-03-21T01:26:04Z,SUB-005,Central,restoration,low,291,795,true
EVT-000201,2025-03-17T06:48:13Z,SUB-003,East,restoration,low,520,1235,true
EVT-000390,2025-03-27T19:36:59Z,SUB-009,West,surge,high,1579,2672,false
EVT-000981,2025-04-22T02:55:21Z,SUB-022,South,voltage_sag,critical,2256,4278,false
EVT-001740,2025-03-13T00:35:53Z,SUB-009,West,restoration,low,76,395,true
EVT-001619,2025-04-16T10:27:44Z,SUB-014,West,restoration,low,137,736,true
EVT-000958,2025-04-22T02:47:29Z,SUB-009,West,restoration,low,495,1491,true
EVT-001389,2025-03-12T14:04:53Z,SUB-020,Central,restoration,low,370,533,true
EVT-000618,2025-04-08T11:39:52Z,SUB-009,West,voltage_sag,critical,2288,2900,false
EVT-001112,2025-04-27T22:35:48Z,SUB-018,East,restoration,low,304,162,true
EVT-001140,2025-04-28T12:52:35Z,SUB-017,South,voltage_sag,critical,2216,4663,false
EVT-000854,2025-04-17T11:47:08Z,SUB-023,East,restoration,low,289,808,true
EVT-002235,2025-04-02T14:58:23Z,SUB-014,West,restoration,low,247,372,true
EVT-000467,2025-03-31T02:42:59Z,SUB-017,South,voltage_sag,high,1718,2282,false
EVT-001611,2025-04-05T00:57:15Z,SUB-019,West,restoration,low,162,248,true
EVT-001776,2025-04-29T19:13:02Z,SUB-010,Central,restoration,low,316,535,true
EVT-001843,2025-03-28T19:49:31Z,SUB-023,East,restoration,low,275,516,true
EVT-001703,2025-03-06T19:14:00Z,SUB-017,South,restoration,low,66,335,true
EVT-000298,2025-03-22T22:26:37Z,SUB-009,West,restoration,low,332,328,true
EVT-000036,2025-03-05T16:01:53Z,SUB-001,North,voltage_sag,medium,1349,1131,false
EVT-001558,2025-03-04T16:57:31Z,SUB-012,South,restoration,low,357,381,true
EVT-000091,2025-03-08T19:58:19Z,SUB-020,Central,voltage_sag,medium,978,3454,false
EVT-000665,2025-04-09T05:07:41Z,SUB-014,West,voltage_sag,high,1478,2607,false
EVT-001961,2025-03-01T00:18:24Z,SUB-001,North,restoration,low,153,212,true
EVT-000165,2025-03-13T07:12:12Z,SUB-007,South,restoration,low,496,1298,true
EVT-001528,2025-03-07T19:16:36Z,SUB-009,West,restoration,low,307,461,true
EVT-000299,2025-03-22T04:22:36Z,SUB-012,South,voltage_sag,high,1567,2775,false
EVT-002158,2025-03-18T12:49:47Z,SUB-010,Central,restoration,low,324,255,true
EVT-001128,2025-04-28T05:21:22Z,SUB-010,Central,surge,high,1609,2433,false
EVT-001060,2025-04-25T02:03:23Z,SUB-014,West,voltage_sag,critical,2096,4054,false
EVT-001253,2025-04-05T04:36:16Z,SUB-015,Central,restoration,low,200,310,true
EVT-000214,2025-03-17T08:22:17Z,SUB-020,Central,restoration,low,471,1135,true
EVT-002206,2025-04-07T18:01:07Z,SUB-010,Central,restoration,low,365,320,true
EVT-000443,2025-03-30T04:42:04Z,SUB-007,South,surge,high,1947,3678,false
EVT-001698,2025-03-15T10:51:20Z,SUB-011,North,restoration,low,220,121,true
EVT-000009,2025-03-01T21:48:34Z,SUB-023,East,voltage_sag,high,1592,2739,false
EVT-002116,2025-03-02T11:03:46Z,SUB-013,East,restoration,low,141,343,true
EVT-001842,2025-03-11T11:16:10Z,SUB-008,East,restoration,low,70,237,true
EVT-002306,2025-04-18T01:25:29Z,SUB-025,Central,restoration,low,330,339,true
EVT-000648,2025-04-09T17:08:06Z,SUB-006,North,surge,medium,1397,2339,false
EVT-000920,2025-04-20T05:04:09Z,SUB-023,East,restoration,low,459,1181,true
EVT-000807,2025-04-15T18:43:24Z,SUB-019,West,voltage_sag,critical,1973,3501,false
EVT-000367,2025-03-26T02:16:51Z,SUB-010,Central,voltage_sag,high,1166,3076,false
EVT-000822,2025-04-16T01:05:29Z,SUB-012,South,voltage_sag,high,1848,2220,false
EVT-000721,2025-04-11T15:15:01Z,SUB-011,North,restoration,low,83,534,true
EVT-001857,2025-03-23T13:30:06Z,SUB-025,Central,restoration,low,71,277,true
EVT-002237,2025-04-03T03:11:12Z,SUB-020,Central,restoration,low,98,115,true
EVT-000645,2025-04-09T22:50:29Z,SUB-002,South,restoration,low,242,797,true
EVT-000219,2025-03-17T23:40:38Z,SUB-023,East,voltage_sag,high,2083,3655,false
EVT-000819,2025-04-16T22:32:24Z,SUB-003,East,surge,high,1574,4728,false
EVT-001577,2025-03-02T14:59:21Z,SUB-009,West,restoration,low,356,129,true
EVT-000745,2025-04-12T18:00:12Z,SUB-014,West,voltage_sag,medium,1320,457,false
EVT-001296,2025-04-22T14:45:17Z,SUB-010,Central,restoration,low,356,683,true
EVT-001505,2025-04-04T04:45:12Z,SUB-018,East,restoration,low,262,137,true
EVT-001349,2025-03-28T10:37:56Z,SUB-024,West,restoration,low,284,433,true
EVT-001252,2025-04-22T03:29:16Z,SUB-020,Central,restoration,low,149,370,true
EVT-000282,2025-03-21T14:58:34Z,SUB-003,East,restoration,low,206,945,true
EVT-000864,2025-04-18T02:25:49Z,SUB-014,West,voltage_sag,high,1820,3313,false
EVT-000959,2025-04-22T19:52:19Z,SUB-012,South,voltage_sag,high,1559,3541,false
EVT-000667,2025-04-09T09:35:13Z,SUB-014,West,voltage_sag,high,1632,4218,false
EVT-001555,2025-03-01T18:35:06Z,SUB-005,Central,restoration,low,293,501,true
EVT-001196,2025-04-28T20:01:06Z,SUB-022,South,restoration,low,334,274,true
EVT-002165,2025-03-23T02:46:52Z,SUB-015,Central,restoration,low,283,533,true
EVT-000866,2025-04-18T14:57:20Z,SUB-015,Central,voltage_sag,high,1495,3492,false
EVT-001077,2025-04-26T15:59:57Z,SUB-003,East,restoration,low,429,622,true
EVT-000422,2025-03-29T00:03:28Z,SUB-005,Central,outage,medium,1047,1528,false
EVT-000628,2025-04-08T08:51:54Z,SUB-017,South,voltage_sag,high,1394,2533,false
EVT-001695,2025-04-27T23:28:48Z,SUB-022,South,restoration,low,238,745,true
EVT-000539,2025-04-04T01:53:20Z,SUB-003,East,restoration,low,166,1007,true
EVT-001142,2025-04-28T23:28:50Z,SUB-017,South,restoration,low,555,773,true
EVT-000155,2025-03-12T02:37:54Z,SUB-024,West,surge,medium,1147,2095,false
EVT-002209,2025-03-01T20:25:08Z,SUB-009,West,restoration,low,291,692,true
EVT-000163,2025-03-13T00:14:46Z,SUB-007,South,surge,medium,2083,1880,false
EVT-001190,2025-04-29T14:59:05Z,SUB-021,North,voltage_sag,high,1478,1667,false
EVT-001887,2025-04-10T14:08:01Z,SUB-010,Central,restoration,low,173,518,true
EVT-001973,2025-03-06T23:33:48Z,SUB-005,Central,restoration,low,63,317,true
EVT-001094,2025-04-26T00:27:39Z,SUB-019,West,restoration,low,503,1461,true
EVT-000455,2025-03-30T11:43:41Z,SUB-022,South,voltage_sag,high,1376,1050,false
EVT-000836,2025-04-17T15:42:58Z,SUB-004,West,voltage_sag,critical,1841,4299,false
EVT-001931,2025-03-14T02:20:06Z,SUB-014,West,restoration,low,284,453,true
EVT-000244,2025-03-18T01:18:44Z,SUB-023,East,voltage_sag,high,1963,2652,false
EVT-000028,2025-03-04T16:46:45Z,SUB-011,North,surge,medium,681,2288,false
EVT-000700,2025-04-10T23:58:25Z,SUB-013,East,surge,high,1231,2282,false
EVT-001250,2025-04-16T19:25:24Z,SUB-002,South,restoration,low,382,675,true
EVT-001592,2025-04-09T11:53:47Z,SUB-004,West,restoration,low,348,674,true
EVT-000063,2025-03-06T14:04:27Z,SUB-007,South,restoration,low,589,1206,true
EVT-002244,2025-04-06T18:41:37Z,SUB-016,North,restoration,low,186,57,true
EVT-000806,2025-04-15T06:34:46Z,SUB-019,West,voltage_sag,critical,1992,4577,false
EVT-001361,2025-04-01T13:35:01Z,SUB-003,East,restoration,low,67,162,true
EVT-001781,2025-03-13T10:07:54Z,SUB-017,South,restoration,low,357,97,true
EVT-000950,2025-04-21T23:09:27Z,SUB-024,West,voltage_sag,critical,1646,3142,false
EVT-001851,2025-04-22T12:29:39Z,SUB-001,North,restoration,low,264,799,true
EVT-001865,2025-03-01T09:57:56Z,SUB-013,East,restoration,low,307,166,true
EVT-001063,2025-04-25T19:17:47Z,SUB-015,Central,voltage_sag,critical,2474,4149,false
EVT-001314,2025-03-28T08:47:57Z,SUB-021,North,restoration,low,143,777,true
EVT-001810,2025-03-12T18:28:04Z,SUB-005,Central,restoration,low,175,440,true
EVT-001893,2025-03-06T02:56:54Z,SUB-025,Central,restoration,low,264,471,true
EVT-001010,2025-04-23T06:41:37Z,SUB-025,Central,voltage_sag,critical,1779,4282,false
EVT-000537,2025-04-04T20:28:26Z,SUB-003,East,voltage_sag,medium,884,1769,false
EVT-000507,2025-04-02T08:04:32Z,SUB-024,West,restoration,low,403,1448,true
EVT-001506,2025-03-26T12:52:51Z,SUB-002,South,restoration,low,185,573,true
EVT-001539,2025-03-16T15:05:19Z,SUB-020,Central,restoration,low,98,458,true
EVT-000434,2025-03-29T20:08:36Z,SUB-023,East,voltage_sag,high,1246,3377,false
EVT-000115,2025-03-10T17:39:22Z,SUB-025,Central,surge,medium,1055,2160,false
EVT-000372,2025-03-26T15:49:21Z,SUB-011,North,restoration,low,292,88,true
EVT-002068,2025-03-23T07:56:46Z,SUB-018,East,restoration,low,147,124,true
EVT-000401,2025-03-28T22:38:03Z,SUB-015,Central,voltage_sag,critical,1851,2407,false
EVT-000925,2025-04-21T14:37:51Z,SUB-003,East,restoration,low,232,1328,true
EVT-000633,2025-04-08T03:43:33Z,SUB-020,Central,voltage_sag,high,1338,3598,false
EVT-001967,2025-04-15T06:34:33Z,SUB-011,North,restoration,low,151,342,true
EVT-002243,2025-03-07T15:45:35Z,SUB-008,East,restoration,low,303,334,true
EVT-000625,2025-04-08T16:36:32Z,SUB-016,North,restoration,low,555,172,true
EVT-000076,2025-03-07T20:30:46Z,SUB-019,West,surge,medium,1418,1828,false
EVT-000997,2025-04-23T23:54:18Z,SUB-007,South,voltage_sag,critical,2253,2311,false
EVT-001667,2025-03-05T12:36:51Z,SUB-007,South,restoration,low,81,52,true
EVT-001384,2025-03-04T09:42:42Z,SUB-016,North,restoration,low,88,406,true
EVT-001983,2025-04-21T07:52:03Z,SUB-007,South,restoration,low,211,739,true
EVT-000364,2025-03-26T08:20:24Z,SUB-008,East,surge,medium,1407,2706,false
EVT-001974,2025-04-27T01:39:03Z,SUB-008,East,restoration,low,260,501,true
EVT-000348,2025-03-25T16:49:31Z,SUB-013,East,surge,high,2022,2790,false
EVT-000631,2025-04-08T06:03:39Z,SUB-019,West,restoration,low,213,232,true
EVT-001744,2025-03-02T23:12:02Z,SUB-007,South,restoration,low,134,314,true
EVT-000267,2025-03-20T10:25:26Z,SUB-020,Central,surge,medium,743,1830,false
EVT-001576,2025-03-14T06:18:55Z,SUB-001,North,restoration,low,380,586,true
EVT-002264,2025-04-21T10:35:37Z,SUB-005,Central,restoration,low,370,775,true
EVT-000898,2025-04-19T06:26:24Z,SUB-014,West,restoration,low,94,267,true
EVT-001580,2025-04-05T11:00:52Z,SUB-025,Central,restoration,low,397,204,true
EVT-001120,2025-04-28T19:53:05Z,SUB-001,North,voltage_sag,critical,1953,4191,false
EVT-000530,2025-04-03T08:15:17Z,SUB-022,South,surge,medium,984,1784,false
EVT-002257,2025-04-02T06:05:38Z,SUB-002,South,restoration,low,281,781,true
EVT-000847,2025-04-17T07:42:27Z,SUB-016,North,restoration,low,437,1469,true
EVT-000445,2025-03-30T07:46:18Z,SUB-008,East,surge,medium,1194,1863,false
EVT-002229,2025-04-02T07:35:46Z,SUB-004,West,restoration,low,70,130,true
EVT-000644,2025-04-09T10:08:55Z,SUB-002,South,surge,medium,954,2147,false
EVT-001890,2025-03-29T20:36:16Z,SUB-006,North,restoration,low,194,184,true
EVT-001358,2025-04-12T21:18:54Z,SUB-001,North,restoration,low,77,641,true
EVT-001529,2025-03-09T01:05:36Z,SUB-025,Central,restoration,low,314,681,true
EVT-001425,2025-04-09T17:31:45Z,SUB-021,North,restoration,low,394,127,true
EVT-001920,2025-04-01T14:10:38Z,SUB-018,East,restoration,low,146,438,true
EVT-001739,2025-04-08T21:37:29Z,SUB-018,East,restoration,low,164,309,true
EVT-000865,2025-04-18T08:21:13Z,SUB-014,West,restoration,low,83,1478,true
EVT-000584,2025-04-06T14:03:04Z,SUB-003,East,restoration,low,290,1114,true
EVT-001262,2025-03-07T07:32:15Z,SUB-005,Central,restoration,low,256,465,true
