reading_id,timestamp,plant_id,plant_type,generation_mw,capacity_mw,capacity_factor,weather
RG-016998,2025-03-06T09:45:00Z,SOLAR-02,solar,6.33,37.3,0.17,rainy
RG-016999,2025-04-16T04:00:00Z,WIND-01,wind,17.82,39.8,0.448,stormy
RG-017000,2025-03-05T04:45:00Z,SOLAR-05,solar,0,50.3,0.0,stormy
RG-017001,2025-03-20T03:30:00Z,SOLAR-05,solar,0,50.3,0.0,rainy
RG-017002,2025-03-29T01:15:00Z,WIND-04,wind,45.8,45.5,1.007,windy
RG-017003,2025-04-03T02:15:00Z,SOLAR-07,solar,0,33.3,0.0,windy
RG-017004,2025-04-06T05:30:00Z,HYDRO-02,hydro,114.92,151.9,0.757,rainy
RG-017005,2025-03-27T17:15:00Z,WIND-01,wind,18.63,39.8,0.468,clear
RG-017006,2025-03-21T09:15:00Z,HYDRO-01,hydro,49.32,59.3,0.832,cloudy
RG-017007,2025-04-06T03:00:00Z,SOLAR-07,solar,0,33.3,0.0,cloudy
RG-017008,2025-04-26T15:45:00Z,WIND-03,wind,17.8,40.8,0.436,overcast
RG-017009,2025-03-22T15:30:00Z,HYDRO-02,hydro,89.65,151.9,0.59,cloudy
RG-017010,2025-04-26T17:15:00Z,SOLAR-04,solar,8.82,76.6,0.115,overcast
RG-017011,2025-03-13T19:30:00Z,SOLAR-05,solar,1.65,50.3,0.033,rainy
RG-017012,2025-04-06T01:45:00Z,WIND-06,wind,32.69,76.8,0.426,overcast
RG-017013,2025-04-01T19:15:00Z,SOLAR-07,solar,3.27,33.3,0.098,windy
RG-017014,2025-04-19T22:15:00Z,SOLAR-06,solar,0,59.6,0.0,rainy
RG-017015,2025-03-20T07:30:00Z,SOLAR-01,solar,6.74,69.3,0.097,rainy
RG-017016,2025-04-18T15:45:00Z,WIND-02,wind,57.15,112.7,0.507,overcast
RG-017017,2025-04-19T08:30:00Z,SOLAR-03,solar,6.95,48.7,0.143,cloudy
RG-017018,2025-04-21T23:45:00Z,WIND-02,wind,16.0,112.7,0.142,overcast
RG-017019,2025-03-11T02:30:00Z,SOLAR-07,solar,0,33.3,0.0,cloudy
RG-017020,2025-03-08T06:45:00Z,SOLAR-06,solar,3.98,59.6,0.067,cloudy
RG-017021,2025-03-31T11:00:00Z,SOLAR-05,solar,11.89,50.3,0.236,overcast
RG-017022,2025-03-02T19:30:00Z,WIND-04,wind,21.07,45.5,0.463,rainy
RG-017023,2025-04-15T15:30:00Z,WIND-06,wind,39.79,76.8,0.518,clear
RG-017024,2025-03-16T08:30:00Z,SOLAR-05,solar,21.48,50.3,0.427,windy
RG-017025,2025-04-28T19:00:00Z,SOLAR-07,solar,3.26,33.3,0.098,clear
RG-017026,2025-03-27T20:30:00Z,SOLAR-05,solar,0,50.3,0.0,cloudy
RG-017027,2025-04-14T01:45:00Z,HYDRO-01,hydro,34.11,59.3,0.575,windy
RG-017028,2025-03-25T14:15:00Z,SOLAR-01,solar,13.15,69.3,0.19,overcast
RG-017029,2025-03-20T19:00:00Z,SOLAR-07,solar,1.28,33.3,0.038,cloudy
RG-017030,2025-03-19T01:30:00Z,WIND-05,wind,36.16,102.7,0.352,stormy
RG-017031,2025-03-06T22:00:00Z,WIND-06,wind,31.63,76.8,0.412,cloudy
RG-017032,2025-03-01T05:45:00Z,SOLAR-05,solar,1.87,50.3,0.037,cloudy
RG-017033,2025-04-22T10:15:00Z,SOLAR-08,solar,9.24,46.8,0.197,cloudy
RG-017034,2025-03-08T16:15:00Z,WIND-01,wind,18.61,39.8,0.468,clear
RG-017035,2025-03-13T12:15:00Z,SOLAR-01,solar,20.21,69.3,0.292,cloudy
RG-017036,2025-03-04T15:00:00Z,WIND-02,wind,87.25,112.7,0.774,stormy
RG-017037,2025-04-09T21:15:00Z,SOLAR-07,solar,0,33.3,0.0,rainy
RG-017038,2025-03-12T05:00:00Z,SOLAR-04,solar,2.32,76.6,0.03,cloudy
RG-017039,2025-03-29T23:45:00Z,WIND-06,wind,16.15,76.8,0.21,clear
RG-017040,2025-04-02T20:30:00Z,HYDRO-01,hydro,30.69,59.3,0.518,cloudy
RG-017041,2025-03-05T00:45:00Z,WIND-02,wind,53.22,112.7,0.472,cloudy
RG-017042,2025-03-01T01:00:00Z,SOLAR-03,solar,0,48.7,0.0,rainy
RG-017043,2025-03-21T10:15:00Z,WIND-01,wind,12.21,39.8,0.307,overcast
RG-017044,2025-04-16T20:45:00Z,WIND-04,wind,21.1,45.5,0.464,cloudy
RG-017045,2025-03-18T06:45:00Z,WIND-02,wind,58.68,112.7,0.521,clear
RG-017046,2025-03-01T15:30:00Z,SOLAR-06,solar,28.7,59.6,0.482,clear
RG-017047,2025-03-13T12:45:00Z,HYDRO-02,hydro,126.55,151.9,0.833,stormy
RG-017048,2025-03-24T15:30:00Z,HYDRO-03,hydro,79.11,169.9,0.466,stormy
RG-017049,2025-04-21T10:15:00Z,SOLAR-04,solar,50.72,76.6,0.662,windy
RG-017050,2025-04-28T08:00:00Z,HYDRO-03,hydro,138.48,169.9,0.815,clear
RG-017051,2025-03-05T20:00:00Z,WIND-01,wind,8.12,39.8,0.204,rainy
RG-017052,2025-04-20T05:30:00Z,SOLAR-03,solar,1.71,48.7,0.035,overcast
RG-017053,2025-03-02T21:30:00Z,HYDRO-01,hydro,48.67,59.3,0.821,windy
RG-017054,2025-04-16T18:15:00Z,SOLAR-02,solar,2.99,37.3,0.08,cloudy
RG-017055,2025-04-13T17:15:00Z,HYDRO-03,hydro,97.05,169.9,0.571,cloudy
RG-017056,2025-03-31T09:45:00Z,SOLAR-07,solar,6.23,33.3,0.187,cloudy
RG-017057,2025-03-11T07:00:00Z,WIND-05,wind,41.51,102.7,0.404,rainy
RG-017058,2025-04-15T01:30:00Z,SOLAR-06,solar,0,59.6,0.0,rainy
RG-017059,2025-03-21T00:30:00Z,WIND-03,wind,18.16,40.8,0.445,clear
RG-017060,2025-04-20T15:15:00Z,WIND-04,wind,22.98,45.5,0.505,windy
RG-017061,2025-03-30T08:30:00Z,HYDRO-03,hydro,168.56,169.9,0.992,overcast
RG-017062,2025-04-24T14:30:00Z,WIND-04,wind,15.63,45.5,0.344,overcast
RG-017063,2025-04-17T03:15:00Z,HYDRO-02,hydro,116.76,151.9,0.769,clear
RG-017064,2025-03-22T02:00:00Z,SOLAR-01,solar,0,69.3,0.0,rainy
RG-017065,2025-03-02T04:00:00Z,WIND-06,wind,28.2,76.8,0.367,windy
RG-017066,2025-03-21T22:45:00Z,SOLAR-04,solar,0,76.6,0.0,cloudy
RG-017067,2025-04-22T21:45:00Z,HYDRO-01,hydro,45.89,59.3,0.774,clear
RG-017068,2025-03-21T14:30:00Z,SOLAR-06,solar,13.8,59.6,0.232,cloudy
RG-017069,2025-04-06T06:45:00Z,SOLAR-01,solar,16.95,69.3,0.245,clear
RG-017070,2025-04-03T10:00:00Z,WIND-01,wind,13.52,39.8,0.34,rainy
RG-017071,2025-03-13T21:30:00Z,WIND-02,wind,55.95,112.7,0.496,windy
RG-017072,2025-04-07T21:30:00Z,SOLAR-03,solar,0,48.7,0.0,cloudy
RG-017073,2025-04-20T17:00:00Z,SOLAR-01,solar,7.76,69.3,0.112,rainy
RG-017074,2025-03-11T20:30:00Z,SOLAR-06,solar,0,59.6,0.0,clear
RG-017075,2025-03-28T11:30:00Z,SOLAR-03,solar,13.88,48.7,0.285,cloudy
RG-017076,2025-03-26T13:00:00Z,SOLAR-02,solar,9.76,37.3,0.262,cloudy
RG-017077,2025-03-16T07:15:00Z,WIND-01,wind,19.23,39.8,0.483,overcast
RG-017078,2025-03-11T04:45:00Z,SOLAR-05,solar,0,50.3,0.0,stormy
RG-017079,2025-04-02T20:15:00Z,SOLAR-01,solar,0,69.3,0.0,cloudy
RG-017080,2025-03-24T21:45:00Z,HYDRO-01,hydro,49.7,59.3,0.838,clear
RG-017081,2025-03-01T01:15:00Z,SOLAR-02,solar,0,37.3,0.0,overcast
RG-017082,2025-04-13T19:15:00Z,WIND-06,wind,28.62,76.8,0.373,cloudy
RG-017083,2025-03-22T19:00:00Z,SOLAR-03,solar,4.79,48.7,0.098,windy
RG-017084,2025-04-08T19:15:00Z,HYDRO-03,hydro,114.41,169.9,0.673,rainy
RG-017085,2025-04-24T21:00:00Z,HYDRO-01,hydro,38.05,59.3,0.642,clear
RG-017086,2025-04-12T07:15:00Z,WIND-03,wind,6.76,40.8,0.166,rainy
RG-017087,2025-03-01T18:45:00Z,HYDRO-02,hydro,79.26,151.9,0.522,stormy
RG-017088,2025-03-30T16:15:00Z,SOLAR-03,solar,18.7,48.7,0.384,stormy
RG-017089,2025-03-10T16:00:00Z,SOLAR-03,solar,6.89,48.7,0.141,cloudy
RG-017090,2025-04-28T23:30:00Z,WIND-02,wind,63.66,112.7,0.565,stormy
RG-017091,2025-03-27T11:45:00Z,SOLAR-08,solar,13.12,46.8,0.28,rainy
RG-017092,2025-03-15T03:15:00Z,HYDRO-01,hydro,34.65,59.3,0.584,cloudy
RG-017093,2025-03-31T11:15:00Z,SOLAR-07,solar,26.11,33.3,0.784,windy
RG-017094,2025-04-28T19:15:00Z,SOLAR-06,solar,6.97,59.6,0.117,windy
RG-017095,2025-04-28T23:45:00Z,SOLAR-08,solar,0,46.8,0.0,overcast
RG-017096,2025-04-09T20:30:00Z,HYDRO-01,hydro,46.68,59.3,0.787,stormy
RG-017097,2025-03-14T15:15:00Z,WIND-05,wind,106.06,102.7,1.033,stormy
RG-017098,2025-03-24T17:15:00Z,HYDRO-02,hydro,91.96,151.9,0.605,stormy
RG-017099,2025-03-24T22:15:00Z,WIND-05,wind,47.84,102.7,0.466,stormy
RG-017100,2025-03-15T00:30:00Z,SOLAR-08,solar,0,46.8,0.0,overcast
RG-017101,2025-03-18T13:45:00Z,SOLAR-07,solar,21.32,33.3,0.64,stormy
RG-017102,2025-03-12T10:15:00Z,WIND-05,wind,47.56,102.7,0.463,overcast
RG-017103,2025-04-02T15:00:00Z,WIND-06,wind,54.34,76.8,0.708,stormy
RG-017104,2025-03-16T09:45:00Z,WIND-01,wind,8.0,39.8,0.201,overcast
RG-017105,2025-04-19T01:45:00Z,HYDRO-02,hydro,107.24,151.9,0.706,overcast
RG-017106,2025-03-30T19:00:00Z,WIND-02,wind,33.75,112.7,0.299,overcast
RG-017107,2025-04-10T07:30:00Z,SOLAR-05,solar,15.95,50.3,0.317,windy
RG-017108,2025-04-11T04:00:00Z,SOLAR-02,solar,0,37.3,0.0,windy
RG-017109,2025-03-16T09:15:00Z,SOLAR-06,solar,10.44,59.6,0.175,cloudy
RG-017110,2025-04-03T03:45:00Z,HYDRO-03,hydro,82.73,169.9,0.487,windy
RG-017111,2025-03-08T20:15:00Z,SOLAR-06,solar,0,59.6,0.0,clear
RG-017112,2025-04-14T01:00:00Z,SOLAR-08,solar,0,46.8,0.0,overcast
RG-017113,2025-04-27T01:45:00Z,SOLAR-02,solar,0,37.3,0.0,clear
RG-017114,2025-04-29T10:45:00Z,SOLAR-08,solar,9.06,46.8,0.194,cloudy
RG-017115,2025-04-16T12:00:00Z,WIND-04,wind,13.92,45.5,0.306,windy
RG-017116,2025-03-27T03:00:00Z,SOLAR-01,solar,0,69.3,0.0,overcast
RG-017117,2025-03-23T21:00:00Z,SOLAR-05,solar,0,50.3,0.0,clear
RG-017118,2025-04-01T00:00:00Z,SOLAR-06,solar,0,59.6,0.0,rainy
RG-017119,2025-03-22T13:00:00Z,SOLAR-03,solar,13.15,48.7,0.27,rainy
RG-017120,2025-03-31T14:00:00Z,SOLAR-06,solar,35.78,59.6,0.6,windy
RG-017121,2025-03-29T04:30:00Z,WIND-02,wind,32.07,112.7,0.285,overcast
RG-017122,2025-04-17T16:45:00Z,WIND-03,wind,22.36,40.8,0.548,windy
RG-017123,2025-03-12T06:00:00Z,WIND-06,wind,41.37,76.8,0.539,cloudy
RG-017124,2025-04-06T01:15:00Z,HYDRO-01,hydro,36.38,59.3,0.613,windy
RG-017125,2025-03-03T18:30:00Z,WIND-05,wind,51.55,102.7,0.502,windy
RG-017126,2025-04-03T13:45:00Z,WIND-01,wind,13.69,39.8,0.344,cloudy
RG-017127,2025-03-10T09:30:00Z,WIND-05,wind,14.91,102.7,0.145,rainy
RG-017128,2025-04-26T01:15:00Z,HYDRO-01,hydro,38.9,59.3,0.656,overcast
RG-017129,2025-03-06T17:00:00Z,SOLAR-06,solar,7.21,59.6,0.121,cloudy
RG-017130,2025-04-22T13:15:00Z,SOLAR-07,solar,28.3,33.3,0.85,windy
RG-017131,2025-04-10T19:30:00Z,WIND-06,wind,37.51,76.8,0.488,clear
RG-017132,2025-03-27T09:00:00Z,SOLAR-04,solar,12.18,76.6,0.159,overcast
RG-017133,2025-04-11T23:45:00Z,SOLAR-01,solar,0,69.3,0.0,overcast
RG-017134,2025-03-15T23:00:00Z,WIND-05,wind,53.99,102.7,0.526,overcast
RG-017135,2025-04-01T21:00:00Z,WIND-02,wind,27.58,112.7,0.245,rainy
RG-017136,2025-03-23T21:15:00Z,SOLAR-02,solar,0,37.3,0.0,clear
RG-017137,2025-03-12T06:45:00Z,WIND-02,wind,28.23,112.7,0.25,cloudy
RG-017138,2025-04-15T23:45:00Z,SOLAR-08,solar,0,46.8,0.0,windy
RG-017139,2025-04-25T13:30:00Z,SOLAR-04,solar,60.9,76.6,0.795,clear
RG-017140,2025-04-01T04:15:00Z,SOLAR-07,solar,0,33.3,0.0,cloudy
RG-017141,2025-04-22T18:30:00Z,SOLAR-05,solar,9.92,50.3,0.197,windy
RG-017142,2025-03-15T01:15:00Z,WIND-02,wind,66.27,112.7,0.588,stormy
RG-017143,2025-04-28T09:00:00Z,WIND-02,wind,47.85,112.7,0.425,cloudy
RG-017144,2025-04-22T21:45:00Z,WIND-06,wind,14.77,76.8,0.192,rainy
RG-017145,2025-04-13T08:15:00Z,SOLAR-07,solar,4.2,33.3,0.126,overcast
RG-017146,2025-03-29T05:30:00Z,SOLAR-01,solar,2.66,69.3,0.038,cloudy
RG-017147,2025-03-20T01:30:00Z,SOLAR-05,solar,0,50.3,0.0,windy
RG-017148,2025-03-19T20:45:00Z,HYDRO-01,hydro,36.98,59.3,0.624,cloudy
RG-017149,2025-03-08T17:30:00Z,WIND-06,wind,35.21,76.8,0.458,cloudy
RG-017150,2025-04-04T00:30:00Z,WIND-03,wind,13.53,40.8,0.332,cloudy
RG-017151,2025-04-12T09:30:00Z,SOLAR-03,solar,22.62,48.7,0.464,clear
RG-017152,2025-03-24T22:00:00Z,WIND-06,wind,18.08,76.8,0.235,clear
RG-017153,2025-03-19T07:15:00Z,SOLAR-01,solar,23.25,69.3,0.335,windy
RG-017154,2025-04-03T19:00:00Z,WIND-01,wind,38.02,39.8,0.955,stormy
RG-017155,2025-03-03T20:45:00Z,SOLAR-07,solar,0,33.3,0.0,cloudy
RG-017156,2025-04-20T06:15:00Z,HYDRO-03,hydro,140.72,169.9,0.828,windy
RG-017157,2025-03-29T01:45:00Z,HYDRO-01,hydro,50.71,59.3,0.855,clear
RG-017158,2025-04-14T11:15:00Z,HYDRO-02,hydro,88.02,151.9,0.579,windy
RG-017159,2025-03-18T03:30:00Z,WIND-01,wind,14.24,39.8,0.358,overcast
RG-017160,2025-03-03T11:00:00Z,WIND-06,wind,63.71,76.8,0.83,stormy
RG-017161,2025-03-25T11:15:00Z,SOLAR-02,solar,24.07,37.3,0.645,windy
RG-017162,2025-04-27T04:30:00Z,HYDRO-03,hydro,131.72,169.9,0.775,clear
RG-017163,2025-03-14T03:00:00Z,SOLAR-08,solar,0,46.8,0.0,clear
RG-017164,2025-04-12T05:30:00Z,WIND-03,wind,18.18,40.8,0.446,clear
RG-017165,2025-03-30T14:15:00Z,WIND-06,wind,14.83,76.8,0.193,clear
RG-017166,2025-03-16T05:30:00Z,HYDRO-01,hydro,41.33,59.3,0.697,cloudy
RG-017167,2025-04-13T17:00:00Z,SOLAR-07,solar,10.87,33.3,0.326,clear
RG-017168,2025-03-08T12:45:00Z,SOLAR-04,solar,19.1,76.6,0.249,rainy
RG-017169,2025-04-21T04:15:00Z,WIND-01,wind,19.9,39.8,0.5,clear
RG-017170,2025-04-23T09:00:00Z,SOLAR-03,solar,9.28,48.7,0.191,rainy
RG-017171,2025-03-20T07:15:00Z,HYDRO-01,hydro,50.22,59.3,0.847,rainy
RG-017172,2025-04-02T11:15:00Z,SOLAR-07,solar,24.13,33.3,0.725,stormy
RG-017173,2025-03-04T23:30:00Z,WIND-01,wind,16.3,39.8,0.41,windy
RG-017174,2025-04-04T21:30:00Z,HYDRO-02,hydro,77.93,151.9,0.513,overcast
RG-017175,2025-04-27T08:15:00Z,WIND-02,wind,17.36,112.7,0.154,clear
RG-017176,2025-04-07T01:15:00Z,SOLAR-06,solar,0,59.6,0.0,clear
RG-017177,2025-03-27T20:45:00Z,HYDRO-03,hydro,150.87,169.9,0.888,rainy
RG-017178,2025-03-03T07:45:00Z,WIND-01,wind,19.76,39.8,0.496,stormy
RG-017179,2025-03-24T10:15:00Z,SOLAR-05,solar,10.11,50.3,0.201,overcast
RG-017180,2025-04-13T07:00:00Z,SOLAR-06,solar,16.83,59.6,0.282,clear
RG-017181,2025-03-27T02:30:00Z,SOLAR-07,solar,0,33.3,0.0,clear
RG-017182,2025-03-25T00:45:00Z,SOLAR-08,solar,0,46.8,0.0,stormy
RG-017183,2025-04-20T14:00:00Z,SOLAR-02,solar,8.21,37.3,0.22,cloudy
RG-017184,2025-03-23T02:45:00Z,HYDRO-01,hydro,28.82,59.3,0.486,rainy
RG-017185,2025-03-24T09:15:00Z,SOLAR-05,solar,29.12,50.3,0.579,windy
RG-017186,2025-04-14T13:45:00Z,HYDRO-02,hydro,98.32,151.9,0.647,overcast
RG-017187,2025-04-29T23:45:00Z,SOLAR-05,solar,0,50.3,0.0,stormy
RG-017188,2025-04-17T07:45:00Z,WIND-06,wind,28.45,76.8,0.37,clear
RG-017189,2025-03-18T01:30:00Z,SOLAR-06,solar,0,59.6,0.0,overcast
RG-017190,2025-03-11T14:45:00Z,HYDRO-03,hydro,88.35,169.9,0.52,rainy
RG-017191,2025-04-11T12:15:00Z,SOLAR-08,solar,11.87,46.8,0.254,rainy
RG-017192,2025-04-29T18:30:00Z,HYDRO-02,hydro,82.92,151.9,0.546,overcast
RG-017193,2025-04-13T04:00:00Z,WIND-06,wind,27.62,76.8,0.36,cloudy
RG-017194,2025-04-17T07:15:00Z,WIND-02,wind,35.29,112.7,0.313,windy
RG-017195,2025-04-29T04:00:00Z,SOLAR-04,solar,0,76.6,0.0,stormy
RG-017196,2025-04-24T22:30:00Z,WIND-01,wind,7.16,39.8,0.18,overcast
RG-017197,2025-04-22T20:45:00Z,SOLAR-06,solar,0,59.6,0.0,cloudy
RG-017198,2025-04-25T20:30:00Z,SOLAR-08,solar,0,46.8,0.0,stormy
RG-017199,2025-04-23T18:30:00Z,SOLAR-08,solar,11.5,46.8,0.246,clear
RG-017200,2025-04-21T08:45:00Z,WIND-04,wind,8.97,45.5,0.197,overcast
RG-017201,2025-03-08T11:30:00Z,SOLAR-03,solar,12.73,48.7,0.261,overcast
RG-017202,2025-03-14T15:15:00Z,SOLAR-06,solar,28.16,59.6,0.472,windy
RG-017203,2025-04-17T07:30:00Z,SOLAR-06,solar,6.73,59.6,0.113,overcast
RG-017204,2025-04-09T15:00:00Z,SOLAR-03,solar,23.15,48.7,0.475,stormy
RG-017205,2025-04-12T15:15:00Z,SOLAR-04,solar,45.11,76.6,0.589,windy
RG-017206,2025-03-12T18:45:00Z,WIND-06,wind,17.54,76.8,0.228,clear
RG-017207,2025-04-20T07:30:00Z,SOLAR-01,solar,23.71,69.3,0.342,stormy
RG-017208,2025-03-26T17:15:00Z,HYDRO-01,hydro,37.18,59.3,0.627,stormy
RG-017209,2025-03-03T12:30:00Z,HYDRO-03,hydro,111.34,169.9,0.655,windy
RG-017210,2025-03-02T03:15:00Z,SOLAR-06,solar,0,59.6,0.0,windy
RG-017211,2025-04-18T19:15:00Z,WIND-04,wind,14.08,45.5,0.309,cloudy
RG-017212,2025-03-07T13:00:00Z,SOLAR-06,solar,14.31,59.6,0.24,cloudy
RG-017213,2025-04-16T02:45:00Z,HYDRO-01,hydro,48.18,59.3,0.812,clear
RG-017214,2025-04-03T18:15:00Z,SOLAR-03,solar,3.63,48.7,0.075,rainy
RG-017215,2025-03-08T04:30:00Z,HYDRO-02,hydro,128.47,151.9,0.846,overcast
RG-017216,2025-03-17T14:30:00Z,WIND-05,wind,37.56,102.7,0.366,overcast
RG-017217,2025-04-28T18:45:00Z,SOLAR-06,solar,13.3,59.6,0.223,clear
RG-017218,2025-04-21T06:15:00Z,SOLAR-04,solar,17.63,76.6,0.23,stormy
RG-017219,2025-04-11T15:30:00Z,SOLAR-04,solar,12.52,76.6,0.163,rainy
RG-017220,2025-04-10T03:30:00Z,WIND-03,wind,18.0,40.8,0.441,rainy
RG-017221,2025-03-23T09:15:00Z,SOLAR-06,solar,8.98,59.6,0.151,rainy
RG-017222,2025-03-03T10:45:00Z,WIND-02,wind,56.73,112.7,0.503,rainy
RG-017223,2025-03-12T06:30:00Z,SOLAR-04,solar,14.62,76.6,0.191,stormy
RG-017224,2025-03-10T00:45:00Z,SOLAR-04,solar,0,76.6,0.0,clear
RG-017225,2025-03-22T07:30:00Z,WIND-01,wind,31.59,39.8,0.794,windy
RG-017226,2025-03-06T12:30:00Z,SOLAR-01,solar,63.78,69.3,0.92,stormy
RG-017227,2025-04-04T05:15:00Z,SOLAR-08,solar,5.14,46.8,0.11,windy
RG-017228,2025-04-23T09:30:00Z,HYDRO-03,hydro,117.97,169.9,0.694,overcast
RG-017229,2025-04-17T04:30:00Z,WIND-05,wind,41.79,102.7,0.407,stormy
RG-017230,2025-04-14T10:45:00Z,HYDRO-01,hydro,48.38,59.3,0.816,cloudy
RG-017231,2025-03-30T14:45:00Z,SOLAR-04,solar,16.61,76.6,0.217,cloudy
RG-017232,2025-04-19T21:15:00Z,SOLAR-02,solar,0,37.3,0.0,clear
RG-017233,2025-04-26T02:00:00Z,WIND-04,wind,15.64,45.5,0.344,overcast
RG-017234,2025-04-11T06:30:00Z,SOLAR-05,solar,11.56,50.3,0.23,windy
RG-017235,2025-04-10T10:15:00Z,HYDRO-01,hydro,33.22,59.3,0.56,rainy
RG-017236,2025-04-07T17:45:00Z,HYDRO-01,hydro,39.57,59.3,0.667,stormy
RG-017237,2025-03-28T21:15:00Z,SOLAR-06,solar,0,59.6,0.0,windy
RG-017238,2025-03-02T19:15:00Z,SOLAR-08,solar,4.86,46.8,0.104,clear
RG-017239,2025-03-05T12:15:00Z,SOLAR-07,solar,30.51,33.3,0.916,stormy
RG-017240,2025-04-27T19:15:00Z,WIND-05,wind,37.5,102.7,0.365,cloudy
RG-017241,2025-04-16T11:00:00Z,WIND-01,wind,6.66,39.8,0.167,overcast
RG-017242,2025-04-09T06:00:00Z,WIND-03,wind,23.49,40.8,0.576,windy
RG-017243,2025-04-14T04:00:00Z,HYDRO-02,hydro,147.96,151.9,0.974,rainy
RG-017244,2025-03-11T21:30:00Z,SOLAR-01,solar,0,69.3,0.0,cloudy
RG-017245,2025-04-21T06:15:00Z,SOLAR-01,solar,4.42,69.3,0.064,rainy
RG-017246,2025-04-03T14:00:00Z,SOLAR-04,solar,18.38,76.6,0.24,rainy
RG-017247,2025-04-28T09:15:00Z,WIND-03,wind,11.62,40.8,0.285,overcast
RG-017248,2025-04-20T00:45:00Z,SOLAR-01,solar,0,69.3,0.0,clear
RG-017249,2025-03-07T23:00:00Z,SOLAR-03,solar,0,48.7,0.0,clear
RG-017250,2025-03-28T16:45:00Z,SOLAR-03,solar,23.9,48.7,0.491,windy
RG-017251,2025-04-09T00:30:00Z,SOLAR-04,solar,0,76.6,0.0,overcast
RG-017252,2025-04-29T22:30:00Z,WIND-01,wind,14.56,39.8,0.366,cloudy
RG-017253,2025-04-11T02:00:00Z,WIND-03,wind,19.0,40.8,0.466,cloudy
RG-017254,2025-04-16T11:45:00Z,SOLAR-02,solar,29.18,37.3,0.782,windy
RG-017255,2025-04-18T01:00:00Z,SOLAR-05,solar,0,50.3,0.0,overcast
RG-017256,2025-04-16T07:00:00Z,WIND-01,wind,14.47,39.8,0.364,rainy
RG-017257,2025-04-03T09:15:00Z,SOLAR-02,solar,18.93,37.3,0.508,windy
RG-017258,2025-03-22T22:30:00Z,HYDRO-02,hydro,86.06,151.9,0.567,windy
RG-017259,2025-03-11T15:30:00Z,WIND-01,wind,9.88,39.8,0.248,overcast
RG-017260,2025-03-16T11:00:00Z,WIND-01,wind,15.83,39.8,0.398,rainy
RG-017261,2025-04-11T10:15:00Z,WIND-06,wind,14.04,76.8,0.183,rainy
RG-017262,2025-03-17T17:30:00Z,WIND-05,wind,97.26,102.7,0.947,stormy
RG-017263,2025-03-14T05:00:00Z,SOLAR-02,solar,1.37,37.3,0.037,overcast
RG-017264,2025-04-20T05:15:00Z,HYDRO-02,hydro,66.75,151.9,0.439,clear
RG-017265,2025-04-15T11:15:00Z,WIND-01,wind,28.9,39.8,0.726,windy
RG-017266,2025-04-25T17:45:00Z,WIND-01,wind,19.47,39.8,0.489,clear
RG-017267,2025-03-01T01:45:00Z,HYDRO-01,hydro,48.79,59.3,0.823,windy
RG-017268,2025-03-14T06:00:00Z,SOLAR-07,solar,7.44,33.3,0.223,windy
RG-017269,2025-04-20T12:00:00Z,WIND-06,wind,68.94,76.8,0.898,stormy
RG-017270,2025-04-20T05:30:00Z,WIND-03,wind,9.58,40.8,0.235,rainy
RG-017271,2025-04-24T17:30:00Z,WIND-02,wind,35.39,112.7,0.314,overcast
RG-017272,2025-04-07T05:15:00Z,WIND-03,wind,39.79,40.8,0.975,stormy
RG-017273,2025-04-26T10:15:00Z,SOLAR-08,solar,11.21,46.8,0.24,overcast
RG-017274,2025-03-03T09:45:00Z,HYDRO-01,hydro,30.65,59.3,0.517,overcast
RG-017275,2025-03-20T14:30:00Z,SOLAR-08,solar,25.99,46.8,0.555,windy
RG-017276,2025-03-31T09:45:00Z,WIND-03,wind,13.76,40.8,0.337,overcast
RG-017277,2025-04-14T05:00:00Z,HYDRO-02,hydro,133.87,151.9,0.881,rainy
RG-017278,2025-03-28T14:00:00Z,HYDRO-02,hydro,92.35,151.9,0.608,cloudy
RG-017279,2025-04-01T05:00:00Z,SOLAR-08,solar,1.86,46.8,0.04,cloudy
RG-017280,2025-04-11T12:15:00Z,SOLAR-05,solar,37.15,50.3,0.739,stormy
RG-017281,2025-03-02T06:30:00Z,WIND-04,wind,13.42,45.5,0.295,rainy
RG-017282,2025-04-27T01:30:00Z,SOLAR-03,solar,0,48.7,0.0,cloudy
RG-017283,2025-03-09T13:30:00Z,SOLAR-07,solar,7.47,33.3,0.224,overcast
RG-017284,2025-04-16T16:15:00Z,SOLAR-05,solar,23.88,50.3,0.475,windy
RG-017285,2025-03-13T13:30:00Z,WIND-01,wind,17.8,39.8,0.447,overcast
RG-017286,2025-03-11T04:45:00Z,HYDRO-02,hydro,99.03,151.9,0.652,stormy
RG-017287,2025-03-02T02:15:00Z,WIND-04,wind,12.46,45.5,0.274,overcast
RG-017288,2025-04-05T07:15:00Z,WIND-01,wind,18.83,39.8,0.473,windy
RG-017289,2025-03-06T22:00:00Z,WIND-01,wind,10.07,39.8,0.253,clear
RG-017290,2025-03-04T20:30:00Z,SOLAR-05,solar,0,50.3,0.0,rainy
RG-017291,2025-03-20T23:45:00Z,WIND-02,wind,42.21,112.7,0.375,cloudy
RG-017292,2025-04-22T17:45:00Z,SOLAR-01,solar,20.23,69.3,0.292,stormy
RG-017293,2025-03-01T12:30:00Z,SOLAR-04,solar,19.14,76.6,0.25,overcast
